osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction,access,est_width,tunnel,service
77512111,Via Lido,residential,False,True,159.199,,"LINESTRING (12.6635544 46.1562903, 12.6627806 46.1563886, 12.6621019 46.1564626, 12.6615153 46.1565233)",,,,,,,,
77512257,Via Montereale,unclassified,False,True,76.658,,"LINESTRING (12.6797642 46.099265, 12.6794174 46.0999111)",,,,,,,,
77512335,Via Montereale,unclassified,True,False,34.668,,"LINESTRING (12.6797642 46.099265, 12.6799364 46.098977)",,,,,,,,
77512100,Via Monte Spia,residential,False,False,94.24799999999999,,"LINESTRING (12.659985 46.1630193, 12.6601359 46.1630535, 12.6603254 46.1630723, 12.6606013 46.1630553, 12.6609207 46.163021, 12.6611491 46.1630002, 12.6611916 46.1629957)",,,,,,,,
77512100,Via Monte Spia,residential,False,True,178.896,,"LINESTRING (12.659985 46.1630193, 12.6595992 46.1629535, 12.6593439 46.162893, 12.6592732 46.1628498, 12.6591825 46.1627556, 12.6591733 46.1626599, 12.6592065 46.1622845, 12.6592396 46.1617888)",,,,,,,,
77512292,Via Antonio Gramsci,residential,False,True,197.331,,"LINESTRING (12.659985 46.1630193, 12.6600287 46.1627122, 12.6600426 46.1624748, 12.660088 46.1620681, 12.6600967 46.1618639, 12.6600391 46.1618167, 12.6592396 46.1617888)",,,,,,,,
77512199,Via Montereale,unclassified,True,False,17.986,,"LINESTRING (12.6558833 46.1180244, 12.6556545 46.1179926)",1,,,,,,,
77512280,Via San Martino,primary,False,True,23.692,SP19,"LINESTRING (12.6558833 46.1180244, 12.655825 46.1178152)",2,,,,,,,
77512280,Via San Martino,primary,False,False,948.3129999999999,SP19,"LINESTRING (12.6558833 46.1180244, 12.6565308 46.1211411, 12.6574393 46.1251426, 12.6576982 46.1264592)",2,,,,,,,
77512102,Via Concordia,residential,False,False,116.79899999999999,,"LINESTRING (12.6310044 46.1401975, 12.6312837 46.1400607, 12.6315518 46.1399294, 12.6317836 46.1398345, 12.6323125 46.1396758)",,,,,,,,
77512102,Via Concordia,residential,False,True,317.58799999999997,,"LINESTRING (12.6310044 46.1401975, 12.6307474 46.1403065, 12.6305519 46.1403875, 12.6304472 46.1404182, 12.6303341 46.1404391, 12.6300575 46.1404712, 12.6298397 46.140481, 12.6297824 46.1404992, 12.6297755 46.1405592, 12.6297685 46.1408134, 12.6297336 46.1411206, 12.6296973 46.1412868, 12.629647 46.1414697, 12.6295827 46.1416164, 12.6294654 46.1418594, 12.6294082 46.1420409, 12.6293886 46.1422574, 12.6294093 46.142408)",,,,,,,,
77512353,Via Concordia,residential,False,False,126.616,,"LINESTRING (12.6310044 46.1401975, 12.6315909 46.1407338, 12.6319121 46.141143)",,,,,,,,
179118619,Via San Martino,tertiary,False,False,43.536,SP19,"LINESTRING (12.6582944 46.1316326, 12.6582928 46.1319707, 12.6582901 46.1320241)",,,,,,,,
252975374,Via San Martino,tertiary_link,True,False,67.15400000000001,SP19,"LINESTRING (12.6582944 46.1316326, 12.6582954 46.1312881, 12.6582772 46.1310985, 12.6582695 46.1310293)",1,,,,,,,
77512328,Via Pordenone,residential,False,False,133.87,,"LINESTRING (12.6771295 46.0936183, 12.6775918 46.0936294, 12.6782154 46.0937428, 12.6785544 46.0938528, 12.6787928 46.0939146)",,,,,,,,
77512328,Via Pordenone,residential,False,True,368.231,,"LINESTRING (12.6771295 46.0936183, 12.6770037 46.0936152, 12.6757069 46.0936471, 12.6746687 46.0936577, 12.6731381 46.0936613, 12.6723565 46.0936303)",,,,,,,,
77512139,Via Vittorio Veneto,residential,False,True,36.109,,"LINESTRING (12.6571819 46.1472863, 12.657344 46.1469816)",,,,,,,,
77512361,Via Vittorio Veneto,residential,False,False,248.751,,"LINESTRING (12.6571819 46.1472863, 12.6561362 46.1469498, 12.6546641 46.1464538, 12.6542728 46.1463159)",,,,,,,,
77512361,Via Vittorio Veneto,residential,False,True,54.315,,"LINESTRING (12.6571819 46.1472863, 12.6574823 46.1474057, 12.6576474 46.1474521, 12.6578124 46.1475029)",,,,,,,,
77512118,Via Partidor,track,False,False,200.19500000000002,,"LINESTRING (12.6948479 46.1003761, 12.6949849 46.0994928, 12.6949821 46.0992575, 12.6949538 46.0991441, 12.6950218 46.0990931, 12.6952117 46.0990478, 12.6953931 46.0990223, 12.6956312 46.0990024, 12.695715 46.0989981)",,,,,,,,
77512148,Via Partidor,unclassified,False,False,443.846,,"LINESTRING (12.6948479 46.1003761, 12.6946534 46.1003447, 12.6939656 46.1002538, 12.6932267 46.1001443, 12.6926442 46.1000648, 12.6918414 46.0999327, 12.6911907 46.0998346, 12.6903126 46.0996954, 12.6895438 46.0995817, 12.6892204 46.0995378)",,,,,,,,
77512148,Via Partidor,unclassified,False,True,219.37800000000001,,"LINESTRING (12.6948479 46.1003761, 12.6952885 46.100447, 12.6960969 46.1005664, 12.6970162 46.1007185, 12.6976262 46.1008004)",,,,,,,,
77512197,Via Vittorio Alfieri,residential,False,False,144.916,,"LINESTRING (12.635978 46.1428017, 12.6356445 46.1428658, 12.6351842 46.1429905, 12.6346604 46.143156, 12.6342293 46.1432767)",,,,,,,,
77512329,Via Alessandro Manzoni,secondary,False,False,143.622,SP29,"LINESTRING (12.635978 46.1428017, 12.6354483 46.1423352, 12.6347621 46.1418241)",2,,,,,,,
77512329,Via Alessandro Manzoni,secondary,False,True,97.852,SP29,"LINESTRING (12.635978 46.1428017, 12.6364372 46.1432329, 12.6366707 46.1434714, 12.6367069 46.1435214)",2,,,,,,,
77512079,Piazza Giulio Cesare,unclassified,True,False,11.007,,"LINESTRING (12.6834368 46.0974133, 12.6833246 46.0973521)",,,,,,,,
77512189,,primary,False,False,365.964,SR251,"LINESTRING (12.6407235 46.1649796, 12.6438517 46.1650645, 12.6454725 46.165096)",2,,,,,,,
"[77512189, 25286582]",,primary,False,True,630.434,SR251,"LINESTRING (12.6407235 46.1649796, 12.6400515 46.1649592, 12.6381481 46.1649205, 12.6373306 46.1649062, 12.6370223 46.1649061, 12.6366289 46.1649164, 12.6362723 46.1649325, 12.6359081 46.164966, 12.6355326 46.1650157, 12.6351322 46.1650862, 12.6346991 46.1651716, 12.6342018 46.1652806, 12.6337253 46.1653824, 12.6333615 46.1654661, 12.6326985 46.1656524)",2,yes,,,,,,
1096947393,Vecchia strada della Valcellina,track,False,False,230.127,,"LINESTRING (12.6407235 46.1649796, 12.6403197 46.164886, 12.6400677 46.1648654, 12.6398869 46.1648633, 12.6397513 46.1648433, 12.6393966 46.1647337, 12.6389103 46.1645772, 12.6386928 46.164553, 12.6384209 46.1645436, 12.6381053 46.1645542, 12.6378557 46.1645936)",,,,,no,,,
77512137,Piazzale San Floriano,residential,False,True,239.182,,"LINESTRING (12.664163 46.1558511, 12.6642475 46.1561437, 12.6642999 46.1564523, 12.6643656 46.1567119, 12.664405 46.1569057, 12.6643656 46.1571653, 12.6642243 46.1574248, 12.6640896 46.1576778, 12.6639746 46.1579406)",,,,,,,,
77512343,Via Ponte Giulio,unclassified,False,False,370.376,,"LINESTRING (12.6672075 46.1537616, 12.6670958 46.1539259, 12.6669939 46.1541427, 12.6669085 46.1543957, 12.6667672 46.1547571, 12.66658 46.1550725, 12.6663796 46.1553649, 12.6662711 46.1557361, 12.6661824 46.155976, 12.6660379 46.1561829, 12.6659098 46.1563406, 12.6658145 46.1564622, 12.6655579 46.1568721)",,,,,,,,
77512343,Via Ponte Giulio,unclassified,False,True,266.703,,"LINESTRING (12.6672075 46.1537616, 12.6673915 46.1536367, 12.667881 46.1532852, 12.668088 46.1531209, 12.6682555 46.1528548, 12.6690401 46.1517589)",,,,,,,,
77512327,Piazza Giulio Cesare,unclassified,True,False,44.714999999999996,,"LINESTRING (12.6838163 46.0977091, 12.6837592 46.0976194, 12.6835715 46.0975011, 12.6834368 46.0974133)",,,,,,,,
332035210,Via Maniago,unclassified,False,True,127.487,,"LINESTRING (12.6838163 46.0977091, 12.6839081 46.0981396, 12.684057 46.0988434)",,,,,,,,
77512077,Largo Giuseppe Garibaldi,residential,False,True,18.79,,"LINESTRING (12.6305231 46.1430007, 12.6307274 46.143093)",,,,,,,,
33173599,Via Giovanni Boccaccio,residential,False,True,318.98199999999997,,"LINESTRING (12.6305231 46.1430007, 12.6306308 46.1429412, 12.6308082 46.1428353, 12.6310488 46.142683, 12.6311612 46.1426171, 12.6314971 46.1424848, 12.6318281 46.1422921, 12.6322771 46.1420131, 12.6327057 46.1417524, 12.6329982 46.1416458, 12.6334449 46.1415687, 12.6339243 46.1414437)",,,,,,,,
77512145,Via Piave,residential,False,False,77.775,,"LINESTRING (12.6305231 46.1430007, 12.6303089 46.1430254, 12.6302251 46.143031, 12.6300045 46.1430785, 12.6298174 46.1431455, 12.6296889 46.1431539, 12.6295548 46.1431329)",,,,,,,,
77512067,Vicolo del Ferro,residential,False,False,69.949,,"LINESTRING (12.6610257 46.1609229, 12.6608401 46.16093, 12.6606223 46.160949, 12.6604782 46.1609436, 12.6602885 46.1609473, 12.6601198 46.1609447)",,,,,,,,
77512067,Vicolo del Ferro,residential,False,True,36.091,,"LINESTRING (12.6610257 46.1609229, 12.6611321 46.1608679, 12.6612436 46.160845, 12.6614611 46.1608243)",,,,,,,,
77512213,Via Calle di Ferro,residential,False,False,47.916999999999994,,"LINESTRING (12.6610257 46.1609229, 12.6609727 46.1611003, 12.6609269 46.1612361, 12.6608854 46.1613426)",,,,,,,,
77512095,Via Antonio dell'Agnolo - Pellegrin,unclassified,False,False,13.003,,"LINESTRING (12.6767604 46.1399853, 12.6767056 46.1400959)",,,,,,,,
77512095,Via Antonio dell'Agnolo - Pellegrin,unclassified,False,True,462.87699999999995,,"LINESTRING (12.6767604 46.1399853, 12.6771398 46.1392999, 12.6778436 46.1379352, 12.6781904 46.1373436, 12.6788147 46.1363746, 12.6789969 46.136125)",,,,,,,,
77512363,Via della Croce,residential,False,False,214.905,,"LINESTRING (12.6643098 46.1500524, 12.6642408 46.1502232, 12.6642178 46.1505353, 12.6642966 46.151245, 12.6643689 46.1519743)",,,,,,,,
77512181,Via Marziano Ciotti,secondary,False,False,21.78,SP29,"LINESTRING (12.660651 46.1581751, 12.6605461 46.1579932)",,,,,,,,
77512143,Via Camillo Benso conte di Cavour,residential,False,False,107.944,,"LINESTRING (12.660651 46.1581751, 12.6602765 46.1582889, 12.6593679 46.1585656)",,,,,,,,
77512181,Via Marziano Ciotti,secondary,False,True,49.789,SP29,"LINESTRING (12.660651 46.1581751, 12.6607267 46.1583467, 12.66084 46.1586033)",,,,,,,,
77512170,Via Montereale,unclassified,True,False,19.104,,"LINESTRING (12.6800061 46.0990623, 12.6798793 46.0992099)",,,,,,,,
77512218,Via Circonvallazione,tertiary,False,False,15.219,SR251,"LINESTRING (12.6800061 46.0990623, 12.680112 46.0991778)",,,,,,,,
77512218,Via Circonvallazione,tertiary,False,True,10.902,SR251,"LINESTRING (12.6800061 46.0990623, 12.6799364 46.098977)",,,,,,,,
77512060,,tertiary_link,True,False,17.125,NSA30dir,"LINESTRING (12.6588716 46.1533092, 12.6586528 46.1532819)",1,,,,,,,
77512346,,tertiary_link,True,False,19.808,NSA30dir,"LINESTRING (12.6588716 46.1533092, 12.658752 46.1534669)",1,,,,,,,
77512109,Via Caduti della Resistenza,residential,False,False,156.17399999999998,,"LINESTRING (12.6486845 46.1522709, 12.6482125 46.1524398, 12.6477935 46.1518966, 12.6475135 46.1515234)",,,,,,,,
77512109,Via Caduti della Resistenza,residential,False,True,153.353,,"LINESTRING (12.6486845 46.1522709, 12.64888 46.1525125, 12.6493199 46.1530361, 12.6496704 46.153469)",,,,,,,,
77512186,Via Caduti della Resistenza,residential,False,True,124.369,,"LINESTRING (12.6486845 46.1522709, 12.6493087 46.1520265, 12.6500833 46.1517124)",,,,,,,,
77512075,Via Giuseppe Verdi,primary,False,True,33.424,,"LINESTRING (12.6626741 46.1605731, 12.6627914 46.1602837)",2,,,,,,,
77512075,Via Giuseppe Verdi,primary,False,False,76.053,,"LINESTRING (12.6626741 46.1605731, 12.6625108 46.1609652, 12.6623924 46.1612286)",2,,,,,,,
77512141,Vicolo Cavallotti,residential,False,True,65.294,,"LINESTRING (12.6440484 46.1541046, 12.6441265 46.1539649, 12.6442426 46.153813, 12.6443293 46.1537075, 12.644415 46.1536664, 12.6445187 46.1536631)",,,,,,,,
77512177,Via Scipio Slataper,residential,False,True,135.006,,"LINESTRING (12.6361652 46.1410123, 12.6351286 46.1400334)",,,,,,,,
77512212,Via Giacomo Matteotti,residential,False,False,140.834,,"LINESTRING (12.6361652 46.1410123, 12.6347621 46.1418241)",,,,,,,,
77512212,Via Giacomo Matteotti,residential,False,True,142.113,,"LINESTRING (12.6361652 46.1410123, 12.6375811 46.1401932)",,,,,,,,
77512257,Via Montereale,unclassified,False,False,196.02499999999998,,"LINESTRING (12.6772945 46.102601, 12.6776366 46.1022856, 12.6781236 46.1017574, 12.6786043 46.1012514, 12.6787115 46.1011382)",,,,,,,,
77512257,Via Montereale,unclassified,False,True,275.234,,"LINESTRING (12.6772945 46.102601, 12.6771648 46.1027022, 12.6768863 46.1028574, 12.6764594 46.1029975, 12.675303 46.103292, 12.6746956 46.103462, 12.6743901 46.1035784, 12.6741802 46.1037361)",,,,,,,,
204376079,,track,False,True,81.571,,"LINESTRING (12.6772945 46.102601, 12.677362 46.1027738, 12.6774393 46.1030989, 12.6774822 46.103322)",,,,,,,,
77512361,Via Vittorio Veneto,residential,False,True,248.75099999999998,,"LINESTRING (12.6542728 46.1463159, 12.6546641 46.1464538, 12.6561362 46.1469498, 12.6571819 46.1472863)",,,,,,,,
179118619,Via San Martino,tertiary,False,True,43.457,SP19,"LINESTRING (12.6542728 46.1463159, 12.6543634 46.1462205, 12.6545681 46.145983)",,,,,,,,
695770261,,track,False,True,968.2019999999999,,"LINESTRING (12.6542728 46.1463159, 12.6540796 46.1462619, 12.6537953 46.1461305, 12.6535176 46.1460114, 12.6533853 46.1459473, 12.6530636 46.1457794, 12.6528366 46.1456633, 12.6526228 46.1455228, 12.652528 46.1454556, 12.6523473 46.1453106, 12.652085 46.145109, 12.6520145 46.1450357, 12.6519638 46.1449655, 12.6519462 46.1448678, 12.6519462 46.1448021, 12.6519506 46.1446601, 12.6519947 46.1445181, 12.6520031 46.1443949, 12.6519634 46.1441567, 12.6519238 46.1438177, 12.6518885 46.1436009, 12.6518488 46.1432619, 12.6517034 46.1429199, 12.6515359 46.142532, 12.6514169 46.1422724, 12.6513507 46.1419945, 12.6512141 46.1417104, 12.6510069 46.1413806, 12.6508306 46.1411851, 12.650694 46.1409897, 12.6505221 46.140727, 12.6504471 46.1405682, 12.6501437 46.1400061, 12.6500004 46.1397361, 12.6497573 46.1393107, 12.6496653 46.1390861, 12.6495578 46.1389025, 12.6494319 46.1387026)",,,,,,,,
743622538,Via San Martino,tertiary,False,False,133.309,SP19,"LINESTRING (12.6542728 46.1463159, 12.654222 46.1463693, 12.6540227 46.1466481, 12.6538855 46.1468757, 12.6537883 46.1471068, 12.6537717 46.1472829, 12.6537874 46.1474425)",,,,,,,,
77512331,Via Marziano Ciotti,secondary,False,True,16.491,SP29,"LINESTRING (12.6569003 46.1549195, 12.6570738 46.1550064)",,,,,,,,
77512171,Via Carlo Cattaneo,residential,False,True,193.83100000000002,,"LINESTRING (12.6569003 46.1549195, 12.6578124 46.1545389, 12.6590444 46.1540071)",,,,,,,,
77512331,Via Marziano Ciotti,secondary,False,False,38.999,SP29,"LINESTRING (12.6569003 46.1549195, 12.6564825 46.1547826, 12.6564421 46.1547703)",,,,,,,,
332035219,,track,False,False,246.345,,"LINESTRING (12.6956504 46.0987883, 12.6956851 46.0985007, 12.6959799 46.0970664, 12.6960672 46.0967036, 12.6960572 46.0965936)",,,,,,,,
"[77512330, 332035219, 332035222]",,track,False,True,23.942999999999998,,"LINESTRING (12.6956504 46.0987883, 12.695678 46.0988407, 12.6956988 46.0989424, 12.695715 46.0989981)",,yes,,,,,,
332035223,,track,False,False,106.30600000000001,,"LINESTRING (12.6956504 46.0987883, 12.6951223 46.0987839, 12.6942774 46.098852)",,,,,,,,
179118619,Via San Martino,tertiary,False,False,28.121,SP19,"LINESTRING (12.6576132 46.1362081, 12.6576121 46.136461)",,,,,,,,
77512226,Via dell'Industria,unclassified,True,False,50.45,,"LINESTRING (12.6576132 46.1362081, 12.6577269 46.1363162, 12.6579411 46.1363978, 12.6581574 46.1364121)",,,,,,,,
179118619,Via San Martino,tertiary,False,True,469.22900000000004,SP19,"LINESTRING (12.6576132 46.1362081, 12.6576151 46.1357407, 12.6576733 46.1351645, 12.6580911 46.1335224, 12.6582149 46.1330367, 12.6582425 46.1328309, 12.6582572 46.1326695, 12.6582901 46.1320241)",,,,,,,,
179118619,Via San Martino,tertiary,False,True,45.886,SP19,"LINESTRING (12.6573205 46.1407813, 12.6574153 46.1403739)",,,,,,,,
179118619,Via San Martino,tertiary,False,False,189.685,SP19,"LINESTRING (12.6573205 46.1407813, 12.6572315 46.1411582, 12.6571976 46.1413106, 12.6571822 46.1414846, 12.6572034 46.1416142, 12.6574637 46.1424602)",,,,,,,,
77512076,Via dell'Omo,primary,False,False,44.795,,"LINESTRING (12.6634191 46.1558985, 12.6635544 46.1562903)",2,,,,,,,
77512076,Via dell'Omo,primary,False,True,51.955999999999996,,"LINESTRING (12.6634191 46.1558985, 12.6632787 46.1554787, 12.6632669 46.1554433)",2,,,,,,,
77512155,Via Antonio Fogazzaro,residential,False,False,154.178,,"LINESTRING (12.6634191 46.1558985, 12.662435 46.1559959, 12.6615967 46.1560781, 12.6614414 46.1561073)",,,,,,,,
77512220,,track,False,False,15.558,,"LINESTRING (12.6691163 46.1506043, 12.6689225 46.1505649)",,,,,,,,
77512094,Via Antonio dell'Agnolo - Pellegrin,unclassified,False,True,191.058,,"LINESTRING (12.6691163 46.1506043, 12.6693561 46.1502725, 12.669596 46.1500097, 12.6698555 46.1496975, 12.6701348 46.1492934, 12.6702606 46.1490828)",,,,,,,,
"[77512233, 77512110, 77512343]",Via Ponte Giulio,unclassified,False,False,135.782,,"LINESTRING (12.6691163 46.1506043, 12.669067 46.1506897, 12.6691722 46.1510643, 12.6692539 46.151167, 12.6692904 46.1513008, 12.6692815 46.1513789, 12.6692444 46.1514585, 12.6690999 46.1516754, 12.6690401 46.1517589)",,yes,,,,,,
77512148,Via Partidor,unclassified,False,False,258.416,,"LINESTRING (12.6892204 46.0995378, 12.6888434 46.0994866, 12.6879965 46.0993629, 12.6876244 46.0993174, 12.6869508 46.0992095, 12.6863526 46.0991285, 12.6859376 46.099071)",,,,,,,,
77512148,Via Partidor,unclassified,False,True,443.846,,"LINESTRING (12.6892204 46.0995378, 12.6895438 46.0995817, 12.6903126 46.0996954, 12.6911907 46.0998346, 12.6918414 46.0999327, 12.6926442 46.1000648, 12.6932267 46.1001443, 12.6939656 46.1002538, 12.6946534 46.1003447, 12.6948479 46.1003761)",,,,,,,,
313112629,Via Giais,secondary,False,True,254.645,SP29,"LINESTRING (12.6226512 46.1263113, 12.6239522 46.1284164)",2,,,,,,,
203349736,,track,False,False,62.376,,"LINESTRING (12.6226512 46.1263113, 12.6224661 46.1264709, 12.6223879 46.1265634, 12.6223489 46.1266808, 12.6222902 46.1268027)",,,,,,,,
646459693,Piazza Giulio Cesare,unclassified,False,True,19.633,,"LINESTRING (12.6833243 46.097199, 12.683076 46.0972381)",,,,,,,,
77512203,Piazza Giulio Cesare,unclassified,True,False,20.626,,"LINESTRING (12.6833243 46.097199, 12.683398 46.0971791, 12.6835706 46.0971267)",,,,,,,,
77512156,Via Stazione,tertiary,False,False,41.137,SP19,"LINESTRING (12.6590444 46.1540071, 12.6588569 46.1536607)",,,,,,,,
77512156,Via Stazione,tertiary,False,True,63.936,SP19,"LINESTRING (12.6590444 46.1540071, 12.6591877 46.1542714, 12.6593171 46.15455)",,,,,,,,
77512171,Via Carlo Cattaneo,residential,False,False,193.83100000000002,,"LINESTRING (12.6590444 46.1540071, 12.6578124 46.1545389, 12.6569003 46.1549195)",,,,,,,,
"[77512344, 77512094, 77512095]",Via Antonio dell'Agnolo - Pellegrin,unclassified,False,False,331.647,,"LINESTRING (12.6723667 46.1464915, 12.6722623 46.1466479, 12.6714871 46.147519, 12.6712178 46.1478107, 12.6708751 46.1481453, 12.6706342 46.1484688, 12.6704075 46.1488368, 12.6702606 46.1490828)",,yes,,,,,,
77512095,Via Antonio dell'Agnolo - Pellegrin,unclassified,False,True,300.262,,"LINESTRING (12.6723667 46.1464915, 12.6730313 46.1454953, 12.6732476 46.1450894, 12.673423 46.1448201, 12.6740248 46.1442101, 12.6741282 46.1440947)",,,,,,,,
77512216,,unclassified,False,False,239.445,,"LINESTRING (12.6723667 46.1464915, 12.6722394 46.1465018, 12.6720558 46.1466569, 12.6716335 46.1470975, 12.6713867 46.1473464, 12.6712806 46.1473953, 12.6711786 46.1473811, 12.6710562 46.1473341, 12.6705288 46.147068, 12.6701598 46.1468693)",,,,,,,,
77512227,Via San Foca,residential,False,False,123.625,,"LINESTRING (12.6873339 46.0967477, 12.6857457 46.0965956)",,,,,,,,
77512223,Via Cellina,residential,False,True,368.77299999999997,,"LINESTRING (12.663787 46.1632058, 12.6637936 46.1622629, 12.663833 46.1612149, 12.6639217 46.1607648, 12.6639195 46.1606763, 12.6638952 46.1605985, 12.6638382 46.1605277, 12.6637808 46.1604692, 12.663716 46.1604202, 12.6635968 46.160355, 12.6635088 46.1603142, 12.6631323 46.1601541)",,,,,,,,
700637352,Via Cellina,residential,False,False,83.307,,"LINESTRING (12.663787 46.1632058, 12.6637513 46.1633518, 12.663644 46.1635869, 12.6635364 46.1638226, 12.6635445 46.163889, 12.6635956 46.1639091)",,,,,,,,
77512057,Via Pordenone,tertiary,False,True,33.293,SR251,"LINESTRING (12.6723565 46.0936303, 12.6720022 46.0934592)",,,,,,5.01,,
77512218,Via Circonvallazione,tertiary,False,False,9.061,SR251,"LINESTRING (12.6723565 46.0936303, 12.6724529 46.0936769)",,,,,,,,
77512328,Via Pordenone,residential,False,False,368.231,,"LINESTRING (12.6723565 46.0936303, 12.6731381 46.0936613, 12.6746687 46.0936577, 12.6757069 46.0936471, 12.6770037 46.0936152, 12.6771295 46.0936183)",,,,,,,,
77512329,Via Alessandro Manzoni,secondary,False,False,97.852,SP29,"LINESTRING (12.6367069 46.1435214, 12.6366707 46.1434714, 12.6364372 46.1432329, 12.635978 46.1428017)",2,,,,,,,
77512329,Via Alessandro Manzoni,secondary,False,True,58.05,SP29,"LINESTRING (12.6367069 46.1435214, 12.6368821 46.1437473, 12.6371239 46.1439534)",2,,,,,,,
294255632,Via Maniana,residential,False,True,77.154,,"LINESTRING (12.6367069 46.1435214, 12.6368192 46.1434809, 12.6370224 46.1434325, 12.6371588 46.143357, 12.6372937 46.1432032, 12.6373717 46.1430565)",,,,,,,,
204276140,Via Della Croce,unclassified,False,False,17.402,,"LINESTRING (12.6645792 46.1497107, 12.6644642 46.149576)",,,,,,,,
77512220,,track,False,True,237.55700000000002,,"LINESTRING (12.6645792 46.1497107, 12.6650917 46.1498947, 12.6659623 46.1501871, 12.6668165 46.1504499, 12.6670958 46.1505058, 12.6673948 46.15044)",,,,,,,,
77512100,Via Monte Spia,residential,False,False,89.521,,"LINESTRING (12.659512 46.159633, 12.6593636 46.1596679, 12.6593217 46.1597482, 12.6593671 46.1600589, 12.659388 46.1603574)",,,,,,,,
77512100,Via Monte Spia,residential,False,True,133.708,,"LINESTRING (12.659512 46.159633, 12.6599623 46.1595736, 12.6605646 46.1594933, 12.6612157 46.1594021)",,,,,,,,
77512351,Via Calderari,residential,False,True,119.211,,"LINESTRING (12.659512 46.159633, 12.6594474 46.159111, 12.6593679 46.1585656)",,,,,,,,
77512156,Via Stazione,tertiary,False,True,21.944,SP19,"LINESTRING (12.6586528 46.1532819, 12.658752 46.1534669)",,,,,,,,
77512282,,tertiary_link,True,False,16.765,NSA30dir,"LINESTRING (12.6586528 46.1532819, 12.6588177 46.1531835)",1,,,,,,,
176651628,Via Stazione,tertiary,False,False,26.57,SP19,"LINESTRING (12.6586528 46.1532819, 12.6585327 46.1530579)",,,,,,,,
77512081,Via Luigi Cadorna,residential,False,False,145.37599999999998,,"LINESTRING (12.6475135 46.1515234, 12.6480615 46.1514001, 12.6484838 46.1513219, 12.6486659 46.1512828, 12.6487686 46.1512337, 12.6489318 46.1511108, 12.6491488 46.1509503)",,,,,,,,
77512081,Via Luigi Cadorna,residential,False,True,244.492,,"LINESTRING (12.6475135 46.1515234, 12.6474157 46.1515454, 12.6468247 46.1516884, 12.6465991 46.1517777, 12.6464396 46.1518006, 12.6459516 46.1519074, 12.6450026 46.1521673, 12.6447341 46.1522929, 12.6446301 46.1523827)",,,,,,,,
77512109,Via Caduti della Resistenza,residential,False,True,156.17399999999998,,"LINESTRING (12.6475135 46.1515234, 12.6477935 46.1518966, 12.6482125 46.1524398, 12.6486845 46.1522709)",,,,,,,,
"[1096947392, 1096947393, 1095179414, 1096947390, 1096947391]",Vecchia strada della Valcellina,track,False,False,796.6000000000001,,"LINESTRING (12.6378557 46.1645936, 12.6376189 46.1646418, 12.6374083 46.164713, 12.6372672 46.1647771, 12.6370868 46.164807, 12.6369047 46.1648314, 12.636699 46.1648398, 12.6364924 46.1648149, 12.6362985 46.1647797, 12.6362014 46.164774, 12.6360456 46.164792, 12.6359 46.1647968, 12.6357363 46.1647742, 12.6355132 46.1647129, 12.6350368 46.1645581, 12.6345551 46.1643708, 12.6341892 46.1642066, 12.6340025 46.1641197, 12.6337886 46.1640236, 12.6336946 46.1639876, 12.633597 46.1639619, 12.633491 46.1639426, 12.6333685 46.1639287, 12.6332577 46.1639312, 12.6331259 46.1639383, 12.6330293 46.1639302, 12.6329394 46.1639059, 12.6328701 46.1638783, 12.6327694 46.1638408, 12.6322225 46.1637077, 12.6317003 46.1635951, 12.6312816 46.1635032, 12.6310283 46.1634966, 12.6308474 46.1635024, 12.6307099 46.1634989, 12.6305286 46.163478, 12.6303521 46.1634907, 12.6301623 46.1635064, 12.630027 46.1635083, 12.6298328 46.163493, 12.6295802 46.1634938, 12.6293985 46.1635134, 12.6292212 46.1635673, 12.6286947 46.163724, 12.6285668 46.163736, 12.6284265 46.1638051, 12.6282619 46.1639802)",,yes,,,no,,,
1096947393,Vecchia strada della Valcellina,track,False,True,230.12699999999998,,"LINESTRING (12.6378557 46.1645936, 12.6381053 46.1645542, 12.6384209 46.1645436, 12.6386928 46.164553, 12.6389103 46.1645772, 12.6393966 46.1647337, 12.6397513 46.1648433, 12.6398869 46.1648633, 12.6400677 46.1648654, 12.6403197 46.164886, 12.6407235 46.1649796)",,,,,no,,,
77512174,Piazza Quattro Novembre,secondary,False,True,23.447,SP29,"LINESTRING (12.6474317 46.1502136, 12.6476933 46.1503214)",2,,,,,,,
77512272,Vicolo del Cristo,residential,False,False,102.991,,"LINESTRING (12.6474317 46.1502136, 12.6473379 46.150435, 12.6468928 46.1505345, 12.6464023 46.1506846)",,,,,,,,
380746101,Via Malnisio,secondary,False,False,247.954,SP29,"LINESTRING (12.6474317 46.1502136, 12.6472219 46.1501272, 12.6466889 46.1499227, 12.6461742 46.1497819, 12.6457075 46.1495849, 12.6452644 46.1494167, 12.6446645 46.1490931)",2,,,,,,,
179776425,Via Giuseppe Garibaldi,residential,False,True,161.126,,"LINESTRING (12.6627302 46.1627898, 12.6631324 46.1625831, 12.6632497 46.1623136, 12.6633279 46.1619743, 12.6633991 46.1616363, 12.6634019 46.1615008)",,,,,,,,
