osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,maxspeed,junction,access,est_width,tunnel,service
337440333,MV 06,cycleway,False,False,98.012,MV 06,"LINESTRING (12.6446645 46.1490931, 12.6446941 46.1488093, 12.6447126 46.1486941, 12.644879 46.1484892, 12.6450022 46.1482586)",,,,,,,,
380746101,Via Malnisio,secondary,False,True,247.954,SP29,"LINESTRING (12.6446645 46.1490931, 12.6452644 46.1494167, 12.6457075 46.1495849, 12.6461742 46.1497819, 12.6466889 46.1499227, 12.6472219 46.1501272, 12.6474317 46.1502136)",2,,,,,,,
1075183093,Via Malnisio,secondary,False,False,85.574,SP29,"LINESTRING (12.6446645 46.1490931, 12.6444637 46.1489847, 12.6437914 46.1486173)",2,,,,,,,
337440333,MV 06,cycleway,False,False,63.126000000000005,MV 06,"LINESTRING (12.6450022 46.1482586, 12.64507 46.1480751, 12.6451878 46.1478365, 12.645216 46.1477119)",,,,,,,,
337440333,MV 06,cycleway,False,True,98.01199999999999,MV 06,"LINESTRING (12.6450022 46.1482586, 12.644879 46.1484892, 12.6447126 46.1486941, 12.6446941 46.1488093, 12.6446645 46.1490931)",,,,,,,,
337440333,MV 06,cycleway,False,False,46.205,MV 06,"LINESTRING (12.6450948 46.1436283, 12.6450528 46.1432853, 12.6450384 46.1432147)",,,,,,,,
337440333,MV 06,cycleway,False,True,331.48199999999997,MV 06,"LINESTRING (12.6450948 46.1436283, 12.6452022 46.143816, 12.6453143 46.144049, 12.6454217 46.1442754, 12.6454917 46.1444955, 12.6455571 46.1446961, 12.6455851 46.1448223, 12.6456505 46.1449776, 12.6456879 46.1452461, 12.6457112 46.1454435, 12.6457719 46.1455955, 12.645856 46.1456797, 12.6459447 46.1458317, 12.6459728 46.1460291, 12.6459868 46.146275, 12.645898 46.1464465, 12.6458387 46.1464849)",,,,,,,,
418309985,,cycleway,False,False,176.07299999999998,,"LINESTRING (12.6425617 46.1357762, 12.6423664 46.1358686, 12.6422511 46.1360394, 12.6424027 46.1362652, 12.6425689 46.1363919, 12.6426943 46.1364963, 12.642749 46.1365714, 12.6428021 46.1366229, 12.6428316 46.1367056, 12.6429141 46.1368252, 12.6430417 46.1369552, 12.6430644 46.1370284, 12.6430696 46.137106)",,,,,,,,
457675572,MV 06,cycleway,False,False,69.659,MV 06,"LINESTRING (12.6425617 46.1357762, 12.6425991 46.1357212, 12.6427158 46.1356823, 12.6428699 46.1356532, 12.6429913 46.1356338, 12.6431361 46.1356241, 12.6432485 46.1355636, 12.6433232 46.1355033)",,,,,,,,
340981781,,track,False,True,481.262,,"LINESTRING (12.648543 46.1439419, 12.6485786 46.1437123, 12.648555 46.1434504, 12.648555 46.143234, 12.6484332 46.1430102, 12.6482585 46.1427828, 12.6480573 46.1423499, 12.6479408 46.1420454, 12.6478191 46.1417116, 12.6478191 46.1416089, 12.6478455 46.1413594, 12.6478826 46.1410402, 12.6478773 46.1408128, 12.6477449 46.1404276, 12.6477396 46.1402698, 12.6476761 46.1400791, 12.647639 46.1399397, 12.6476951 46.139876, 12.6478239 46.1397668)",,,,,,,,
338145733,,track,False,True,140.785,,"LINESTRING (12.632161 46.1503365, 12.6321212 46.1502863, 12.6320771 46.1502281, 12.6320315 46.1501354, 12.6319461 46.1500525, 12.6318834 46.1499045, 12.6318777 46.1497704, 12.6318834 46.149581, 12.6318777 46.149504, 12.6318322 46.149433, 12.6317239 46.149212, 12.6316685 46.1491449)",,,,,,,,
337892278,,track,False,True,20.34,,"LINESTRING (12.6384097 46.1535146, 12.6385781 46.1533737)",,,,,,,,
337892278,,track,False,False,162.43900000000002,,"LINESTRING (12.6384097 46.1535146, 12.6381566 46.153674, 12.6377808 46.1539611, 12.6376631 46.1541175, 12.6374427 46.1543225, 12.6372987 46.1544734, 12.6371231 46.1545494, 12.6370226 46.1545889)",,,,,,,,
"[337892275, 930646622, 930646623]",,track,False,False,278.54699999999997,,"LINESTRING (12.6384097 46.1535146, 12.6380015 46.1534166, 12.6377668 46.1533902, 12.6375824 46.1533425, 12.637497 46.153329, 12.6373901 46.1533286, 12.6372167 46.1533278, 12.6370787 46.1533269, 12.6369743 46.1533157, 12.6368624 46.1532882, 12.6367686 46.1532447, 12.6366849 46.1531774, 12.6365195 46.1529951, 12.6363327 46.1528066, 12.636105 46.1525818, 12.6359158 46.1524999, 12.6357871 46.1524617, 12.6357608 46.1524852, 12.6357841 46.1525309, 12.6357923 46.1526188, 12.6357724 46.1526793, 12.6357251 46.1526732)",,yes,,,,,,
337892278,,track,False,False,30.944,,"LINESTRING (12.6364989 46.1553164, 12.6363345 46.1553209, 12.6362461 46.1553495, 12.6361651 46.1554283)",,,,,,,,
337892278,,track,False,True,100.777,,"LINESTRING (12.6364989 46.1553164, 12.6366151 46.1548088, 12.6367277 46.1546483, 12.6369776 46.1546066, 12.6370226 46.1545889)",,,,,,,,
337892278,,track,False,True,30.944000000000003,,"LINESTRING (12.6361651 46.1554283, 12.6362461 46.1553495, 12.6363345 46.1553209, 12.6364989 46.1553164)",,,,,,,,
338145735,,track,False,False,105.834,,"LINESTRING (12.6670067 46.1448988, 12.6668301 46.1448751, 12.6666137 46.1449067, 12.6662435 46.1449975, 12.6660028 46.1450591, 12.6657934 46.1450925, 12.6657007 46.1450534)",,,,,,,,
338145735,,track,False,True,668.9379999999999,,"LINESTRING (12.6670067 46.1448988, 12.667132 46.1450133, 12.6672858 46.145179, 12.667525 46.1454947, 12.6676361 46.1456111, 12.6677756 46.1457532, 12.6678525 46.1458578, 12.6680006 46.1460452, 12.6681089 46.1461498, 12.6681544 46.1462346, 12.6681715 46.1462997, 12.6681601 46.1464201, 12.6680861 46.1467062, 12.6679807 46.1469962, 12.667938 46.1470515, 12.667844 46.147087, 12.667676 46.1471324, 12.6675193 46.1471383, 12.6673399 46.147158, 12.6671121 46.1472054, 12.6669127 46.1472468, 12.666645 46.1473178, 12.6664343 46.1473889, 12.6662292 46.1474559, 12.6658932 46.1476237, 12.6656454 46.1477756, 12.6654489 46.1479196, 12.6652695 46.1480656, 12.6651344 46.148205, 12.6649877 46.1483618, 12.6648709 46.1485069, 12.6647399 46.1486736, 12.6646417 46.1488235, 12.6644566 46.1490623, 12.6643483 46.1492191, 12.6643042 46.1492872, 12.6642321 46.1493127)",,,,,,,,
204370304,,unclassified,False,True,285.834,,"LINESTRING (12.6657007 46.1450534, 12.6622344 46.1459701)",,,,,,,,
"[204370304, 77512216, 238768796, 238768797]",,unclassified,False,"[False, True]",272.61699999999996,,"LINESTRING (12.6657007 46.1450534, 12.6668614 46.1447465, 12.6671375 46.1446693, 12.6673264 46.1446745, 12.6674035 46.1447812, 12.6675671 46.1449547, 12.6676959 46.14509, 12.6678209 46.1452629, 12.6680161 46.1454498, 12.668264 46.1456825, 12.6683175 46.1457186)",,,,,,,yes,
338145735,,track,False,True,105.834,,"LINESTRING (12.6657007 46.1450534, 12.6657934 46.1450925, 12.6660028 46.1450591, 12.6662435 46.1449975, 12.6666137 46.1449067, 12.6668301 46.1448751, 12.6670067 46.1448988)",,,,,,,,
338145733,,track,False,False,216.671,,"LINESTRING (12.6320486 46.1473257, 12.6319746 46.1473574, 12.631872 46.1477717, 12.6316727 46.1480637, 12.6314904 46.1483755, 12.6314619 46.1488016, 12.6315018 46.1489792, 12.6316328 46.1491015, 12.6316685 46.1491449)",,,,,,,,
338145733,,track,False,True,262.801,,"LINESTRING (12.6320486 46.1473257, 12.6321397 46.1473337, 12.632379 46.1473298, 12.6326125 46.1472508, 12.6327321 46.1471522, 12.6327891 46.1470022, 12.6328061 46.1468523, 12.6328802 46.1467142, 12.6329485 46.1464142, 12.6329087 46.1461222, 12.6328232 46.1459012, 12.6326638 46.1455777, 12.6325772 46.145382)",,,,,,,,
352075139,,track,False,False,28.685,,"LINESTRING (12.6320486 46.1473257, 12.6320698 46.1471895, 12.6320698 46.1470982, 12.6320614 46.1470691)",,,,,,,,
338145732,,track,False,False,161.86399999999998,,"LINESTRING (12.6699722 46.1474052, 12.6697272 46.147344, 12.6694795 46.1473203, 12.6692801 46.1473124, 12.6690324 46.1473006, 12.6688501 46.1473006, 12.6685767 46.1473262, 12.6681267 46.1473618, 12.6678968 46.1473808)",,,,,,,,
338145732,,track,False,True,251.63900000000004,,"LINESTRING (12.6699722 46.1474052, 12.6702626 46.1474801, 12.6705987 46.1475768, 12.6709006 46.1476755, 12.6709547 46.1477051, 12.6709803 46.1477505, 12.670986 46.1477958, 12.6709547 46.1478432, 12.6708522 46.1479517, 12.6706841 46.1481332, 12.6704221 46.1484706, 12.670294 46.1487192, 12.6702104 46.1489193, 12.6702134 46.1490051, 12.6702606 46.1490828)",,,,,,,,
340981778,,track,False,True,362.12800000000004,,"LINESTRING (12.6699722 46.1474052, 12.669864 46.1476057, 12.6697629 46.1478599, 12.6696806 46.1480778, 12.6695533 46.1483216, 12.6694297 46.148555, 12.6693361 46.1488585, 12.6692613 46.1492345, 12.6692051 46.1494446, 12.6691864 46.1496936, 12.669104 46.149927, 12.668958 46.1502953, 12.6689225 46.1505649)",,,,,,,,
77512094,Via Antonio dell'Agnolo - Pellegrin,unclassified,False,False,191.05800000000002,,"LINESTRING (12.6702606 46.1490828, 12.6701348 46.1492934, 12.6698555 46.1496975, 12.669596 46.1500097, 12.6693561 46.1502725, 12.6691163 46.1506043)",,,,,,,,
"[77512344, 77512094, 77512095]",Via Antonio dell'Agnolo - Pellegrin,unclassified,False,True,331.647,,"LINESTRING (12.6702606 46.1490828, 12.6704075 46.1488368, 12.6706342 46.1484688, 12.6708751 46.1481453, 12.6712178 46.1478107, 12.6714871 46.147519, 12.6722623 46.1466479, 12.6723667 46.1464915)",,yes,,,,,,
338145732,,track,False,False,251.63899999999998,,"LINESTRING (12.6702606 46.1490828, 12.6702134 46.1490051, 12.6702104 46.1489193, 12.670294 46.1487192, 12.6704221 46.1484706, 12.6706841 46.1481332, 12.6708522 46.1479517, 12.6709547 46.1478432, 12.670986 46.1477958, 12.6709803 46.1477505, 12.6709547 46.1477051, 12.6709006 46.1476755, 12.6705987 46.1475768, 12.6702626 46.1474801, 12.6699722 46.1474052)",,,,,,,,
200037518,Via Chiaranda,unclassified,False,False,252.51800000000003,,"LINESTRING (12.6326741 46.1585942, 12.6326487 46.1585709, 12.6324981 46.1584311, 12.6323476 46.1583007, 12.6322574 46.1582296, 12.6320248 46.1581261, 12.6317944 46.1580463, 12.6315719 46.1579736, 12.631272 46.157859, 12.6310723 46.1577903, 12.630907 46.1577421, 12.6305477 46.15769, 12.6302659 46.1576536, 12.629983 46.1576418, 12.6298919 46.1576627, 12.6298468 46.1576757)",,,,,,,,
200037518,Via Chiaranda,unclassified,False,True,312.962,,"LINESTRING (12.6326741 46.1585942, 12.6328859 46.1587882, 12.6330411 46.1589264, 12.6332007 46.1590584, 12.6333 46.1591405, 12.6334004 46.1592116, 12.6335201 46.1592978, 12.6337346 46.1593989, 12.6339547 46.1594724, 12.6343128 46.159568, 12.6344896 46.159609, 12.6347908 46.1596414, 12.6349573 46.1596383, 12.6350987 46.1596343, 12.6352869 46.1596533, 12.6356645 46.159707, 12.6359462 46.1597252, 12.6361401 46.1597362)",,,,,,,,
"[337892275, 930646622, 930646623]",,track,False,True,278.547,,"LINESTRING (12.6357251 46.1526732, 12.6357724 46.1526793, 12.6357923 46.1526188, 12.6357841 46.1525309, 12.6357608 46.1524852, 12.6357871 46.1524617, 12.6359158 46.1524999, 12.636105 46.1525818, 12.6363327 46.1528066, 12.6365195 46.1529951, 12.6366849 46.1531774, 12.6367686 46.1532447, 12.6368624 46.1532882, 12.6369743 46.1533157, 12.6370787 46.1533269, 12.6372167 46.1533278, 12.6373901 46.1533286, 12.637497 46.153329, 12.6375824 46.1533425, 12.6377668 46.1533902, 12.6380015 46.1534166, 12.6384097 46.1535146)",,yes,,,,,,
77512189,,primary,False,False,211.56799999999998,SR251,"LINESTRING (12.6454725 46.165096, 12.6462994 46.165112, 12.6466031 46.1651119, 12.6468434 46.1651002, 12.6470363 46.1650824, 12.6472322 46.1650601, 12.6481976 46.1649346)",2,,,,,,,
77512189,,primary,False,True,365.964,SR251,"LINESTRING (12.6454725 46.165096, 12.6438517 46.1650645, 12.6407235 46.1649796)",2,,,,,,,
204276141,,track,False,True,445.452,,"LINESTRING (12.6614299 46.1159071, 12.6670815 46.1167439)",,,,,,,,
204276392,,track,False,False,1113.195,,"LINESTRING (12.6614299 46.1159071, 12.6612923 46.1168292, 12.6609382 46.1195957, 12.66067 46.1219234, 12.6604983 46.1234107, 12.6602945 46.1241097, 12.660273 46.1244294, 12.6602894 46.1258758)",,,,,,,,
204276392,,track,False,True,254.26999999999998,,"LINESTRING (12.6614299 46.1159071, 12.6615497 46.1151038, 12.6615176 46.11407, 12.66139 46.1136338)",,,,,,,,
204276141,,track,False,False,859.715,,"LINESTRING (12.6785087 46.1189056, 12.6720804 46.1174283, 12.667782 46.1168398)",,,,,,,,
204276141,,track,False,True,302.71500000000003,,"LINESTRING (12.6785087 46.1189056, 12.681863 46.1197475, 12.6822075 46.1198201)",,,,,,,,
340981780,,track,False,False,560.8310000000001,,"LINESTRING (12.6785087 46.1189056, 12.6783752 46.1194319, 12.6780957 46.1200998, 12.6778861 46.1207218, 12.6776948 46.1211883, 12.6775403 46.121637, 12.6773307 46.1221698, 12.677224 46.1224706, 12.6771872 46.1226032, 12.6771137 46.1227944, 12.6770585 46.1229856, 12.6769923 46.1232787, 12.6769298 46.1235719, 12.6769022 46.1237886, 12.6769246 46.1238123)",,,,,,,,
179118619,Via San Martino,tertiary,False,False,469.229,SP19,"LINESTRING (12.6582901 46.1320241, 12.6582572 46.1326695, 12.6582425 46.1328309, 12.6582149 46.1330367, 12.6580911 46.1335224, 12.6576733 46.1351645, 12.6576151 46.1357407, 12.6576132 46.1362081)",,,,,,,,
179118619,Via San Martino,tertiary,False,True,43.536,SP19,"LINESTRING (12.6582901 46.1320241, 12.6582928 46.1319707, 12.6582944 46.1316326)",,,,,,,,
363895919,,track,False,True,362.171,,"LINESTRING (12.6582901 46.1320241, 12.6577339 46.1322027, 12.6574506 46.1322793, 12.6573162 46.1323824, 12.657273 46.1324822, 12.6571674 46.1325854, 12.6568793 46.1327684, 12.656692 46.1328748, 12.6566056 46.132958, 12.6563848 46.1332076, 12.6560631 46.133527, 12.6556454 46.1338164, 12.6553477 46.1339695, 12.6548489 46.1340778)",,,,,,,,
77512082,Via di Siesto,unclassified,False,False,106.53200000000001,,"LINESTRING (12.6664065 46.1329834, 12.6659259 46.1329909, 12.6650264 46.1329464)",,,,,,,,
77512082,Via di Siesto,unclassified,False,True,199.32399999999998,,"LINESTRING (12.6664065 46.1329834, 12.6667802 46.1329775, 12.6675762 46.1330448, 12.6683334 46.1331569, 12.6689558 46.13325)",,,,,,,,
340981786,,track,False,True,1064.3889999999997,,"LINESTRING (12.6664065 46.1329834, 12.6664214 46.1330503, 12.6664656 46.1331098, 12.66645 46.1332053, 12.6664578 46.1333315, 12.6665061 46.1337035, 12.6665098 46.1340361, 12.6665006 46.134203, 12.6665264 46.1344732, 12.6665889 46.1346427, 12.666622 46.1347599, 12.6666772 46.1348733, 12.6667294 46.1349306, 12.666823 46.1350712, 12.666901 46.1352297, 12.6669166 46.1353523, 12.666927 46.1354965, 12.6669322 46.1357127, 12.666927 46.1359506, 12.666927 46.1362065, 12.6669582 46.1363903, 12.6670467 46.1366318, 12.6670935 46.1368254, 12.6671455 46.1369101, 12.6672105 46.136984, 12.6672911 46.1370434, 12.6673353 46.1370939, 12.6673822 46.1372236, 12.6673978 46.137357, 12.6674368 46.1376471, 12.6674914 46.1378544, 12.6675356 46.1380706, 12.6675616 46.1382544, 12.6676272 46.1385188, 12.6677522 46.1389113, 12.6677302 46.1390081, 12.6677596 46.1392324, 12.6679214 46.139686, 12.667995 46.1399204, 12.6680538 46.1402059, 12.6681568 46.1405066, 12.6682487 46.1407079, 12.6683444 46.1408022, 12.6684657 46.1408608, 12.6686202 46.1408939, 12.668771 46.1408939, 12.6690542 46.1409092, 12.6693558 46.1408812, 12.6696868 46.1408735, 12.6698781 46.1409041, 12.6701796 46.1409347, 12.6703709 46.1409704, 12.6705133 46.1409974)",,,,,,,,
77512082,Via di Siesto,unclassified,False,False,199.324,,"LINESTRING (12.6689558 46.13325, 12.6683334 46.1331569, 12.6675762 46.1330448, 12.6667802 46.1329775, 12.6664065 46.1329834)",,,,,,,,
77512082,Via di Siesto,unclassified,False,True,321.36,,"LINESTRING (12.6689558 46.13325, 12.6698931 46.1333901, 12.6713881 46.1336951, 12.6729053 46.1341501)",,,,,,,,
340981785,,track,False,True,772.93,,"LINESTRING (12.6689558 46.13325, 12.6689512 46.1333288, 12.6690113 46.1336085, 12.6690868 46.1338086, 12.6691856 46.1341059, 12.6692376 46.1344249, 12.6692272 46.1346033, 12.6692012 46.1347421, 12.6691882 46.1349836, 12.6692064 46.1351512, 12.6692406 46.1353707, 12.6693141 46.1356995, 12.6693914 46.1359008, 12.669487 46.1360588, 12.6695164 46.136199, 12.6696599 46.1366985, 12.6697518 46.1369636, 12.6698658 46.1372618, 12.6700093 46.1376619, 12.6700755 46.1378862, 12.6701674 46.1381104, 12.6702851 46.1383806, 12.6703918 46.1386074, 12.6705131 46.1388801, 12.670594 46.1390712, 12.6706819 46.1393968, 12.6707027 46.1395265, 12.6707599 46.139714, 12.6708555 46.1398781, 12.6709134 46.1399564, 12.6709389 46.1400191)",,,,,,,,
77512082,Via di Siesto,unclassified,False,True,146.7,,"LINESTRING (12.6729053 46.1341501, 12.6746526 46.134674)",,,,,,,,
77512082,Via di Siesto,unclassified,False,False,321.36,,"LINESTRING (12.6729053 46.1341501, 12.6713881 46.1336951, 12.6698931 46.1333901, 12.6689558 46.13325)",,,,,,,,
340981780,,track,False,False,672.9549999999998,,"LINESTRING (12.6729053 46.1341501, 12.6729078 46.1342513, 12.6728655 46.1343813, 12.6727975 46.1344769, 12.6727276 46.1346948, 12.6726099 46.1349891, 12.6725271 46.1351969, 12.6724591 46.1353536, 12.6724039 46.1354594, 12.6723304 46.1356645, 12.6723046 46.1357856, 12.6722697 46.1359283, 12.6722108 46.1361156, 12.6721832 46.13628, 12.6721008 46.1366119, 12.6720236 46.1368463, 12.6718481 46.1374619, 12.6717649 46.1378656, 12.6715152 46.1384855, 12.6714591 46.1386514, 12.6713395 46.1389776, 12.6712537 46.1391415, 12.671069 46.1393686, 12.6710482 46.139502, 12.6709832 46.1398389, 12.6709389 46.1400191)",,,,,,,,
340981780,,track,False,True,213.536,,"LINESTRING (12.6729053 46.1341501, 12.6731425 46.1338068, 12.6732969 46.1334805, 12.6734501 46.1331253, 12.6738057 46.1323373)",,,,,,,,
77512082,Via di Siesto,unclassified,False,False,146.7,,"LINESTRING (12.6746526 46.134674, 12.6729053 46.1341501)",,,,,,,,
340981787,,track,False,True,20.085,,"LINESTRING (12.6746526 46.134674, 12.6745875 46.1348489)",,,,,,,,
77512082,Via di Siesto,unclassified,False,True,243.92,,"LINESTRING (12.6746526 46.134674, 12.6757468 46.1350021, 12.6775184 46.1356044)",,,,,,,,
394420006,Via dell'Industria,unclassified,True,False,214.137,,"LINESTRING (12.6604323 46.135306, 12.6586883 46.1361476, 12.6581574 46.1364121)",,,,,,,,
77512314,,track,False,True,291.211,,"LINESTRING (12.650886 46.1381668, 12.650934 46.1379363, 12.6510161 46.1377205, 12.6511432 46.1375158, 12.651744 46.137144, 12.6527739 46.1365195, 12.6531952 46.136199)",,,,,,,,
204372317,,track,False,True,280.058,,"LINESTRING (12.650886 46.1381668, 12.6506499 46.138051, 12.6504353 46.137932, 12.6501886 46.137486, 12.6500062 46.1369284, 12.6499311 46.1364452, 12.6499204 46.1361775, 12.6500813 46.1358727)",,,,,,,,
340981789,,track,False,False,128.112,,"LINESTRING (12.650886 46.1381668, 12.6506771 46.1381872, 12.6502165 46.1383596, 12.6496765 46.1385834, 12.6494319 46.1387026)",,,,,,,,
340981780,,track,False,False,113.956,,"LINESTRING (12.6709389 46.1400191, 12.6709073 46.1401676, 12.6708085 46.1404433, 12.6707486 46.1405532, 12.6706368 46.1407622, 12.6705133 46.1409974)",,,,,,,,
340981780,,track,False,True,672.9549999999999,,"LINESTRING (12.6709389 46.1400191, 12.6709832 46.1398389, 12.6710482 46.139502, 12.671069 46.1393686, 12.6712537 46.1391415, 12.6713395 46.1389776, 12.6714591 46.1386514, 12.6715152 46.1384855, 12.6717649 46.1378656, 12.6718481 46.1374619, 12.6720236 46.1368463, 12.6721008 46.1366119, 12.6721832 46.13628, 12.6722108 46.1361156, 12.6722697 46.1359283, 12.6723046 46.1357856, 12.6723304 46.1356645, 12.6724039 46.1354594, 12.6724591 46.1353536, 12.6725271 46.1351969, 12.6726099 46.1349891, 12.6727276 46.1346948, 12.6727975 46.1344769, 12.6728655 46.1343813, 12.6729078 46.1342513, 12.6729053 46.1341501)",,,,,,,,
340981785,,track,False,False,772.9299999999997,,"LINESTRING (12.6709389 46.1400191, 12.6709134 46.1399564, 12.6708555 46.1398781, 12.6707599 46.139714, 12.6707027 46.1395265, 12.6706819 46.1393968, 12.670594 46.1390712, 12.6705131 46.1388801, 12.6703918 46.1386074, 12.6702851 46.1383806, 12.6701674 46.1381104, 12.6700755 46.1378862, 12.6700093 46.1376619, 12.6698658 46.1372618, 12.6697518 46.1369636, 12.6696599 46.1366985, 12.6695164 46.136199, 12.669487 46.1360588, 12.6693914 46.1359008, 12.6693141 46.1356995, 12.6692406 46.1353707, 12.6692064 46.1351512, 12.6691882 46.1349836, 12.6692012 46.1347421, 12.6692272 46.1346033, 12.6692376 46.1344249, 12.6691856 46.1341059, 12.6690868 46.1338086, 12.6690113 46.1336085, 12.6689512 46.1333288, 12.6689558 46.13325)",,,,,,,,
340981780,,track,False,False,198.008,,"LINESTRING (12.6705133 46.1409974, 12.6703734 46.1412797, 12.6701638 46.1416926, 12.6699983 46.1420289, 12.6698475 46.1423551, 12.669785 46.1426991)",,,,,,,,
340981780,,track,False,True,113.956,,"LINESTRING (12.6705133 46.1409974, 12.6706368 46.1407622, 12.6707486 46.1405532, 12.6708085 46.1404433, 12.6709073 46.1401676, 12.6709389 46.1400191)",,,,,,,,
340981786,,track,False,False,1064.3890000000001,,"LINESTRING (12.6705133 46.1409974, 12.6703709 46.1409704, 12.6701796 46.1409347, 12.6698781 46.1409041, 12.6696868 46.1408735, 12.6693558 46.1408812, 12.6690542 46.1409092, 12.668771 46.1408939, 12.6686202 46.1408939, 12.6684657 46.1408608, 12.6683444 46.1408022, 12.6682487 46.1407079, 12.6681568 46.1405066, 12.6680538 46.1402059, 12.667995 46.1399204, 12.6679214 46.139686, 12.6677596 46.1392324, 12.6677302 46.1390081, 12.6677522 46.1389113, 12.6676272 46.1385188, 12.6675616 46.1382544, 12.6675356 46.1380706, 12.6674914 46.1378544, 12.6674368 46.1376471, 12.6673978 46.137357, 12.6673822 46.1372236, 12.6673353 46.1370939, 12.6672911 46.1370434, 12.6672105 46.136984, 12.6671455 46.1369101, 12.6670935 46.1368254, 12.6670467 46.1366318, 12.6669582 46.1363903, 12.666927 46.1362065, 12.666927 46.1359506, 12.6669322 46.1357127, 12.666927 46.1354965, 12.6669166 46.1353523, 12.666901 46.1352297, 12.666823 46.1350712, 12.6667294 46.1349306, 12.6666772 46.1348733, 12.666622 46.1347599, 12.6665889 46.1346427, 12.6665264 46.1344732, 12.6665006 46.134203, 12.6665098 46.1340361, 12.6665061 46.1337035, 12.6664578 46.1333315, 12.66645 46.1332053, 12.6664656 46.1331098, 12.6664214 46.1330503, 12.6664065 46.1329834)",,,,,,,,
340981780,,track,False,False,10.618,,"LINESTRING (12.669785 46.1426991, 12.6697295 46.1427865)",,,,,,,,
340981780,,track,False,True,198.008,,"LINESTRING (12.669785 46.1426991, 12.6698475 46.1423551, 12.6699983 46.1420289, 12.6701638 46.1416926, 12.6703734 46.1412797, 12.6705133 46.1409974)",,,,,,,,
340981788,,track,False,True,148.607,,"LINESTRING (12.669785 46.1426991, 12.6701429 46.1427143, 12.6704886 46.1427321, 12.6707355 46.1427592, 12.6713025 46.1428674, 12.6716639 46.1429605)",,,,,,,,
340981780,,track,False,True,10.618,,"LINESTRING (12.6697295 46.1427865, 12.669785 46.1426991)",,,,,,,,
340981776,,track,False,False,296.03700000000003,,"LINESTRING (12.6697295 46.1427865, 12.6696679 46.1427801, 12.6695787 46.1427897, 12.6688682 46.1428353, 12.668368 46.1428557, 12.667603 46.1428862, 12.6670219 46.1428862, 12.6664335 46.1429168, 12.6660657 46.1430646, 12.6660175 46.1431352)",,,,,,,,
340981780,,track,False,False,344.61300000000006,,"LINESTRING (12.6697295 46.1427865, 12.6696673 46.1428699, 12.669404 46.1435419, 12.6692608 46.1439623, 12.6691064 46.1443216, 12.668871 46.1447191, 12.6686568 46.1451064, 12.6684799 46.1454668, 12.6683575 46.1456806, 12.6683175 46.1457186)",,,,,,,,
340981787,,track,False,False,47.607,,"LINESTRING (12.6716639 46.1429605, 12.6718073 46.1426751, 12.6718753 46.1425583)",,,,,,,,
340981787,,track,False,True,52.892,,"LINESTRING (12.6716639 46.1429605, 12.6715241 46.1433046, 12.671502 46.1434218)",,,,,,,,
340981788,,track,False,False,148.607,,"LINESTRING (12.6716639 46.1429605, 12.6713025 46.1428674, 12.6707355 46.1427592, 12.6704886 46.1427321, 12.6701429 46.1427143, 12.669785 46.1426991)",,,,,,,,
340981776,,track,False,True,296.037,,"LINESTRING (12.6660175 46.1431352, 12.6660657 46.1430646, 12.6664335 46.1429168, 12.6670219 46.1428862, 12.667603 46.1428862, 12.668368 46.1428557, 12.6688682 46.1428353, 12.6695787 46.1427897, 12.6696679 46.1427801, 12.6697295 46.1427865)",,,,,,,,
340981780,,track,False,False,1307.491,,"LINESTRING (12.6660175 46.1431352, 12.6657708 46.1428618, 12.6652651 46.1420502, 12.6650444 46.1416781, 12.6646031 46.1408066, 12.6644339 46.1405262, 12.6643309 46.1400828, 12.6642132 46.1397719, 12.6641397 46.1396088, 12.6641249 46.1394457, 12.6641452 46.1393853, 12.6641948 46.1393611, 12.6642739 46.139342, 12.6643603 46.1393318, 12.6650139 46.1392298, 12.6653572 46.1391822, 12.6654976 46.1391426, 12.6655652 46.1390849, 12.6655704 46.1389876, 12.66556 46.1388867, 12.6655132 46.1387569, 12.6653676 46.1384146, 12.6651803 46.1379748, 12.6651803 46.1376793, 12.6651413 46.1375171, 12.6650451 46.1373243, 12.6649463 46.1371657, 12.6648422 46.1370324, 12.6647304 46.1369603, 12.6645848 46.1364359, 12.6645536 46.1363728, 12.6645067 46.1363331, 12.6644521 46.1363331, 12.6643351 46.1363421, 12.6639138 46.1364377, 12.6634795 46.1365025, 12.663248 46.1365422, 12.6630036 46.1365818, 12.6629307 46.1365728, 12.6628943 46.1365332, 12.6628527 46.1364899, 12.6627359 46.1362604, 12.6625667 46.1359062, 12.6621711 46.1351755, 12.6621021 46.1350635, 12.6620813 46.1349878, 12.6621333 46.1349085, 12.6622321 46.1348617, 12.6623622 46.1348004, 12.6624298 46.1347679, 12.6624818 46.1346959, 12.6624922 46.1346256, 12.6624766 46.1345517, 12.6624896 46.134494, 12.662552 46.1344309, 12.6627627 46.1343102, 12.6627807 46.1342691, 12.662779 46.1342394, 12.6627604 46.1342057)",,,,,,,,
