anno,geometry,accident_count
2019,POINT (665113.9492597281 5102357.11153611),1
2018,POINT (661328.4952473827 5109035.902709408),1
2019,POINT (662789.7392661348 5108838.488714522),1
2019,POINT (663091.9879314182 5105637.136940137),1
2019,POINT (664825.0450817392 5102512.452498519),1
2019,POINT (663892.8691870625 5104724.8427516185),1
2019,POINT (664856.7850342146 5103484.05547395),1
2019,POINT (663515.2524524791 5103564.0916037755),1
2019,POINT (664763.8259564543 5100032.996990279),1
2019,POINT (663470.6195856928 5105589.678662315),1
2019,POINT (664424.0691666296 5103326.722916694),1
2019,POINT (663507.1571973709 5106439.071079051),1
2019,POINT (665413.55606435 5104156.521209188),1
2019,POINT (663813.2947178425 5105765.599331431),1
2019,POINT (664581.4955567651 5102684.390713841),1
2019,POINT (663707.5230474909 5106470.53602702),1
2019,POINT (664733.9725330258 5104848.7091065375),1
2019,POINT (663494.7372221949 5105554.747243359),1
2019,POINT (663287.2735202283 5104674.209311463),1
2019,POINT (663928.3176686219 5104227.272395362),1
2019,POINT (662968.2285162475 5105739.774073276),1
2019,POINT (662500.8011991807 5095397.925191499),1
2019,POINT (664107.2067569616 5103015.202685581),1
2019,POINT (662566.0135659755 5106556.55311351),1
2019,POINT (664401.4447386315 5100470.466542056),1
2019,POINT (663470.4117400008 5104757.558085136),1
2019,POINT (663689.6846742699 5105075.227806465),1
2019,POINT (664574.4635345049 5100126.31232007),1
2019,POINT (664543.699188618 5104205.970790781),1
2019,POINT (666177.9334476279 5100682.413530456),1
2019,POINT (662888.8586804195 5106451.229172969),1
2019,POINT (663912.6503822614 5102876.408315611),1
2019,POINT (664302.9723704983 5104270.864928202),1
2019,POINT (663652.7383334067 5101358.085833372),1
2019,POINT (663970.7542925433 5100946.665867755),1
2019,POINT (661366.2497872204 5108616.4600501675),1
2019,POINT (663521.5073423237 5100615.2612624485),1
2019,POINT (664428.5315041494 5103610.42993387),1
2019,POINT (663706.9962830482 5106373.185177293),1
2019,POINT (664727.7631410789 5102480.561512449),1
2019,POINT (664641.8049561403 5106170.428508772),1
2019,POINT (664378.6025816484 5104242.533164852),1
2019,POINT (662455.5861348383 5104605.33850455),1
2019,POINT (663612.029540133 5105282.759105663),1
2019,POINT (663623.8433333908 5103992.770833315),1
2019,POINT (666168.5302922152 5104502.506682583),1
2019,POINT (663052.7666661416 5105667.05416836),1
2019,POINT (662899.3224932125 5107937.421199444),1
2019,POINT (663192.6596542204 5105932.085847649),1
2019,POINT (662230.9464639451 5106647.802889853),1
2019,POINT (664589.4172250268 5103458.013109023),1
