osmid,y,x,street_count,highway,geometry,lts,message
9191979,45.870918,11.0178886,3,,POINT (11.0178886 45.870918),3.0,Node LTS is max intersecting LTS
9192208,45.907566,11.0402914,3,,POINT (11.0402914 45.907566),3.0,Node LTS is max intersecting LTS
9192259,45.8503059,11.0023027,3,,POINT (11.0023027 45.8503059),3.0,Node LTS is max intersecting LTS
9192610,45.8918544,11.0343117,4,,POINT (11.0343117 45.8918544),3.0,Node LTS is max intersecting LTS
9194850,45.9019839,11.0361912,3,,POINT (11.0361912 45.9019839),3.0,Node LTS is max intersecting LTS
9195164,45.8726454,11.0214942,3,,POINT (11.0214942 45.8726454),3.0,Node LTS is max intersecting LTS
9195630,45.8939249,11.0342583,3,,POINT (11.0342583 45.8939249),3.0,Node LTS is max intersecting LTS
9196366,45.9013991,11.0360846,3,,POINT (11.0360846 45.9013991),3.0,Node LTS is max intersecting LTS
9196515,45.9018311,11.0346291,3,,POINT (11.0346291 45.9018311),3.0,Node LTS is max intersecting LTS
9196519,45.8910575,11.0349538,3,,POINT (11.0349538 45.8910575),4.0,Node LTS is max intersecting LTS
9199172,45.8727443,11.0224625,3,,POINT (11.0224625 45.8727443),3.0,Node LTS is max intersecting LTS
9201425,45.8503471,11.0023157,3,,POINT (11.0023157 45.8503471),3.0,Node LTS is max intersecting LTS
9201507,45.8873787,11.0332156,3,,POINT (11.0332156 45.8873787),3.0,Node LTS is max intersecting LTS
9201719,45.872181,11.02007,5,crossing,POINT (11.02007 45.872181),4.0,Node LTS is max intersecting LTS
9201857,45.8727966,11.0313826,3,,POINT (11.0313826 45.8727966),4.0,Node LTS is max intersecting LTS
9201874,45.8923645,11.0342762,3,,POINT (11.0342762 45.8923645),3.0,Node LTS is max intersecting LTS
9201982,45.8907642,11.0347135,3,,POINT (11.0347135 45.8907642),4.0,Node LTS is max intersecting LTS
9202478,45.8728295,11.031064,3,,POINT (11.031064 45.8728295),4.0,Node LTS is max intersecting LTS
9202874,45.8507331,11.0021964,3,,POINT (11.0021964 45.8507331),4.0,Node LTS is max intersecting LTS
9204123,45.9145034,11.0464426,3,,POINT (11.0464426 45.9145034),3.0,Node LTS is max intersecting LTS
9204530,45.8899828,11.0339729,5,,POINT (11.0339729 45.8899828),3.0,Node LTS is max intersecting LTS
9204733,45.8724032,11.0210337,3,,POINT (11.0210337 45.8724032),4.0,Node LTS is max intersecting LTS
9205615,45.8500643,11.0020427,3,,POINT (11.0020427 45.8500643),3.0,Node LTS is max intersecting LTS
9205654,45.9036982,11.0363168,4,,POINT (11.0363168 45.9036982),4.0,Node LTS is max intersecting LTS
9205872,45.8908631,11.0349663,3,,POINT (11.0349663 45.8908631),4.0,Node LTS is max intersecting LTS
9205990,45.9106473,11.0418933,3,,POINT (11.0418933 45.9106473),3.0,Node LTS is max intersecting LTS
9208058,45.8601116,11.0011578,3,,POINT (11.0011578 45.8601116),4.0,Node LTS is max intersecting LTS
9208454,45.9016202,11.036394,3,,POINT (11.036394 45.9016202),3.0,Node LTS is max intersecting LTS
9208963,45.8810768,11.0318168,3,,POINT (11.0318168 45.8810768),3.0,Node LTS is max intersecting LTS
9209554,45.8911421,11.0347308,3,,POINT (11.0347308 45.8911421),4.0,Node LTS is max intersecting LTS
9209635,45.9013912,11.0360187,3,,POINT (11.0360187 45.9013912),3.0,Node LTS is max intersecting LTS
9209641,45.8764908,11.0320075,4,,POINT (11.0320075 45.8764908),3.0,Node LTS is max intersecting LTS
9209667,45.8727501,11.0312224,3,,POINT (11.0312224 45.8727501),4.0,Node LTS is max intersecting LTS
9209893,45.8728417,11.0307263,3,crossing,POINT (11.0307263 45.8728417),4.0,Node LTS is max intersecting LTS
9210257,45.9016138,11.0346853,3,,POINT (11.0346853 45.9016138),3.0,Node LTS is max intersecting LTS
9210765,45.8500243,11.0019006,3,,POINT (11.0019006 45.8500243),3.0,Node LTS is max intersecting LTS
9211427,45.8999651,11.0355139,3,,POINT (11.0355139 45.8999651),4.0,Node LTS is max intersecting LTS
27584631,45.8489367,11.0011627,3,,POINT (11.0011627 45.8489367),0.0,Node LTS is max intersecting LTS
28846572,45.8495451,11.0007516,3,,POINT (11.0007516 45.8495451),3.0,Node LTS is max intersecting LTS
28846580,45.8500663,11.0013646,3,,POINT (11.0013646 45.8500663),3.0,Node LTS is max intersecting LTS
123672524,45.8480531,10.9996903,3,motorway_junction,POINT (10.9996903 45.8480531),0.0,Node LTS is max intersecting LTS
143684806,45.8466273,11.0017978,3,,POINT (11.0017978 45.8466273),0.0,Node LTS is max intersecting LTS
143684820,45.8466324,10.9998111,3,,POINT (10.9998111 45.8466324),,Node not found in edges
156977009,45.8508877,11.0014426,3,,POINT (11.0014426 45.8508877),3.0,Node LTS is max intersecting LTS
156977029,45.8504674,11.0010301,3,,POINT (11.0010301 45.8504674),4.0,Node LTS is max intersecting LTS
156977040,45.8500297,11.0014879,3,,POINT (11.0014879 45.8500297),3.0,Node LTS is max intersecting LTS
173183689,45.9122216,11.0390063,4,,POINT (11.0390063 45.9122216),3.0,Node LTS is max intersecting LTS
190519559,45.9020409,11.0348015,3,,POINT (11.0348015 45.9020409),3.0,Node LTS is max intersecting LTS
258520215,45.8909586,11.0375015,4,traffic_signals,POINT (11.0375015 45.8909586),2.0,LTS 3-4 with traffic signals
258520217,45.8909371,11.0398708,4,traffic_signals,POINT (11.0398708 45.8909371),2.0,LTS 3-4 with traffic signals
258542530,45.8909698,11.0344568,4,,POINT (11.0344568 45.8909698),4.0,Node LTS is max intersecting LTS
258542531,45.8908746,11.0344802,3,,POINT (11.0344802 45.8908746),4.0,Node LTS is max intersecting LTS
258550333,45.8909072,11.0431663,3,,POINT (11.0431663 45.8909072),3.0,Node LTS is max intersecting LTS
258550354,45.8910276,11.0437894,3,,POINT (11.0437894 45.8910276),3.0,Node LTS is max intersecting LTS
258556895,45.8916207,11.04388,4,,POINT (11.04388 45.8916207),2.0,Node LTS is max intersecting LTS
258556910,45.8949507,11.0434514,3,,POINT (11.0434514 45.8949507),2.0,Node LTS is max intersecting LTS
258556924,45.8978382,11.0426261,3,,POINT (11.0426261 45.8978382),2.0,Node LTS is max intersecting LTS
258556940,45.8995142,11.0443678,3,,POINT (11.0443678 45.8995142),2.0,Node LTS is max intersecting LTS
258562199,45.8918768,11.0400982,4,,POINT (11.0400982 45.8918768),2.0,Node LTS is max intersecting LTS
258562208,45.8899289,11.0398441,3,,POINT (11.0398441 45.8899289),2.0,Node LTS is max intersecting LTS
258562219,45.887977,11.0403946,3,,POINT (11.0403946 45.887977),2.0,Node LTS is max intersecting LTS
258562224,45.8872702,11.0403648,4,traffic_signals,POINT (11.0403648 45.8872702),2.0,LTS 3-4 with traffic signals
258562240,45.8843252,11.0418675,3,,POINT (11.0418675 45.8843252),4.0,Node LTS is max intersecting LTS
258562247,45.8842459,11.0420155,3,,POINT (11.0420155 45.8842459),4.0,Node LTS is max intersecting LTS
258562262,45.8841975,11.0417502,3,,POINT (11.0417502 45.8841975),4.0,Node LTS is max intersecting LTS
258562270,45.8835901,11.0408133,3,crossing,POINT (11.0408133 45.8835901),4.0,Node LTS is max intersecting LTS
258562277,45.8821062,11.03855,3,,POINT (11.03855 45.8821062),4.0,Node LTS is max intersecting LTS
258562286,45.8772208,11.0324282,3,,POINT (11.0324282 45.8772208),4.0,Node LTS is max intersecting LTS
258562891,45.8955185,11.0433574,3,,POINT (11.0433574 45.8955185),3.0,Node LTS is max intersecting LTS
258562911,45.8954469,11.0417243,4,,POINT (11.0417243 45.8954469),2.0,Node LTS is max intersecting LTS
258562923,45.8924376,11.0412815,3,,POINT (11.0412815 45.8924376),2.0,Node LTS is max intersecting LTS
258563380,45.8955566,11.0403815,4,traffic_signals,POINT (11.0403815 45.8955566),1.0,LTS 1-2 with traffic signals or stop
258563386,45.8985763,11.0422776,3,,POINT (11.0422776 45.8985763),2.0,Node LTS is max intersecting LTS
258566184,45.8987293,11.0421855,3,,POINT (11.0421855 45.8987293),2.0,Node LTS is max intersecting LTS
258566208,45.8998481,11.0403519,3,,POINT (11.0403519 45.8998481),2.0,Node LTS is max intersecting LTS
258566236,45.899781,11.0393433,3,,POINT (11.0393433 45.899781),2.0,Node LTS is max intersecting LTS
258566249,45.9010387,11.0362872,3,crossing,POINT (11.0362872 45.9010387),3.0,Node LTS is max intersecting LTS
258566264,45.9010607,11.0359118,4,crossing,POINT (11.0359118 45.9010607),3.0,Node LTS is max intersecting LTS
258566265,45.9000486,11.0355367,3,,POINT (11.0355367 45.9000486),4.0,Node LTS is max intersecting LTS
258566269,45.8986112,11.0424189,3,,POINT (11.0424189 45.8986112),2.0,Node LTS is max intersecting LTS
258567658,45.8987595,11.0423846,3,,POINT (11.0423846 45.8987595),2.0,Node LTS is max intersecting LTS
258567676,45.8999078,11.0420404,3,,POINT (11.0420404 45.8999078),2.0,Node LTS is max intersecting LTS
258567696,45.9069321,11.0400899,3,,POINT (11.0400899 45.9069321),2.0,Node LTS is max intersecting LTS
259007883,45.8987612,11.042233,3,,POINT (11.042233 45.8987612),2.0,Node LTS is max intersecting LTS
262146511,45.8681274,11.0208553,3,,POINT (11.0208553 45.8681274),3.0,Node LTS is max intersecting LTS
262146589,45.872621,11.0208446,3,,POINT (11.0208446 45.872621),4.0,Node LTS is max intersecting LTS
262146594,45.8722431,11.0204908,3,,POINT (11.0204908 45.8722431),4.0,Node LTS is max intersecting LTS
262146595,45.8723762,11.0203841,3,,POINT (11.0203841 45.8723762),4.0,Node LTS is max intersecting LTS
262146939,45.8523914,11.0016449,4,,POINT (11.0016449 45.8523914),4.0,Node LTS is max intersecting LTS
262147485,45.8729439,11.0310713,3,,POINT (11.0310713 45.8729439),4.0,Node LTS is max intersecting LTS
262147487,45.8708449,11.0311001,3,,POINT (11.0311001 45.8708449),3.0,Node LTS is max intersecting LTS
262147496,45.8726592,11.0313533,3,crossing,POINT (11.0313533 45.8726592),4.0,Node LTS is max intersecting LTS
262147501,45.8691779,11.0310809,3,,POINT (11.0310809 45.8691779),3.0,Node LTS is max intersecting LTS
262147505,45.8692275,11.0302544,4,,POINT (11.0302544 45.8692275),2.0,Node LTS is max intersecting LTS
262147510,45.8693334,11.034655,1,,POINT (11.034655 45.8693334),2.0,Node LTS is max intersecting LTS
262147514,45.8681661,11.0350366,3,,POINT (11.0350366 45.8681661),2.0,Node LTS is max intersecting LTS
262147516,45.8680527,11.0347062,3,,POINT (11.0347062 45.8680527),2.0,Node LTS is max intersecting LTS
262147529,45.8712021,11.0311246,3,,POINT (11.0311246 45.8712021),3.0,Node LTS is max intersecting LTS
262147533,45.8729413,11.0314064,4,,POINT (11.0314064 45.8729413),4.0,Node LTS is max intersecting LTS
262492152,45.8899464,11.0404752,3,,POINT (11.0404752 45.8899464),2.0,Node LTS is max intersecting LTS
262492159,45.8898636,11.0404718,4,,POINT (11.0404718 45.8898636),2.0,Node LTS is max intersecting LTS
262492368,45.8620552,11.0023665,3,crossing,POINT (11.0023665 45.8620552),4.0,Node LTS is max intersecting LTS
262492379,45.8618446,11.0020321,3,,POINT (11.0020321 45.8618446),4.0,Node LTS is max intersecting LTS
262492382,45.8617493,11.0018178,3,,POINT (11.0018178 45.8617493),4.0,Node LTS is max intersecting LTS
262492383,45.8615729,11.0018476,3,,POINT (11.0018476 45.8615729),4.0,Node LTS is max intersecting LTS
262492385,45.8615322,11.0021571,3,,POINT (11.0021571 45.8615322),4.0,Node LTS is max intersecting LTS
262492403,45.8617425,11.0022553,3,,POINT (11.0022553 45.8617425),4.0,Node LTS is max intersecting LTS
262942695,45.8907952,11.0342764,4,,POINT (11.0342764 45.8907952),,Node not found in edges
266373697,45.8876348,11.0159068,3,,POINT (11.0159068 45.8876348),1.0,Node LTS is max intersecting LTS
266373704,45.8835562,11.0202298,3,,POINT (11.0202298 45.8835562),2.0,Node LTS is max intersecting LTS
268186600,45.8923277,11.0367461,4,,POINT (11.0367461 45.8923277),2.0,Node LTS is max intersecting LTS
268186602,45.8928301,11.0375291,4,traffic_signals,POINT (11.0375291 45.8928301),1.0,LTS 1-2 with traffic signals or stop
268186603,45.8923109,11.0375202,3,,POINT (11.0375202 45.8923109),2.0,Node LTS is max intersecting LTS
268256819,45.8853327,11.0599934,3,,POINT (11.0599934 45.8853327),3.0,Node LTS is max intersecting LTS
268256820,45.8851495,11.0604797,3,,POINT (11.0604797 45.8851495),3.0,Node LTS is max intersecting LTS
268256826,45.8793829,11.0637098,3,,POINT (11.0637098 45.8793829),4.0,Node LTS is max intersecting LTS
269025796,45.8808407,11.0762257,3,,POINT (11.0762257 45.8808407),4.0,Node LTS is max intersecting LTS
269025910,45.9013475,11.0364746,1,,POINT (11.0364746 45.9013475),,Node not found in edges
269026240,45.8998106,11.0375027,3,,POINT (11.0375027 45.8998106),3.0,Node LTS is max intersecting LTS
269026270,45.8971965,11.0365747,3,,POINT (11.0365747 45.8971965),2.0,Node LTS is max intersecting LTS
269026273,45.8942308,11.0378112,3,,POINT (11.0378112 45.8942308),2.0,Node LTS is max intersecting LTS
269026693,45.8854662,11.0771054,3,,POINT (11.0771054 45.8854662),3.0,Node LTS is max intersecting LTS
269026710,45.8855212,11.078285,3,,POINT (11.078285 45.8855212),3.0,Node LTS is max intersecting LTS
269026777,45.8955631,11.0858014,3,,POINT (11.0858014 45.8955631),3.0,Node LTS is max intersecting LTS
269026780,45.8956474,11.0863137,3,,POINT (11.0863137 45.8956474),3.0,Node LTS is max intersecting LTS
269027724,45.8960436,11.1196487,4,,POINT (11.1196487 45.8960436),2.0,Node LTS is max intersecting LTS
269028539,45.8729511,11.0870641,3,,POINT (11.0870641 45.8729511),3.0,Node LTS is max intersecting LTS
269254037,45.8663442,11.0087437,3,,POINT (11.0087437 45.8663442),3.0,Node LTS is max intersecting LTS
269364495,45.8674886,11.0352912,1,,POINT (11.0352912 45.8674886),2.0,Node LTS is max intersecting LTS
269364512,45.8671211,11.0350985,3,,POINT (11.0350985 45.8671211),2.0,Node LTS is max intersecting LTS
269365909,45.8664468,11.0347338,3,,POINT (11.0347338 45.8664468),2.0,Node LTS is max intersecting LTS
269365912,45.8662743,11.0329786,3,,POINT (11.0329786 45.8662743),2.0,Node LTS is max intersecting LTS
269366193,45.8636405,11.0281649,3,,POINT (11.0281649 45.8636405),3.0,Node LTS is max intersecting LTS
269366216,45.866624,11.0305802,4,traffic_signals,POINT (11.0305802 45.866624),2.0,LTS 3-4 with traffic signals
269366224,45.8684961,11.031146,3,,POINT (11.031146 45.8684961),3.0,Node LTS is max intersecting LTS
269366245,45.86755,11.03186,3,,POINT (11.03186 45.86755),2.0,Node LTS is max intersecting LTS
269366250,45.86687,11.03197,3,,POINT (11.03197 45.86687),3.0,Node LTS is max intersecting LTS
269366257,45.8662115,11.0334914,3,,POINT (11.0334914 45.8662115),2.0,Node LTS is max intersecting LTS
269366894,45.8656594,11.0074917,3,,POINT (11.0074917 45.8656594),3.0,Node LTS is max intersecting LTS
269366895,45.8656904,11.0075239,3,,POINT (11.0075239 45.8656904),3.0,Node LTS is max intersecting LTS
269371479,45.8840625,11.0447603,3,,POINT (11.0447603 45.8840625),3.0,Node LTS is max intersecting LTS
269371624,45.8803282,11.0474202,3,,POINT (11.0474202 45.8803282),3.0,Node LTS is max intersecting LTS
269371636,45.88457,11.04912,3,,POINT (11.04912 45.88457),3.0,Node LTS is max intersecting LTS
269371642,45.8835175,11.0462151,3,,POINT (11.0462151 45.8835175),3.0,Node LTS is max intersecting LTS
269371662,45.8799318,11.0417325,3,,POINT (11.0417325 45.8799318),2.0,Node LTS is max intersecting LTS
269371702,45.8616498,11.0392584,3,,POINT (11.0392584 45.8616498),3.0,Node LTS is max intersecting LTS
269371716,45.8594203,11.0376178,3,,POINT (11.0376178 45.8594203),3.0,Node LTS is max intersecting LTS
269371723,45.8594915,11.0385589,3,,POINT (11.0385589 45.8594915),3.0,Node LTS is max intersecting LTS
269371741,45.8567411,11.0345327,4,,POINT (11.0345327 45.8567411),3.0,Node LTS is max intersecting LTS
269371802,45.8497618,11.0349648,3,,POINT (11.0349648 45.8497618),2.0,Node LTS is max intersecting LTS
269371832,45.8422308,11.0347768,3,,POINT (11.0347768 45.8422308),2.0,Node LTS is max intersecting LTS
269371862,45.854059,11.040866,3,,POINT (11.040866 45.854059),0.0,Node LTS is max intersecting LTS
269371904,45.8594629,11.0597381,4,,POINT (11.0597381 45.8594629),3.0,Node LTS is max intersecting LTS
269372017,45.884838,11.043274,3,,POINT (11.043274 45.884838),4.0,Node LTS is max intersecting LTS
269372019,45.8860521,11.0458999,3,,POINT (11.0458999 45.8860521),3.0,Node LTS is max intersecting LTS
269372022,45.8875813,11.0449097,3,,POINT (11.0449097 45.8875813),3.0,Node LTS is max intersecting LTS
269376607,45.8696942,11.0365832,3,,POINT (11.0365832 45.8696942),3.0,Node LTS is max intersecting LTS
269377668,45.86715,11.03345,3,,POINT (11.03345 45.86715),2.0,Node LTS is max intersecting LTS
269377669,45.8683392,11.0324782,4,,POINT (11.0324782 45.8683392),2.0,Node LTS is max intersecting LTS
269377670,45.8664981,11.0326277,3,,POINT (11.0326277 45.8664981),2.0,Node LTS is max intersecting LTS
269377676,45.8703445,11.0319968,3,,POINT (11.0319968 45.8703445),2.0,Node LTS is max intersecting LTS
269377680,45.8663459,11.034098,3,,POINT (11.034098 45.8663459),2.0,Node LTS is max intersecting LTS
269378891,45.8664061,11.0319121,4,,POINT (11.0319121 45.8664061),3.0,Node LTS is max intersecting LTS
269378893,45.8668874,11.0293155,3,,POINT (11.0293155 45.8668874),2.0,Node LTS is max intersecting LTS
269378894,45.8669905,11.0286586,3,,POINT (11.0286586 45.8669905),2.0,Node LTS is max intersecting LTS
269378898,45.8671113,11.0234565,3,,POINT (11.0234565 45.8671113),4.0,Node LTS is max intersecting LTS
269378899,45.8676815,11.0295769,3,,POINT (11.0295769 45.8676815),2.0,Node LTS is max intersecting LTS
269378901,45.8678235,11.0288396,3,,POINT (11.0288396 45.8678235),2.0,Node LTS is max intersecting LTS
269378902,45.8692644,11.0294696,3,,POINT (11.0294696 45.8692644),2.0,Node LTS is max intersecting LTS
269379739,45.8633671,11.0278609,3,,POINT (11.0278609 45.8633671),3.0,Node LTS is max intersecting LTS
269379740,45.8634575,11.0276974,3,,POINT (11.0276974 45.8634575),3.0,Node LTS is max intersecting LTS
269379744,45.8631895,11.0274456,3,,POINT (11.0274456 45.8631895),3.0,Node LTS is max intersecting LTS
269379749,45.863414,11.0274712,3,,POINT (11.0274712 45.863414),4.0,Node LTS is max intersecting LTS
269380391,45.88198,11.0321558,3,,POINT (11.0321558 45.88198),3.0,Node LTS is max intersecting LTS
269380398,45.8836365,11.0386416,4,mini_roundabout,POINT (11.0386416 45.8836365),2.0,Node LTS is max intersecting LTS
269380399,45.8822385,11.0387544,3,,POINT (11.0387544 45.8822385),4.0,Node LTS is max intersecting LTS
269380400,45.8842363,11.0382645,4,,POINT (11.0382645 45.8842363),2.0,Node LTS is max intersecting LTS
269380401,45.8846259,11.0379948,4,,POINT (11.0379948 45.8846259),2.0,Node LTS is max intersecting LTS
269380402,45.8853172,11.0375394,4,,POINT (11.0375394 45.8853172),2.0,Node LTS is max intersecting LTS
269380405,45.8870774,11.036849,4,traffic_signals,POINT (11.036849 45.8870774),2.0,LTS 3-4 with traffic signals
269380406,45.8870726,11.0354364,3,,POINT (11.0354364 45.8870726),4.0,Node LTS is max intersecting LTS
269380411,45.8868707,11.0352238,3,,POINT (11.0352238 45.8868707),4.0,Node LTS is max intersecting LTS
269380413,45.8869235,11.035424,3,,POINT (11.035424 45.8869235),4.0,Node LTS is max intersecting LTS
269380416,45.8871316,11.0351905,3,,POINT (11.0351905 45.8871316),4.0,Node LTS is max intersecting LTS
269380449,45.8875539,11.023589,4,traffic_signals,POINT (11.023589 45.8875539),1.0,LTS 1-2 with traffic signals or stop
269380451,45.8872862,11.0312435,3,,POINT (11.0312435 45.8872862),2.0,Node LTS is max intersecting LTS
269381082,45.8649324,11.0300381,3,,POINT (11.0300381 45.8649324),3.0,Node LTS is max intersecting LTS
269381092,45.86541,11.03228,3,,POINT (11.03228 45.86541),2.0,Node LTS is max intersecting LTS
269381097,45.8661741,11.0334171,3,,POINT (11.0334171 45.8661741),2.0,Node LTS is max intersecting LTS
269381098,45.8837661,11.0411035,3,,POINT (11.0411035 45.8837661),4.0,Node LTS is max intersecting LTS
269381103,45.8814406,11.0398442,3,,POINT (11.0398442 45.8814406),2.0,Node LTS is max intersecting LTS
269381104,45.8817484,11.0390922,4,,POINT (11.0390922 45.8817484),2.0,Node LTS is max intersecting LTS
269381105,45.8777092,11.0365097,3,,POINT (11.0365097 45.8777092),2.0,Node LTS is max intersecting LTS
269383278,45.8842486,11.0417448,3,,POINT (11.0417448 45.8842486),4.0,Node LTS is max intersecting LTS
269386498,45.8852269,11.0409372,4,,POINT (11.0409372 45.8852269),2.0,Node LTS is max intersecting LTS
269386502,45.8854884,11.0399654,3,,POINT (11.0399654 45.8854884),1.0,Node LTS is max intersecting LTS
269386588,45.8865984,11.0403227,3,,POINT (11.0403227 45.8865984),2.0,Node LTS is max intersecting LTS
269387151,45.8862687,11.0370017,4,,POINT (11.0370017 45.8862687),2.0,Node LTS is max intersecting LTS
269387157,45.8857632,11.0382728,3,,POINT (11.0382728 45.8857632),2.0,Node LTS is max intersecting LTS
269387159,45.8854044,11.0386069,3,,POINT (11.0386069 45.8854044),2.0,Node LTS is max intersecting LTS
269387160,45.8849671,11.0389529,3,,POINT (11.0389529 45.8849671),2.0,Node LTS is max intersecting LTS
269388656,45.8820502,11.0329107,3,,POINT (11.0329107 45.8820502),2.0,Node LTS is max intersecting LTS
269388664,45.8823252,11.0325006,3,,POINT (11.0325006 45.8823252),,Node not found in edges
269388665,45.882125,11.0329178,3,,POINT (11.0329178 45.882125),,Node not found in edges
269388667,45.8732107,11.0314395,3,,POINT (11.0314395 45.8732107),4.0,Node LTS is max intersecting LTS
269388668,45.8735448,11.0318316,2,,POINT (11.0318316 45.8735448),2.0,Node LTS is max intersecting LTS
269390571,45.8954496,11.0287077,3,,POINT (11.0287077 45.8954496),2.0,Node LTS is max intersecting LTS
269390572,45.8958071,11.0295075,3,,POINT (11.0295075 45.8958071),2.0,Node LTS is max intersecting LTS
269390576,45.8952862,11.0293977,3,,POINT (11.0293977 45.8952862),2.0,Node LTS is max intersecting LTS
269390580,45.8961166,11.0303843,3,,POINT (11.0303843 45.8961166),2.0,Node LTS is max intersecting LTS
269390608,45.8931018,11.0367949,3,,POINT (11.0367949 45.8931018),2.0,Node LTS is max intersecting LTS
269390612,45.8945569,11.0330555,3,,POINT (11.0330555 45.8945569),2.0,Node LTS is max intersecting LTS
269390623,45.8924556,11.0402109,3,,POINT (11.0402109 45.8924556),2.0,Node LTS is max intersecting LTS
269390624,45.892605,11.0412494,3,,POINT (11.0412494 45.892605),2.0,Node LTS is max intersecting LTS
269392157,45.8860092,11.0403242,3,,POINT (11.0403242 45.8860092),2.0,Node LTS is max intersecting LTS
269415451,45.8879558,11.0337249,3,,POINT (11.0337249 45.8879558),2.0,Node LTS is max intersecting LTS
269415471,45.8926295,11.0380486,3,,POINT (11.0380486 45.8926295),2.0,Node LTS is max intersecting LTS
269429107,45.9020722,11.035371,3,,POINT (11.035371 45.9020722),3.0,Node LTS is max intersecting LTS
269429139,45.9037255,11.035602,3,,POINT (11.035602 45.9037255),3.0,Node LTS is max intersecting LTS
269429186,45.9114216,11.0393848,3,,POINT (11.0393848 45.9114216),3.0,Node LTS is max intersecting LTS
269435913,45.9014155,11.0355907,3,,POINT (11.0355907 45.9014155),3.0,Node LTS is max intersecting LTS
269435954,45.9020516,11.035704,3,,POINT (11.035704 45.9020516),3.0,Node LTS is max intersecting LTS
269438505,45.8824691,11.0349857,3,,POINT (11.0349857 45.8824691),2.0,Node LTS is max intersecting LTS
269438513,45.8837795,11.0364845,3,,POINT (11.0364845 45.8837795),2.0,Node LTS is max intersecting LTS
269438519,45.8830322,11.0367708,3,,POINT (11.0367708 45.8830322),2.0,Node LTS is max intersecting LTS
269438527,45.8810804,11.0369604,3,,POINT (11.0369604 45.8810804),4.0,Node LTS is max intersecting LTS
269438530,45.8806458,11.0378791,4,,POINT (11.0378791 45.8806458),2.0,Node LTS is max intersecting LTS
269438533,45.8801581,11.0389449,4,,POINT (11.0389449 45.8801581),2.0,Node LTS is max intersecting LTS
269438536,45.8783787,11.035475,4,,POINT (11.035475 45.8783787),2.0,Node LTS is max intersecting LTS
269438538,45.8768786,11.0338484,3,,POINT (11.0338484 45.8768786),2.0,Node LTS is max intersecting LTS
269438540,45.876045,11.0330472,4,,POINT (11.0330472 45.876045),2.0,Node LTS is max intersecting LTS
269438541,45.8777085,11.0329551,3,,POINT (11.0329551 45.8777085),4.0,Node LTS is max intersecting LTS
269438542,45.8755882,11.034024,3,,POINT (11.034024 45.8755882),2.0,Node LTS is max intersecting LTS
269440242,45.887661,11.0321566,3,,POINT (11.0321566 45.887661),2.0,Node LTS is max intersecting LTS
269440244,45.8917405,11.0328709,3,,POINT (11.0328709 45.8917405),2.0,Node LTS is max intersecting LTS
269440247,45.8920723,11.0324679,3,,POINT (11.0324679 45.8920723),2.0,Node LTS is max intersecting LTS
269440257,45.8942113,11.0338943,3,,POINT (11.0338943 45.8942113),2.0,Node LTS is max intersecting LTS
269440264,45.8932581,11.0310649,3,,POINT (11.0310649 45.8932581),2.0,Node LTS is max intersecting LTS
269442086,45.868187,11.0128979,3,,POINT (11.0128979 45.868187),4.0,Node LTS is max intersecting LTS
269442087,45.8683871,11.0128492,3,,POINT (11.0128492 45.8683871),4.0,Node LTS is max intersecting LTS
269442101,45.8681871,11.0125754,3,,POINT (11.0125754 45.8681871),4.0,Node LTS is max intersecting LTS
269494365,45.8889192,11.0360371,4,,POINT (11.0360371 45.8889192),2.0,Node LTS is max intersecting LTS
269494372,45.8897501,11.0384668,3,,POINT (11.0384668 45.8897501),2.0,Node LTS is max intersecting LTS
269494373,45.8879791,11.0367332,3,,POINT (11.0367332 45.8879791),2.0,Node LTS is max intersecting LTS
269494379,45.8892475,11.042215,3,,POINT (11.042215 45.8892475),2.0,Node LTS is max intersecting LTS
269494380,45.8885237,11.043865,3,,POINT (11.043865 45.8885237),2.0,Node LTS is max intersecting LTS
269494381,45.8879107,11.0432667,3,,POINT (11.0432667 45.8879107),2.0,Node LTS is max intersecting LTS
269494384,45.8871482,11.0428985,3,crossing,POINT (11.0428985 45.8871482),3.0,Node LTS is max intersecting LTS
269593877,45.8907468,11.0343752,4,crossing,POINT (11.0343752 45.8907468),3.0,Node LTS is max intersecting LTS
269598156,45.8885018,11.0438399,3,,POINT (11.0438399 45.8885018),2.0,Node LTS is max intersecting LTS
269598157,45.8878007,11.0434893,3,,POINT (11.0434893 45.8878007),2.0,Node LTS is max intersecting LTS
269598159,45.8882736,11.0413207,3,,POINT (11.0413207 45.8882736),2.0,Node LTS is max intersecting LTS
269598160,45.8872309,11.041199,3,,POINT (11.041199 45.8872309),3.0,Node LTS is max intersecting LTS
269598162,45.8875702,11.043999,3,,POINT (11.043999 45.8875702),2.0,Node LTS is max intersecting LTS
269598163,45.8871222,11.0437855,5,,POINT (11.0437855 45.8871222),4.0,Node LTS is max intersecting LTS
269598164,45.8865589,11.044706,3,,POINT (11.044706 45.8865589),4.0,Node LTS is max intersecting LTS
269598166,45.8874303,11.0432406,3,,POINT (11.0432406 45.8874303),3.0,Node LTS is max intersecting LTS
269598233,45.8909449,11.0390107,3,,POINT (11.0390107 45.8909449),4.0,Node LTS is max intersecting LTS
269598240,45.8922328,11.0390349,3,,POINT (11.0390349 45.8922328),2.0,Node LTS is max intersecting LTS
