osmid,y,x,street_count,highway,geometry,lts,message
832548647,45.8150362,11.0425679,3,,POINT (11.0425679 45.8150362),,Node not found in edges
832548955,45.8319511,11.045709,3,,POINT (11.045709 45.8319511),2.0,Node LTS is max intersecting LTS
832549039,45.8264656,11.0460075,3,,POINT (11.0460075 45.8264656),2.0,Node LTS is max intersecting LTS
832549196,45.8238454,11.0440428,3,,POINT (11.0440428 45.8238454),,Node not found in edges
835787150,45.8518875,11.0064953,1,,POINT (11.0064953 45.8518875),2.0,Node LTS is max intersecting LTS
837428175,45.9053372,11.0484684,3,,POINT (11.0484684 45.9053372),2.0,Node LTS is max intersecting LTS
837428177,45.9071012,11.0479648,4,,POINT (11.0479648 45.9071012),2.0,Node LTS is max intersecting LTS
837428183,45.9052361,11.0483096,3,,POINT (11.0483096 45.9052361),2.0,Node LTS is max intersecting LTS
839115139,45.8612359,11.0000041,1,,POINT (11.0000041 45.8612359),2.0,Node LTS is max intersecting LTS
839115141,45.8584967,10.9984217,3,,POINT (10.9984217 45.8584967),2.0,Node LTS is max intersecting LTS
839115159,45.8614108,10.9992221,3,,POINT (10.9992221 45.8614108),1.0,Node LTS is max intersecting LTS
839115160,45.8615197,11.0005943,4,crossing,POINT (11.0005943 45.8615197),2.0,Node LTS is max intersecting LTS
839115176,45.8615049,10.9993908,3,,POINT (10.9993908 45.8615049),1.0,Node LTS is max intersecting LTS
839115180,45.8614614,10.9991179,3,,POINT (10.9991179 45.8614614),1.0,Node LTS is max intersecting LTS
877271345,45.8860136,11.0224379,3,,POINT (11.0224379 45.8860136),2.0,Node LTS is max intersecting LTS
877271348,45.8860001,11.0227059,3,,POINT (11.0227059 45.8860001),2.0,Node LTS is max intersecting LTS
879380075,45.8827183,11.1022799,3,,POINT (11.1022799 45.8827183),,Node not found in edges
879381883,45.8764053,11.0919368,3,,POINT (11.0919368 45.8764053),2.0,Node LTS is max intersecting LTS
879381913,45.8770519,11.0939973,3,,POINT (11.0939973 45.8770519),2.0,Node LTS is max intersecting LTS
883457017,45.8855723,11.0292181,3,,POINT (11.0292181 45.8855723),2.0,Node LTS is max intersecting LTS
904091930,45.8779246,11.0319168,3,,POINT (11.0319168 45.8779246),3.0,Node LTS is max intersecting LTS
904091954,45.8773652,11.0307463,1,,POINT (11.0307463 45.8773652),,Node not found in edges
907141280,45.8971517,11.1097713,3,,POINT (11.1097713 45.8971517),2.0,Node LTS is max intersecting LTS
907141333,45.8969768,11.1097189,3,,POINT (11.1097189 45.8969768),2.0,Node LTS is max intersecting LTS
907141386,45.8966498,11.1084437,1,,POINT (11.1084437 45.8966498),2.0,Node LTS is max intersecting LTS
907141495,45.8961509,11.1048174,3,,POINT (11.1048174 45.8961509),,Node not found in edges
907141552,45.8977144,11.1087111,3,,POINT (11.1087111 45.8977144),,Node not found in edges
911124652,45.8656934,11.0330852,1,,POINT (11.0330852 45.8656934),,Node not found in edges
916433259,45.8944933,11.0521696,3,,POINT (11.0521696 45.8944933),3.0,Node LTS is max intersecting LTS
916433959,45.8991831,11.0555291,1,,POINT (11.0555291 45.8991831),3.0,Node LTS is max intersecting LTS
918926453,45.815474,11.0492185,3,,POINT (11.0492185 45.815474),2.0,Node LTS is max intersecting LTS
918932025,45.8288661,11.045383,3,,POINT (11.045383 45.8288661),2.0,Node LTS is max intersecting LTS
918932032,45.8274173,11.0446637,1,,POINT (11.0446637 45.8274173),,Node not found in edges
918939042,45.8268975,11.0416859,4,,POINT (11.0416859 45.8268975),2.0,Node LTS is max intersecting LTS
919631637,45.8292909,11.0119041,1,,POINT (11.0119041 45.8292909),3.0,Node LTS is max intersecting LTS
920038353,45.8295096,11.0116617,3,,POINT (11.0116617 45.8295096),3.0,Node LTS is max intersecting LTS
920038357,45.8293572,11.0114237,3,,POINT (11.0114237 45.8293572),4.0,Node LTS is max intersecting LTS
920038360,45.8296672,11.0136643,1,,POINT (11.0136643 45.8296672),3.0,Node LTS is max intersecting LTS
920038362,45.8295148,11.0118239,3,,POINT (11.0118239 45.8295148),3.0,Node LTS is max intersecting LTS
932311623,45.8590658,11.0380035,3,,POINT (11.0380035 45.8590658),3.0,Node LTS is max intersecting LTS
938873693,45.8750029,11.0348453,1,,POINT (11.0348453 45.8750029),,Node not found in edges
938873701,45.8749548,11.034643,3,,POINT (11.034643 45.8749548),,Node not found in edges
938873708,45.8756687,11.034163,3,,POINT (11.034163 45.8756687),2.0,Node LTS is max intersecting LTS
940480070,45.873842,11.0349236,3,,POINT (11.0349236 45.873842),2.0,Node LTS is max intersecting LTS
940633025,45.8751826,11.0439651,3,,POINT (11.0439651 45.8751826),,Node not found in edges
940633027,45.875474,11.042229,1,,POINT (11.042229 45.875474),,Node not found in edges
940633054,45.8754702,11.0414445,1,,POINT (11.0414445 45.8754702),2.0,Node LTS is max intersecting LTS
940633091,45.8755105,11.0411613,3,,POINT (11.0411613 45.8755105),3.0,Node LTS is max intersecting LTS
940774048,45.888863,11.0295541,3,,POINT (11.0295541 45.888863),2.0,Node LTS is max intersecting LTS
944288470,45.8894376,11.0579921,1,,POINT (11.0579921 45.8894376),,Node not found in edges
944288477,45.8891466,11.0592661,3,,POINT (11.0592661 45.8891466),,Node not found in edges
944288512,45.8894161,11.0585962,3,,POINT (11.0585962 45.8894161),,Node not found in edges
944288552,45.8886686,11.060534,3,,POINT (11.060534 45.8886686),2.0,Node LTS is max intersecting LTS
951385787,45.897345,11.0366506,3,,POINT (11.0366506 45.897345),2.0,Node LTS is max intersecting LTS
951385788,45.8974264,11.0364424,4,,POINT (11.0364424 45.8974264),2.0,Node LTS is max intersecting LTS
951411720,45.861117,11.055059,3,,POINT (11.055059 45.861117),,Node not found in edges
951411730,45.8600608,11.0549194,3,,POINT (11.0549194 45.8600608),0.0,Node LTS is max intersecting LTS
974993220,45.8918113,11.0409266,4,,POINT (11.0409266 45.8918113),2.0,Node LTS is max intersecting LTS
974993222,45.8918698,11.0415168,3,,POINT (11.0415168 45.8918698),2.0,Node LTS is max intersecting LTS
974993232,45.891936,11.0401252,3,,POINT (11.0401252 45.891936),2.0,Node LTS is max intersecting LTS
989234352,45.8651832,11.0287509,1,,POINT (11.0287509 45.8651832),2.0,Node LTS is max intersecting LTS
989234397,45.8663923,11.0294698,3,,POINT (11.0294698 45.8663923),2.0,Node LTS is max intersecting LTS
989234422,45.8651842,11.0295309,1,,POINT (11.0295309 45.8651842),2.0,Node LTS is max intersecting LTS
989234480,45.8668457,11.0295158,3,,POINT (11.0295158 45.8668457),2.0,Node LTS is max intersecting LTS
989235669,45.8650339,11.0304467,3,,POINT (11.0304467 45.8650339),3.0,Node LTS is max intersecting LTS
989258337,45.8485605,11.0441097,3,,POINT (11.0441097 45.8485605),0.0,Node LTS is max intersecting LTS
989258588,45.8408713,11.0451785,1,,POINT (11.0451785 45.8408713),2.0,Node LTS is max intersecting LTS
989258636,45.8415825,11.0454037,3,,POINT (11.0454037 45.8415825),,Node not found in edges
993181772,45.8856756,11.0666216,3,,POINT (11.0666216 45.8856756),2.0,Node LTS is max intersecting LTS
993181784,45.8858525,11.0661999,3,,POINT (11.0661999 45.8858525),2.0,Node LTS is max intersecting LTS
993184543,45.8966689,11.1035474,3,,POINT (11.1035474 45.8966689),,Node not found in edges
993184551,45.8969008,11.1045693,3,,POINT (11.1045693 45.8969008),,Node not found in edges
993184555,45.8967808,11.1042942,3,,POINT (11.1042942 45.8967808),2.0,Node LTS is max intersecting LTS
994849043,45.8964586,11.043802,4,,POINT (11.043802 45.8964586),1.0,Node LTS is max intersecting LTS
994849047,45.896674,11.0437228,1,,POINT (11.0437228 45.896674),1.0,Node LTS is max intersecting LTS
994849077,45.8965274,11.0442271,1,,POINT (11.0442271 45.8965274),1.0,Node LTS is max intersecting LTS
994849087,45.8962911,11.0438636,1,,POINT (11.0438636 45.8962911),1.0,Node LTS is max intersecting LTS
1001068450,45.8837476,11.0390258,3,,POINT (11.0390258 45.8837476),,Node not found in edges
1001074163,45.883114,11.0391913,1,,POINT (11.0391913 45.883114),,Node not found in edges
1009035612,45.8430247,11.0525755,3,,POINT (11.0525755 45.8430247),3.0,Node LTS is max intersecting LTS
1013901089,45.9066845,11.0442165,3,,POINT (11.0442165 45.9066845),2.0,Node LTS is max intersecting LTS
1013901092,45.9070176,11.044435,3,,POINT (11.044435 45.9070176),1.0,Node LTS is max intersecting LTS
1013901099,45.906936,11.0444106,3,,POINT (11.0444106 45.906936),1.0,Node LTS is max intersecting LTS
1013901109,45.9074807,11.0441725,3,,POINT (11.0441725 45.9074807),2.0,Node LTS is max intersecting LTS
1016895097,45.9097157,11.0498483,4,,POINT (11.0498483 45.9097157),2.0,Node LTS is max intersecting LTS
1018544872,45.9047958,11.0516951,3,,POINT (11.0516951 45.9047958),2.0,Node LTS is max intersecting LTS
1020868275,45.86614,11.0192102,3,,POINT (11.0192102 45.86614),3.0,Node LTS is max intersecting LTS
1027930485,45.8989427,11.0423124,4,crossing,POINT (11.0423124 45.8989427),2.0,Node LTS is max intersecting LTS
1027943075,45.8984689,11.0424547,3,,POINT (11.0424547 45.8984689),2.0,Node LTS is max intersecting LTS
1027943105,45.8991085,11.0405322,1,,POINT (11.0405322 45.8991085),,Node not found in edges
1027943112,45.8984593,11.0404542,3,,POINT (11.0404542 45.8984593),2.0,Node LTS is max intersecting LTS
1029574097,45.8157266,11.0563636,1,,POINT (11.0563636 45.8157266),2.0,Node LTS is max intersecting LTS
1039763969,45.8345421,11.0041953,1,,POINT (11.0041953 45.8345421),2.0,Node LTS is max intersecting LTS
1039763987,45.8351884,11.0074209,1,,POINT (11.0074209 45.8351884),2.0,Node LTS is max intersecting LTS
1039764076,45.8306043,11.0041013,1,,POINT (11.0041013 45.8306043),2.0,Node LTS is max intersecting LTS
1039764312,45.8340619,11.004989,3,,POINT (11.004989 45.8340619),2.0,Node LTS is max intersecting LTS
1039764380,45.8282993,11.0072785,3,,POINT (11.0072785 45.8282993),2.0,Node LTS is max intersecting LTS
1039764501,45.8259356,11.0092184,1,,POINT (11.0092184 45.8259356),2.0,Node LTS is max intersecting LTS
1039764512,45.8382188,11.0098424,3,,POINT (11.0098424 45.8382188),2.0,Node LTS is max intersecting LTS
1039764552,45.8295141,11.0049599,3,,POINT (11.0049599 45.8295141),2.0,Node LTS is max intersecting LTS
1039764562,45.8328837,11.0069546,3,,POINT (11.0069546 45.8328837),2.0,Node LTS is max intersecting LTS
1039764571,45.8276585,11.0066945,1,,POINT (11.0066945 45.8276585),2.0,Node LTS is max intersecting LTS
1039764635,45.835398,11.0066669,3,,POINT (11.0066669 45.835398),2.0,Node LTS is max intersecting LTS
1039764661,45.8344512,11.0085942,3,,POINT (11.0085942 45.8344512),2.0,Node LTS is max intersecting LTS
1039764665,45.8324658,11.0066379,3,,POINT (11.0066379 45.8324658),2.0,Node LTS is max intersecting LTS
1039764706,45.825713,11.0109446,3,,POINT (11.0109446 45.825713),4.0,Node LTS is max intersecting LTS
1039764731,45.8276346,11.0112058,3,,POINT (11.0112058 45.8276346),4.0,Node LTS is max intersecting LTS
1039899496,45.8450486,11.004055,1,,POINT (11.004055 45.8450486),2.0,Node LTS is max intersecting LTS
1039899758,45.8444894,11.0055887,3,,POINT (11.0055887 45.8444894),3.0,Node LTS is max intersecting LTS
1039899851,45.8388342,11.0133173,3,,POINT (11.0133173 45.8388342),2.0,Node LTS is max intersecting LTS
1039916981,45.8448736,11.0052975,3,,POINT (11.0052975 45.8448736),3.0,Node LTS is max intersecting LTS
1039917233,45.8473696,11.0084795,1,,POINT (11.0084795 45.8473696),2.0,Node LTS is max intersecting LTS
1039917282,45.846475,11.0107197,3,,POINT (11.0107197 45.846475),3.0,Node LTS is max intersecting LTS
1039917368,45.844903,11.0058804,1,,POINT (11.0058804 45.844903),2.0,Node LTS is max intersecting LTS
1049862663,45.8991458,11.0438676,3,,POINT (11.0438676 45.8991458),2.0,Node LTS is max intersecting LTS
1049862664,45.8985087,11.0434432,1,,POINT (11.0434432 45.8985087),,Node not found in edges
1049862665,45.8990551,11.0432668,4,,POINT (11.0432668 45.8990551),2.0,Node LTS is max intersecting LTS
1049862667,45.8991923,11.0443644,3,,POINT (11.0443644 45.8991923),2.0,Node LTS is max intersecting LTS
1049862669,45.8994922,11.0438165,1,,POINT (11.0438165 45.8994922),,Node not found in edges
1049862670,45.8997133,11.0430943,1,,POINT (11.0430943 45.8997133),,Node not found in edges
1069671867,45.8784495,11.0713477,1,,POINT (11.0713477 45.8784495),2.0,Node LTS is max intersecting LTS
1069671957,45.8774814,11.0762397,3,,POINT (11.0762397 45.8774814),2.0,Node LTS is max intersecting LTS
1069672038,45.8784629,11.0714769,3,,POINT (11.0714769 45.8784629),2.0,Node LTS is max intersecting LTS
1072528989,45.8917137,11.0400367,3,,POINT (11.0400367 45.8917137),2.0,Node LTS is max intersecting LTS
1072529002,45.8921546,11.03926,3,,POINT (11.03926 45.8921546),2.0,Node LTS is max intersecting LTS
1080540214,45.8795097,11.06361,3,,POINT (11.06361 45.8795097),4.0,Node LTS is max intersecting LTS
1082895602,45.9050539,11.0826527,3,,POINT (11.0826527 45.9050539),2.0,Node LTS is max intersecting LTS
1082895676,45.9045562,11.0803204,3,,POINT (11.0803204 45.9045562),2.0,Node LTS is max intersecting LTS
1082928819,45.9019423,11.0571854,3,,POINT (11.0571854 45.9019423),2.0,Node LTS is max intersecting LTS
1082928823,45.9018128,11.0564419,3,,POINT (11.0564419 45.9018128),3.0,Node LTS is max intersecting LTS
1083526670,45.8683432,11.0217828,3,,POINT (11.0217828 45.8683432),4.0,Node LTS is max intersecting LTS
1083526672,45.8680772,11.0227387,3,,POINT (11.0227387 45.8680772),,Node not found in edges
1083526676,45.8675773,11.0228004,3,,POINT (11.0228004 45.8675773),,Node not found in edges
1083526695,45.8680716,11.0218208,3,,POINT (11.0218208 45.8680716),,Node not found in edges
1083530109,45.8679797,11.023147,3,,POINT (11.023147 45.8679797),,Node not found in edges
1083632478,45.8864414,11.0386462,3,,POINT (11.0386462 45.8864414),2.0,Node LTS is max intersecting LTS
1088860765,45.8962176,11.043339,2,,POINT (11.043339 45.8962176),1.0,Node LTS is max intersecting LTS
1088860769,45.8969922,11.0430968,3,,POINT (11.0430968 45.8969922),2.0,Node LTS is max intersecting LTS
1088860774,45.8963871,11.0433163,3,,POINT (11.0433163 45.8963871),1.0,Node LTS is max intersecting LTS
1091329563,45.8600377,10.9984149,4,,POINT (10.9984149 45.8600377),2.0,Node LTS is max intersecting LTS
1092559131,45.8720589,11.0153857,3,,POINT (11.0153857 45.8720589),,Node not found in edges
1092633019,45.8645322,11.013462,3,,POINT (11.013462 45.8645322),,Node not found in edges
1092633039,45.8637669,11.0121539,1,,POINT (11.0121539 45.8637669),,Node not found in edges
1092633084,45.8635471,11.0125845,3,,POINT (11.0125845 45.8635471),,Node not found in edges
1092633090,45.8620034,11.0095076,1,,POINT (11.0095076 45.8620034),3.0,Node LTS is max intersecting LTS
1092633099,45.8637628,11.0130217,1,,POINT (11.0130217 45.8637628),,Node not found in edges
1092633114,45.8642574,11.0131449,3,,POINT (11.0131449 45.8642574),,Node not found in edges
1100778753,45.8608694,11.0132882,1,,POINT (11.0132882 45.8608694),,Node not found in edges
1100795223,45.8778352,11.0297383,3,,POINT (11.0297383 45.8778352),2.0,Node LTS is max intersecting LTS
1117158003,45.8829045,11.0795245,3,,POINT (11.0795245 45.8829045),3.0,Node LTS is max intersecting LTS
1126466844,45.8591433,11.0237464,3,,POINT (11.0237464 45.8591433),2.0,Node LTS is max intersecting LTS
1126466867,45.8587483,11.0233819,1,,POINT (11.0233819 45.8587483),,Node not found in edges
1126466888,45.8590461,11.0237834,3,,POINT (11.0237834 45.8590461),,Node not found in edges
1126466921,45.8504869,11.0210339,1,,POINT (11.0210339 45.8504869),2.0,Node LTS is max intersecting LTS
1126466951,45.8473622,11.0322868,1,,POINT (11.0322868 45.8473622),,Node not found in edges
1126573378,45.8500311,11.0124842,1,,POINT (11.0124842 45.8500311),2.0,Node LTS is max intersecting LTS
1126573389,45.8502881,11.0127617,3,,POINT (11.0127617 45.8502881),3.0,Node LTS is max intersecting LTS
1131671266,45.8909346,11.0463605,3,,POINT (11.0463605 45.8909346),3.0,Node LTS is max intersecting LTS
1131671269,45.890869,11.0459984,4,,POINT (11.0459984 45.890869),3.0,Node LTS is max intersecting LTS
1132777767,45.8953308,11.0450536,1,,POINT (11.0450536 45.8953308),,Node not found in edges
1132777773,45.8950493,11.0449547,3,,POINT (11.0449547 45.8950493),2.0,Node LTS is max intersecting LTS
1139425320,45.8455868,11.0374829,3,,POINT (11.0374829 45.8455868),,Node not found in edges
1147350432,45.9013921,11.0335873,3,,POINT (11.0335873 45.9013921),3.0,Node LTS is max intersecting LTS
1147350435,45.9002904,11.0331875,3,,POINT (11.0331875 45.9002904),3.0,Node LTS is max intersecting LTS
1154656040,45.9117134,11.0382663,3,,POINT (11.0382663 45.9117134),3.0,Node LTS is max intersecting LTS
1154656090,45.9021159,11.0336867,3,,POINT (11.0336867 45.9021159),3.0,Node LTS is max intersecting LTS
1165495758,45.8981139,11.0392855,3,,POINT (11.0392855 45.8981139),,Node not found in edges
1165495793,45.8982995,11.0393223,3,,POINT (11.0393223 45.8982995),3.0,Node LTS is max intersecting LTS
1165495815,45.8984332,11.0389776,3,,POINT (11.0389776 45.8984332),,Node not found in edges
1165495823,45.8956653,11.0388581,4,,POINT (11.0388581 45.8956653),2.0,Node LTS is max intersecting LTS
1165495843,45.8980645,11.0393945,3,,POINT (11.0393945 45.8980645),2.0,Node LTS is max intersecting LTS
1199143100,45.8962324,11.0559213,1,,POINT (11.0559213 45.8962324),,Node not found in edges
1199143103,45.8958291,11.0541502,3,,POINT (11.0541502 45.8958291),3.0,Node LTS is max intersecting LTS
1199201177,45.8973974,11.0755633,4,,POINT (11.0755633 45.8973974),,Node not found in edges
1204983321,45.8913268,11.0583142,3,,POINT (11.0583142 45.8913268),3.0,Node LTS is max intersecting LTS
1204983324,45.8900274,11.0586581,1,,POINT (11.0586581 45.8900274),2.0,Node LTS is max intersecting LTS
1215104018,45.9058501,11.0506386,3,,POINT (11.0506386 45.9058501),,Node not found in edges
1215104040,45.9052991,11.049047,4,,POINT (11.049047 45.9052991),2.0,Node LTS is max intersecting LTS
1219595410,45.8578358,11.0589871,3,,POINT (11.0589871 45.8578358),3.0,Node LTS is max intersecting LTS
1225246626,45.8555724,11.0574429,1,,POINT (11.0574429 45.8555724),2.0,Node LTS is max intersecting LTS
1229509382,45.8479216,11.0507084,3,,POINT (11.0507084 45.8479216),,Node not found in edges
1229509440,45.8473545,11.0541389,3,,POINT (11.0541389 45.8473545),,Node not found in edges
1238738286,45.8367131,11.0512632,3,,POINT (11.0512632 45.8367131),3.0,Node LTS is max intersecting LTS
1260002944,45.8819723,11.1035713,4,,POINT (11.1035713 45.8819723),,Node not found in edges
1260003118,45.8816951,11.1058677,3,,POINT (11.1058677 45.8816951),,Node not found in edges
1264089124,45.9104521,11.0398507,4,,POINT (11.0398507 45.9104521),3.0,Node LTS is max intersecting LTS
1267852680,45.8848744,11.0451599,3,,POINT (11.0451599 45.8848744),,Node not found in edges
1267852690,45.8847162,11.0455322,3,,POINT (11.0455322 45.8847162),,Node not found in edges
1267856420,45.8496317,11.0538258,3,,POINT (11.0538258 45.8496317),,Node not found in edges
1267856449,45.849965,11.0543608,3,,POINT (11.0543608 45.849965),,Node not found in edges
1267856465,45.8495424,11.053878,3,,POINT (11.053878 45.8495424),,Node not found in edges
1267856478,45.8492252,11.0539397,1,,POINT (11.0539397 45.8492252),,Node not found in edges
1273073747,45.9066199,11.0578607,3,,POINT (11.0578607 45.9066199),2.0,Node LTS is max intersecting LTS
1273073766,45.9066961,11.05863,3,,POINT (11.05863 45.9066961),2.0,Node LTS is max intersecting LTS
1275719706,45.8937588,11.0939033,3,,POINT (11.0939033 45.8937588),,Node not found in edges
1277496334,45.8842907,11.0654963,3,,POINT (11.0654963 45.8842907),2.0,Node LTS is max intersecting LTS
1277496345,45.8846449,11.0658739,3,,POINT (11.0658739 45.8846449),,Node not found in edges
1277496347,45.8846931,11.0657143,3,,POINT (11.0657143 45.8846931),,Node not found in edges
1277496353,45.8846633,11.0661063,1,,POINT (11.0661063 45.8846633),,Node not found in edges
1277496380,45.8846164,11.0657589,3,,POINT (11.0657589 45.8846164),,Node not found in edges
1277500211,45.8896057,11.0457861,3,,POINT (11.0457861 45.8896057),3.0,Node LTS is max intersecting LTS
1277500216,45.8898154,11.0461258,3,,POINT (11.0461258 45.8898154),3.0,Node LTS is max intersecting LTS
1303783085,45.8268526,11.0167759,3,,POINT (11.0167759 45.8268526),,Node not found in edges
1305248501,45.8175397,11.029568,3,,POINT (11.029568 45.8175397),2.0,Node LTS is max intersecting LTS
1305248668,45.8187608,11.0283816,3,,POINT (11.0283816 45.8187608),,Node not found in edges
1306149320,45.8383021,11.0221337,3,,POINT (11.0221337 45.8383021),,Node not found in edges
1306149372,45.8369919,11.0250273,3,,POINT (11.0250273 45.8369919),2.0,Node LTS is max intersecting LTS
1306149463,45.8353345,11.0105587,3,,POINT (11.0105587 45.8353345),4.0,Node LTS is max intersecting LTS
1306149488,45.8374404,11.0211523,3,,POINT (11.0211523 45.8374404),,Node not found in edges
1306149492,45.8366011,11.0196889,4,,POINT (11.0196889 45.8366011),,Node not found in edges
1306154753,45.8253498,11.0186026,3,,POINT (11.0186026 45.8253498),,Node not found in edges
1306154754,45.8298763,11.0180172,3,,POINT (11.0180172 45.8298763),,Node not found in edges
1309409905,45.887849,11.0681664,3,,POINT (11.0681664 45.887849),,Node not found in edges
1309409925,45.889833,11.0796625,3,,POINT (11.0796625 45.889833),,Node not found in edges
1309409926,45.8886325,11.0682427,3,,POINT (11.0682427 45.8886325),,Node not found in edges
1309409988,45.8886676,11.0683773,3,,POINT (11.0683773 45.8886676),,Node not found in edges
1309411108,45.887545,11.0935787,3,,POINT (11.0935787 45.887545),2.0,Node LTS is max intersecting LTS
1321808656,45.8385969,11.0323659,3,,POINT (11.0323659 45.8385969),2.0,Node LTS is max intersecting LTS
1321808814,45.8369448,11.0249329,3,,POINT (11.0249329 45.8369448),2.0,Node LTS is max intersecting LTS
1366753201,45.8961504,11.0296072,1,,POINT (11.0296072 45.8961504),3.0,Node LTS is max intersecting LTS
1366753204,45.8961474,11.0290502,3,crossing,POINT (11.0290502 45.8961474),3.0,Node LTS is max intersecting LTS
1381667563,45.9156269,11.046312,3,,POINT (11.046312 45.9156269),3.0,Node LTS is max intersecting LTS
1388417844,45.887297,11.0623737,3,,POINT (11.0623737 45.887297),2.0,Node LTS is max intersecting LTS
1399949201,45.8499571,11.0128481,3,,POINT (11.0128481 45.8499571),3.0,Node LTS is max intersecting LTS
1399949244,45.850476,11.0129849,4,,POINT (11.0129849 45.850476),3.0,Node LTS is max intersecting LTS
1399949246,45.8504909,11.0132716,4,,POINT (11.0132716 45.8504909),3.0,Node LTS is max intersecting LTS
1399949263,45.8505884,11.0128928,3,,POINT (11.0128928 45.8505884),3.0,Node LTS is max intersecting LTS
1399949272,45.8505945,11.0133388,3,,POINT (11.0133388 45.8505945),3.0,Node LTS is max intersecting LTS
1399949286,45.8506912,11.0129435,3,,POINT (11.0129435 45.8506912),3.0,Node LTS is max intersecting LTS
1399949294,45.8507296,11.0132372,3,,POINT (11.0132372 45.8507296),3.0,Node LTS is max intersecting LTS
1399949314,45.8519502,11.0131088,3,,POINT (11.0131088 45.8519502),4.0,Node LTS is max intersecting LTS
1400048443,45.8625841,11.0271523,3,,POINT (11.0271523 45.8625841),4.0,Node LTS is max intersecting LTS
1412623178,45.8840735,11.0774625,1,,POINT (11.0774625 45.8840735),2.0,Node LTS is max intersecting LTS
1435780467,45.8901905,11.03984,3,crossing,POINT (11.03984 45.8901905),2.0,Node LTS is max intersecting LTS
1446343698,45.9037792,11.0409298,3,,POINT (11.0409298 45.9037792),2.0,Node LTS is max intersecting LTS
1446343699,45.903992,11.040886,3,,POINT (11.040886 45.903992),2.0,Node LTS is max intersecting LTS
1446343702,45.9039902,11.0409664,3,,POINT (11.0409664 45.9039902),2.0,Node LTS is max intersecting LTS
1446343713,45.9040726,11.0410459,3,,POINT (11.0410459 45.9040726),2.0,Node LTS is max intersecting LTS
1446343717,45.9041184,11.0408399,3,,POINT (11.0408399 45.9041184),2.0,Node LTS is max intersecting LTS
1446343721,45.9041464,11.0409064,3,,POINT (11.0409064 45.9041464),2.0,Node LTS is max intersecting LTS
1446343722,45.9042979,11.0407503,3,,POINT (11.0407503 45.9042979),2.0,Node LTS is max intersecting LTS
1447971958,45.8362606,11.0516546,3,,POINT (11.0516546 45.8362606),3.0,Node LTS is max intersecting LTS
1452751465,45.839724,11.024685,3,,POINT (11.024685 45.839724),2.0,Node LTS is max intersecting LTS
1457013431,45.8975781,11.0402052,1,,POINT (11.0402052 45.8975781),,Node not found in edges
1459216834,45.8937773,11.1205311,3,,POINT (11.1205311 45.8937773),2.0,Node LTS is max intersecting LTS
1462315328,45.8740238,11.0340588,3,,POINT (11.0340588 45.8740238),2.0,Node LTS is max intersecting LTS
1462487422,45.9033763,11.0465859,1,,POINT (11.0465859 45.9033763),2.0,Node LTS is max intersecting LTS
1462487426,45.9034452,11.0452386,3,,POINT (11.0452386 45.9034452),2.0,Node LTS is max intersecting LTS
1480166433,45.886814,11.0267817,1,,POINT (11.0267817 45.886814),2.0,Node LTS is max intersecting LTS
1480166436,45.886894,11.026214,3,,POINT (11.026214 45.886894),2.0,Node LTS is max intersecting LTS
1480166438,45.8870443,11.0260956,3,,POINT (11.0260956 45.8870443),2.0,Node LTS is max intersecting LTS
1480166440,45.8871219,11.0248558,1,,POINT (11.0248558 45.8871219),2.0,Node LTS is max intersecting LTS
1480166449,45.8874211,11.0261375,3,,POINT (11.0261375 45.8874211),2.0,Node LTS is max intersecting LTS
1480166454,45.8884586,11.0261866,1,,POINT (11.0261866 45.8884586),2.0,Node LTS is max intersecting LTS
1493182619,45.8904262,11.0447146,1,,POINT (11.0447146 45.8904262),,Node not found in edges
1493182620,45.8904307,11.0447818,1,,POINT (11.0447818 45.8904307),,Node not found in edges
1493182621,45.8904436,11.0451472,3,,POINT (11.0451472 45.8904436),3.0,Node LTS is max intersecting LTS
1493182630,45.8905978,11.044753,3,,POINT (11.044753 45.8905978),,Node not found in edges
1493182632,45.8906175,11.0449358,3,,POINT (11.0449358 45.8906175),,Node not found in edges
1493182634,45.8906272,11.0450826,3,,POINT (11.0450826 45.8906272),3.0,Node LTS is max intersecting LTS
1508795402,45.8056648,11.0570782,3,,POINT (11.0570782 45.8056648),,Node not found in edges
1508795453,45.8122972,11.0500579,1,,POINT (11.0500579 45.8122972),2.0,Node LTS is max intersecting LTS
1508796400,45.8110217,11.0592011,1,,POINT (11.0592011 45.8110217),2.0,Node LTS is max intersecting LTS
1521388933,45.8504766,11.0135569,3,,POINT (11.0135569 45.8504766),,Node not found in edges
1529794512,45.887803,11.0367706,3,crossing,POINT (11.0367706 45.887803),2.0,Node LTS is max intersecting LTS
1529794519,45.8879787,11.0384792,3,,POINT (11.0384792 45.8879787),2.0,Node LTS is max intersecting LTS
1529794521,45.8879884,11.0369188,3,crossing,POINT (11.0369188 45.8879884),2.0,Node LTS is max intersecting LTS
1529794523,45.8879926,11.03718,3,,POINT (11.03718 45.8879926),2.0,Node LTS is max intersecting LTS
1529794529,45.8881515,11.0371893,3,,POINT (11.0371893 45.8881515),,Node not found in edges
1529794541,45.8882829,11.0371953,3,,POINT (11.0371953 45.8882829),,Node not found in edges
1529794542,45.8883418,11.0386198,3,,POINT (11.0386198 45.8883418),,Node not found in edges
1529794543,45.8883263,11.0387126,3,,POINT (11.0387126 45.8883263),1.0,Node LTS is max intersecting LTS
