geometry
"LINESTRING (11.118826 46.0588162, 11.1187043 46.0587177, 11.1185236 46.0583485, 11.1184338 46.0581253, 11.1183545 46.0578751, 11.1182638 46.0576447, 11.1182566 46.0576401, 11.1180991 46.0575892, 11.1178803 46.0575634, 11.117528 46.0575164, 11.117467 46.0575083, 11.1174023 46.0574996, 11.1163049 46.0573561, 11.1159888 46.0573184, 11.1160113 46.0572248, 11.1160538 46.0568958, 11.1161676 46.0561679, 11.1161974 46.0559168, 11.1162928 46.0551606, 11.1163098 46.0550715, 11.1167489 46.0533575, 11.1167806 46.0532885, 11.1171376 46.0525103)"
"LINESTRING (11.1187594 46.0588847, 11.1187043 46.0587177, 11.1185236 46.0583485, 11.1184338 46.0581253, 11.1183545 46.0578751, 11.1182638 46.0576447, 11.1182566 46.0576401, 11.1182024 46.0574948, 11.1183492 46.057411, 11.1184867 46.0574325, 11.1186109 46.0573397, 11.1188343 46.0571449, 11.1193971 46.0567462, 11.1195372 46.0566478, 11.1196934 46.056531, 11.1200801 46.0559815, 11.1201007 46.0558997, 11.1201288 46.0557866, 11.1202652 46.0552696, 11.1203604 46.0549738, 11.1204256 46.0547863, 11.1204459 46.0546949, 11.1204497 46.0546781, 11.1204529 46.0546634, 11.1205083 46.054414, 11.1205717 46.054129, 11.1206423 46.0539002)"
"LINESTRING (11.1187594 46.0588847, 11.1187043 46.0587177, 11.1185236 46.0583485, 11.1184338 46.0581253, 11.1183545 46.0578751, 11.1182638 46.0576447, 11.1182566 46.0576401, 11.1182024 46.0574948, 11.1183492 46.057411, 11.1184867 46.0574325, 11.1186109 46.0573397, 11.1188343 46.0571449, 11.1193971 46.0567462, 11.1195372 46.0566478, 11.1196934 46.056531, 11.1200801 46.0559815, 11.1201007 46.0558997, 11.1201288 46.0557866, 11.1202652 46.0552696, 11.1203604 46.0549738, 11.1204256 46.0547863, 11.1204459 46.0546949, 11.1204497 46.0546781, 11.1204529 46.0546634, 11.1205083 46.054414, 11.1205717 46.054129, 11.1206423 46.0539002, 11.1206937 46.0536506, 11.1208209 46.0531283)"
"LINESTRING (11.1187594 46.0588847, 11.1187043 46.0587177, 11.1185236 46.0583485, 11.1184338 46.0581253, 11.1183545 46.0578751, 11.1182638 46.0576447, 11.1182566 46.0576401, 11.1182024 46.0574948, 11.1183492 46.057411, 11.1183054 46.0573083, 11.1182458 46.0564311, 11.1182516 46.0564056, 11.1182989 46.056195, 11.1183886 46.0557726, 11.1184001 46.0557213, 11.118423 46.0555867, 11.118424 46.0555678, 11.1184206 46.0554826, 11.1183344 46.0551998, 11.1182918 46.0551188, 11.1182513 46.055052, 11.1181893 46.0539874, 11.1184937 46.0534403, 11.1185143 46.0534124, 11.1186736 46.0530782, 11.1187289 46.0529696, 11.1188443 46.052673)"
"LINESTRING (11.1187594 46.0588847, 11.1187043 46.0587177, 11.1185236 46.0583485, 11.1184338 46.0581253, 11.1183545 46.0578751, 11.1182638 46.0576447, 11.1182566 46.0576401, 11.1180991 46.0575892, 11.1178803 46.0575634, 11.117528 46.0575164, 11.117467 46.0575083, 11.1174023 46.0574996, 11.1163049 46.0573561, 11.1159888 46.0573184, 11.1160113 46.0572248, 11.1160538 46.0568958, 11.1161676 46.0561679, 11.1161974 46.0559168, 11.1162928 46.0551606, 11.1163098 46.0550715, 11.1167489 46.0533575, 11.1167806 46.0532885, 11.1171376 46.0525103)"
"LINESTRING (11.1157384 46.0699441, 11.1158296 46.0699188, 11.1158859 46.069791, 11.1161176 46.0697896, 11.1161386 46.0698079, 11.1161387 46.069901, 11.1160719 46.0699451, 11.1160451 46.0700453, 11.1160593 46.0701273, 11.1161716 46.0704644, 11.1163828 46.0709016, 11.1165971 46.0711889, 11.1166541 46.0712047, 11.1168561 46.0712609, 11.1170127 46.0713046, 11.1171855 46.0713616, 11.1172344 46.0713984, 11.1173482 46.0716232, 11.1176551 46.0722903, 11.1178436 46.0726937, 11.1181132 46.0732723, 11.1181365 46.0733227, 11.1181672 46.0733887, 11.1183266 46.0737037, 11.1183909 46.073842, 11.1183257 46.0738559)"
"LINESTRING (11.1236024 46.0752311, 11.1236638 46.0751846, 11.1237385 46.0751076, 11.1238324 46.0749783, 11.1241435 46.074382, 11.1241571 46.0743203)"
"LINESTRING (11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647)"
"LINESTRING (11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647, 11.1310273 46.0563309, 11.1311518 46.056305, 11.131325 46.0562111)"
"LINESTRING (11.1220154 46.0602974, 11.1223304 46.0595564, 11.1224884 46.0591658, 11.1227069 46.0586257, 11.1227312 46.058549, 11.122661 46.058471, 11.1227783 46.0584313, 11.1228333 46.058479, 11.1235598 46.0586192, 11.1244923 46.0588061, 11.1245194 46.0587443, 11.124693 46.0583531, 11.1254582 46.0579717, 11.1249022 46.0574709)"
"LINESTRING (11.1312417 46.0495654, 11.1312255 46.0489929, 11.1312109 46.0488264, 11.1312023 46.0487154, 11.1311986 46.0486721, 11.1311328 46.0478566, 11.1311096 46.0475459, 11.1310776 46.0470708, 11.1310406 46.0466377, 11.1310253 46.046459, 11.1310226 46.0464291, 11.1310168 46.0463266, 11.1310154 46.0454801, 11.1310353 46.0452517, 11.1310823 46.0448958, 11.1310998 46.0447673, 11.1311505 46.0443905, 11.1311865 46.0442009, 11.1312561 46.0439492, 11.1313335 46.0433922, 11.131369 46.0430128, 11.1313747 46.0427918, 11.1311669 46.0424719)"
"LINESTRING (11.1312255 46.0489929, 11.1312109 46.0488264, 11.1312023 46.0487154, 11.1311986 46.0486721, 11.1311328 46.0478566, 11.1311096 46.0475459, 11.1310776 46.0470708, 11.1310406 46.0466377, 11.1310253 46.046459, 11.1310226 46.0464291, 11.1310168 46.0463266, 11.1310154 46.0454801, 11.1310353 46.0452517, 11.1310823 46.0448958, 11.1310998 46.0447673, 11.1311505 46.0443905, 11.1311865 46.0442009, 11.1312561 46.0439492, 11.1313335 46.0433922, 11.131369 46.0430128, 11.1313747 46.0427918, 11.1311669 46.0424719)"
"LINESTRING (11.1142932 46.0660795, 11.114379 46.0662275, 11.114711 46.0669158, 11.1151268 46.0676505, 11.1151804 46.0677436, 11.1152645 46.0679492, 11.1152504 46.0680752, 11.1152257 46.0681954, 11.1160876 46.0696636, 11.1161176 46.0697896, 11.1161386 46.0698079, 11.1161387 46.069901, 11.1160719 46.0699451, 11.1158529 46.0699373, 11.1158296 46.0699188, 11.1157384 46.0699441, 11.1144548 46.0702894, 11.1143544 46.0703175, 11.1143807 46.0703834, 11.1142862 46.0704954, 11.1141614 46.0705083, 11.1140166 46.0703816, 11.1140424 46.0703197, 11.1140687 46.0702124)"
"LINESTRING (11.1180991 46.0575892, 11.1178803 46.0575634, 11.117528 46.0575164, 11.117467 46.0575083, 11.1174023 46.0574996, 11.1163049 46.0573561, 11.1159888 46.0573184, 11.1160113 46.0572248, 11.1160538 46.0568958, 11.1161676 46.0561679, 11.1161974 46.0559168, 11.1162928 46.0551606, 11.1163098 46.0550715, 11.1167489 46.0533575, 11.1167806 46.0532885, 11.1171376 46.0525103)"
"LINESTRING (11.1180843 46.0575263, 11.1182024 46.0574948, 11.1183492 46.057411, 11.1184867 46.0574325, 11.1186109 46.0573397, 11.1188343 46.0571449, 11.1193971 46.0567462, 11.1195372 46.0566478, 11.1196934 46.056531, 11.1200801 46.0559815, 11.1201007 46.0558997, 11.1201288 46.0557866, 11.1202652 46.0552696, 11.1203604 46.0549738, 11.1204256 46.0547863, 11.1204459 46.0546949, 11.1204497 46.0546781, 11.1204529 46.0546634, 11.1205083 46.054414, 11.1205717 46.054129, 11.1206423 46.0539002)"
"LINESTRING (11.1180843 46.0575263, 11.1182024 46.0574948, 11.1183492 46.057411, 11.1184867 46.0574325, 11.1186109 46.0573397, 11.1188343 46.0571449, 11.1193971 46.0567462, 11.1195372 46.0566478, 11.1196934 46.056531, 11.1200801 46.0559815, 11.1201007 46.0558997, 11.1201288 46.0557866, 11.1202652 46.0552696, 11.1203604 46.0549738, 11.1204256 46.0547863, 11.1204459 46.0546949, 11.1204497 46.0546781, 11.1204529 46.0546634, 11.1205083 46.054414, 11.1205717 46.054129, 11.1206423 46.0539002, 11.1206937 46.0536506, 11.1208209 46.0531283)"
"LINESTRING (11.130451 46.0512122, 11.1301972 46.0512508, 11.1302907 46.0510874, 11.1307601 46.0503854, 11.1308952 46.0501293, 11.1308113 46.0499146, 11.1306131 46.0497747, 11.1300704 46.0493717, 11.1292177 46.0487418, 11.1288327 46.0484527, 11.1286729 46.0483348, 11.1285397 46.0482416, 11.1280589 46.0478758, 11.1276508 46.0475871)"
"LINESTRING (11.1185759 46.0743952, 11.1186418 46.0743802, 11.1184426 46.0739475, 11.1183909 46.073842, 11.1183266 46.0737037, 11.1181672 46.0733887, 11.1181365 46.0733227, 11.1181132 46.0732723, 11.1178436 46.0726937, 11.1176551 46.0722903, 11.1173482 46.0716232, 11.1172344 46.0713984, 11.1171855 46.0713616, 11.1170127 46.0713046, 11.1168561 46.0712609, 11.1166541 46.0712047, 11.1165971 46.0711889, 11.1163828 46.0709016, 11.1161716 46.0704644, 11.1159035 46.0700586, 11.1158529 46.0699373, 11.1158296 46.0699188, 11.1157384 46.0699441)"
"LINESTRING (11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647)"
"LINESTRING (11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647, 11.1310273 46.0563309, 11.1311518 46.056305, 11.131325 46.0562111)"
"LINESTRING (11.1298693 46.0532084, 11.1297843 46.0532116, 11.1297828 46.0528645, 11.1297846 46.0527396, 11.129793 46.0524964, 11.1298749 46.0520318, 11.130014 46.051662, 11.1301972 46.0512508, 11.1302907 46.0510874, 11.1307601 46.0503854, 11.1308952 46.0501293, 11.1308113 46.0499146, 11.1306131 46.0497747, 11.1300704 46.0493717, 11.1292177 46.0487418, 11.1288327 46.0484527, 11.1286729 46.0483348, 11.1285397 46.0482416, 11.1280589 46.0478758, 11.1276508 46.0475871)"
"LINESTRING (11.1298693 46.0532084, 11.1297843 46.0532116, 11.1297828 46.0528645, 11.1297846 46.0527396, 11.129793 46.0524964, 11.1298749 46.0520318, 11.130014 46.051662, 11.1301972 46.0512508, 11.1302907 46.0510874, 11.1307601 46.0503854, 11.1308952 46.0501293, 11.1308113 46.0499146, 11.131033 46.0498936, 11.1312417 46.0495654, 11.1312255 46.0489929, 11.1312109 46.0488264, 11.1312023 46.0487154, 11.1311986 46.0486721, 11.1311328 46.0478566, 11.1311096 46.0475459, 11.1310776 46.0470708, 11.1310406 46.0466377, 11.1310253 46.046459, 11.1310226 46.0464291, 11.1310168 46.0463266, 11.1310154 46.0454801, 11.1310353 46.0452517, 11.1310823 46.0448958, 11.1310998 46.0447673, 11.1311505 46.0443905, 11.1311865 46.0442009, 11.1312561 46.0439492, 11.1313335 46.0433922, 11.131369 46.0430128, 11.1313747 46.0427918, 11.1311669 46.0424719)"
"LINESTRING (11.1311194 46.0500375, 11.1308952 46.0501293, 11.1307601 46.0503854, 11.1302907 46.0510874, 11.1301972 46.0512508, 11.130014 46.051662, 11.1298749 46.0520318, 11.129793 46.0524964, 11.1297846 46.0527396, 11.1296329 46.052737, 11.1288272 46.0525999, 11.1285953 46.0524495, 11.1283162 46.0523434, 11.1284351 46.0517906, 11.1269646 46.0510138, 11.1268926 46.0509921, 11.1269639 46.0502277)"
"LINESTRING (11.1311194 46.0500375, 11.1308952 46.0501293, 11.1307601 46.0503854, 11.1302907 46.0510874, 11.1301972 46.0512508, 11.130014 46.051662, 11.1298749 46.0520318, 11.129793 46.0524964, 11.1297846 46.0527396, 11.1296329 46.052737, 11.1288272 46.0525999, 11.1285953 46.0524495, 11.1283162 46.0523434, 11.1284351 46.0517906, 11.1269646 46.0510138, 11.1268926 46.0509921, 11.1259786 46.0508671, 11.125771 46.0508484)"
"LINESTRING (11.1311194 46.0500375, 11.1308952 46.0501293, 11.1307601 46.0503854, 11.1302907 46.0510874, 11.1301972 46.0512508, 11.130014 46.051662, 11.1298749 46.0520318, 11.129793 46.0524964, 11.1297846 46.0527396, 11.1296329 46.052737, 11.1288272 46.0525999, 11.1285953 46.0524495, 11.1283162 46.0523434, 11.1282468 46.0523237, 11.1280379 46.0522814, 11.1274535 46.052232, 11.1270871 46.0522044, 11.1263357 46.0522334, 11.1262586 46.0522568, 11.1258962 46.0523878, 11.1256248 46.0524381, 11.1250273 46.052452, 11.1247094 46.0524583, 11.1246454 46.0524596, 11.124445 46.0524641, 11.1244101 46.0524632, 11.1243588 46.0524561, 11.1243317 46.0524461, 11.1242104 46.0524638, 11.1237744 46.0524427, 11.1233056 46.0524421)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1277249 46.0580449, 11.127787 46.0579246)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1277249 46.0580449, 11.127787 46.0579246, 11.1279627 46.0575841, 11.1280298 46.0574541)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1277249 46.0580449, 11.127787 46.0579246, 11.1279627 46.0575841, 11.1280298 46.0574541, 11.1280643 46.0573871, 11.1281519 46.0572174, 11.1283917 46.0567526)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1277249 46.0580449, 11.127787 46.0579246, 11.1279627 46.0575841, 11.1280298 46.0574541, 11.1280643 46.0573871, 11.1281519 46.0572174, 11.1283917 46.0567526, 11.1285363 46.0564723, 11.1286141 46.0563216, 11.1287615 46.0560359)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1277249 46.0580449, 11.127787 46.0579246, 11.1279627 46.0575841, 11.1280298 46.0574541, 11.1280643 46.0573871, 11.1281519 46.0572174, 11.1283917 46.0567526, 11.1285363 46.0564723, 11.1286141 46.0563216, 11.1287615 46.0560359, 11.1288299 46.0559)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647)"
"LINESTRING (11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684, 11.1272197 46.0586907, 11.1275285 46.0584316, 11.1276685 46.0583533, 11.127808 46.0582696, 11.1287822 46.0577046, 11.1296561 46.0571856, 11.129723 46.0571459, 11.1298544 46.0570681, 11.1299631 46.0570046, 11.1307749 46.0565266, 11.130984 46.0564346, 11.1309862 46.0563647, 11.1310273 46.0563309, 11.1311518 46.056305, 11.131325 46.0562111)"
"LINESTRING (11.1059152 46.1141753, 11.1059613 46.1141736, 11.1060301 46.1141696, 11.1063413 46.1140215, 11.106372 46.1138926, 11.1065624 46.1137222, 11.1067071 46.1136888, 11.1070373 46.1137536, 11.1071875 46.1139341, 11.1071977 46.1140478, 11.107374 46.1140964, 11.1074248 46.1140979)"
"LINESTRING (11.1235804 46.0585618, 11.1235598 46.0586192, 11.1244923 46.0588061, 11.1245214 46.0588207, 11.1248334 46.0590326, 11.1248595 46.0590504, 11.1249261 46.0590975, 11.1251352 46.0592586, 11.1257275 46.0596739, 11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684)"
"LINESTRING (11.1225748 46.0584527, 11.122661 46.058471, 11.1227783 46.0584313, 11.1228333 46.058479, 11.1235598 46.0586192, 11.1244923 46.0588061, 11.1245194 46.0587443, 11.124693 46.0583531, 11.1254582 46.0579717, 11.1249022 46.0574709)"
"LINESTRING (11.1225748 46.0584527, 11.122661 46.058471, 11.1227783 46.0584313, 11.1228333 46.058479, 11.1235598 46.0586192, 11.1244923 46.0588061, 11.1245214 46.0588207, 11.1248334 46.0590326, 11.1248595 46.0590504, 11.1249261 46.0590975, 11.1251352 46.0592586, 11.1257275 46.0596739, 11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684)"
"LINESTRING (11.1245194 46.0587443, 11.1244923 46.0588061, 11.1245214 46.0588207, 11.1248334 46.0590326, 11.1248595 46.0590504, 11.1249261 46.0590975, 11.1251352 46.0592586, 11.1257275 46.0596739, 11.1259771 46.0596946, 11.1261955 46.0596321, 11.1268623 46.0590016, 11.1269427 46.0589328, 11.1269858 46.0588897, 11.1270101 46.0588684)"
