osmid,y,x,street_count,highway,ref,geometry,lts,message
258586240,46.0721195,11.0864292,3,,,POINT (11.0864292 46.0721195),4.0,Node LTS is max intersecting LTS
258597590,46.0096058,11.1222117,4,,,POINT (11.1222117 46.0096058),4.0,Node LTS is max intersecting LTS
258865590,46.0762813,11.1005459,3,,,POINT (11.1005459 46.0762813),3.0,Node LTS is max intersecting LTS
258865601,46.0727016,11.1068147,3,,,POINT (11.1068147 46.0727016),3.0,Node LTS is max intersecting LTS
258865604,46.0736455,11.1047063,3,,,POINT (11.1047063 46.0736455),3.0,Node LTS is max intersecting LTS
258886370,46.0682349,11.114833,3,,,POINT (11.114833 46.0682349),1.0,Node LTS is max intersecting LTS
258886376,46.0456563,11.1137944,4,crossing,,POINT (11.1137944 46.0456563),4.0,Node LTS is max intersecting LTS
258912662,46.047529,11.1275621,3,,,POINT (11.1275621 46.047529),3.0,Node LTS is max intersecting LTS
258913727,46.0427918,11.1313747,3,,,POINT (11.1313747 46.0427918),4.0,Node LTS is max intersecting LTS
258913733,46.0442009,11.1311865,3,,,POINT (11.1311865 46.0442009),3.0,Node LTS is max intersecting LTS
258913747,46.0498936,11.131033,3,,,POINT (11.131033 46.0498936),3.0,Node LTS is max intersecting LTS
258913816,46.0500375,11.1311194,3,,,POINT (11.1311194 46.0500375),3.0,Node LTS is max intersecting LTS
258921006,46.0472904,11.1273207,3,,,POINT (11.1273207 46.0472904),3.0,Node LTS is max intersecting LTS
