osmid,y,x,highway,street_count,geometry,lts,message
9195377,46.4770713,11.3181598,motorway_junction,3,POINT (11.3181598 46.4770713),0.0,Node LTS is max intersecting LTS
29541669,46.4938963,11.4084499,,3,POINT (11.4084499 46.4938963),0.0,Node LTS is max intersecting LTS
143410459,46.5002555,11.3610722,,3,POINT (11.3610722 46.5002555),2.0,Node LTS is max intersecting LTS
143410470,46.5000014,11.3639086,,4,POINT (11.3639086 46.5000014),3.0,Node LTS is max intersecting LTS
143410471,46.5001423,11.36429,,3,POINT (11.36429 46.5001423),3.0,Node LTS is max intersecting LTS
143410487,46.4985568,11.3649736,,3,POINT (11.3649736 46.4985568),3.0,Node LTS is max intersecting LTS
143410491,46.4983158,11.3649887,,3,POINT (11.3649887 46.4983158),3.0,Node LTS is max intersecting LTS
143410493,46.4977662,11.3660852,traffic_signals,4,POINT (11.3660852 46.4977662),2.0,LTS 3-4 with traffic signals
143410506,46.4941616,11.3677365,crossing,3,POINT (11.3677365 46.4941616),3.0,Node LTS is max intersecting LTS
143410507,46.4930963,11.3686182,traffic_signals,3,POINT (11.3686182 46.4930963),2.0,LTS 3-4 with traffic signals
143410508,46.4924982,11.3689811,,3,POINT (11.3689811 46.4924982),3.0,Node LTS is max intersecting LTS
143412409,46.4960352,11.3401594,crossing,4,POINT (11.3401594 46.4960352),3.0,Node LTS is max intersecting LTS
143412412,46.4949566,11.3402132,traffic_signals,4,POINT (11.3402132 46.4949566),2.0,LTS 3-4 with traffic signals
143412418,46.4946837,11.3457691,crossing,4,POINT (11.3457691 46.4946837),3.0,Node LTS is max intersecting LTS
143412419,46.4946987,11.3465354,,4,POINT (11.3465354 46.4946987),4.0,Node LTS is max intersecting LTS
143412429,46.4950159,11.3544805,,3,POINT (11.3544805 46.4950159),3.0,Node LTS is max intersecting LTS
143412430,46.495064,11.3552379,traffic_signals,3,POINT (11.3552379 46.495064),2.0,LTS 3-4 with traffic signals
143412435,46.4968639,11.3578368,,3,POINT (11.3578368 46.4968639),3.0,Node LTS is max intersecting LTS
143412439,46.4990981,11.3612289,,4,POINT (11.3612289 46.4990981),2.0,Node LTS is max intersecting LTS
143412440,46.5003982,11.3607365,,3,POINT (11.3607365 46.5003982),2.0,Node LTS is max intersecting LTS
143412445,46.5012373,11.3568484,,4,POINT (11.3568484 46.5012373),2.0,Node LTS is max intersecting LTS
143412448,46.5011426,11.3555481,,3,POINT (11.3555481 46.5011426),2.0,Node LTS is max intersecting LTS
143412454,46.5010206,11.3536792,,3,POINT (11.3536792 46.5010206),2.0,Node LTS is max intersecting LTS
143412460,46.5013378,11.3511961,,3,POINT (11.3511961 46.5013378),2.0,Node LTS is max intersecting LTS
143412465,46.5015001,11.3496823,,3,POINT (11.3496823 46.5015001),2.0,Node LTS is max intersecting LTS
143412478,46.4990427,11.3492012,,4,POINT (11.3492012 46.4990427),2.0,Node LTS is max intersecting LTS
143412479,46.4990752,11.3483542,,3,POINT (11.3483542 46.4990752),2.0,Node LTS is max intersecting LTS
143412481,46.4990611,11.3478635,,3,POINT (11.3478635 46.4990611),2.0,Node LTS is max intersecting LTS
143412495,46.5017626,11.3445448,,3,POINT (11.3445448 46.5017626),4.0,Node LTS is max intersecting LTS
143413284,46.509754,11.3475482,,3,POINT (11.3475482 46.509754),4.0,Node LTS is max intersecting LTS
143413286,46.5091385,11.3470764,,3,POINT (11.3470764 46.5091385),4.0,Node LTS is max intersecting LTS
143415744,46.4746704,11.3169717,,3,POINT (11.3169717 46.4746704),3.0,Node LTS is max intersecting LTS
143420947,46.5013,11.311966,,3,POINT (11.311966 46.5013),3.0,Node LTS is max intersecting LTS
143420961,46.5033039,11.322613,,3,POINT (11.322613 46.5033039),3.0,Node LTS is max intersecting LTS
143420965,46.5028626,11.3293429,,3,POINT (11.3293429 46.5028626),3.0,Node LTS is max intersecting LTS
143420975,46.5039575,11.3335893,traffic_signals,4,POINT (11.3335893 46.5039575),2.0,LTS 3-4 with traffic signals
143422373,46.4884869,11.3006873,,3,POINT (11.3006873 46.4884869),4.0,Node LTS is max intersecting LTS
143422383,46.4927277,11.3083766,,3,POINT (11.3083766 46.4927277),3.0,Node LTS is max intersecting LTS
143422391,46.4977624,11.3044885,traffic_signals,4,POINT (11.3044885 46.4977624),2.0,LTS 3-4 with traffic signals
143422395,46.4987297,11.3067321,,3,POINT (11.3067321 46.4987297),3.0,Node LTS is max intersecting LTS
143422398,46.5001482,11.3111453,,3,POINT (11.3111453 46.5001482),3.0,Node LTS is max intersecting LTS
143423323,46.5183891,11.3579236,,3,POINT (11.3579236 46.5183891),3.0,Node LTS is max intersecting LTS
143423343,46.5122156,11.3531291,,3,POINT (11.3531291 46.5122156),3.0,Node LTS is max intersecting LTS
143423360,46.5066739,11.3543553,,3,POINT (11.3543553 46.5066739),2.0,Node LTS is max intersecting LTS
143423363,46.5052293,11.3548786,,3,POINT (11.3548786 46.5052293),2.0,Node LTS is max intersecting LTS
143423374,46.5018292,11.3576851,,3,POINT (11.3576851 46.5018292),2.0,Node LTS is max intersecting LTS
143423376,46.5017089,11.3590551,,4,POINT (11.3590551 46.5017089),2.0,Node LTS is max intersecting LTS
143423721,46.497459,11.3555648,,3,POINT (11.3555648 46.497459),2.0,Node LTS is max intersecting LTS
143423922,46.4946406,11.3541445,crossing,4,POINT (11.3541445 46.4946406),4.0,Node LTS is max intersecting LTS
143423927,46.4941543,11.3554823,,3,POINT (11.3554823 46.4941543),4.0,Node LTS is max intersecting LTS
143423931,46.4932447,11.3583144,,3,POINT (11.3583144 46.4932447),4.0,Node LTS is max intersecting LTS
143423935,46.4927654,11.3596338,,3,POINT (11.3596338 46.4927654),4.0,Node LTS is max intersecting LTS
143423965,46.4950626,11.3540851,,4,POINT (11.3540851 46.4950626),4.0,Node LTS is max intersecting LTS
150780292,46.4942085,11.4116011,,3,POINT (11.4116011 46.4942085),,Node not found in edges
150783248,46.4970968,11.3799704,,3,POINT (11.3799704 46.4970968),4.0,Node LTS is max intersecting LTS
150783249,46.497297,11.3801507,,3,POINT (11.3801507 46.497297),4.0,Node LTS is max intersecting LTS
150783256,46.4977281,11.3816704,,4,POINT (11.3816704 46.4977281),4.0,Node LTS is max intersecting LTS
150783285,46.498223,11.3846111,,3,POINT (11.3846111 46.498223),4.0,Node LTS is max intersecting LTS
150783318,46.4986588,11.3887318,,4,POINT (11.3887318 46.4986588),4.0,Node LTS is max intersecting LTS
150783332,46.4986178,11.3965637,,3,POINT (11.3965637 46.4986178),4.0,Node LTS is max intersecting LTS
150783339,46.4977527,11.4007352,,3,POINT (11.4007352 46.4977527),4.0,Node LTS is max intersecting LTS
203600776,46.4741844,11.3192772,,3,POINT (11.3192772 46.4741844),0.0,Node LTS is max intersecting LTS
203600782,46.475553,11.3208324,,3,POINT (11.3208324 46.475553),3.0,Node LTS is max intersecting LTS
203600792,46.4765868,11.3172148,,3,POINT (11.3172148 46.4765868),,Node not found in edges
203728633,46.4743585,11.3190057,,3,POINT (11.3190057 46.4743585),0.0,Node LTS is max intersecting LTS
252204483,46.4749928,11.317272,,3,POINT (11.317272 46.4749928),,Node not found in edges
256993924,46.4761526,11.3150444,,3,POINT (11.3150444 46.4761526),,Node not found in edges
256993942,46.4775768,11.3187169,,3,POINT (11.3187169 46.4775768),0.0,Node LTS is max intersecting LTS
256994327,46.4766955,11.3225214,,3,POINT (11.3225214 46.4766955),3.0,Node LTS is max intersecting LTS
262983155,46.4992801,11.3611763,,3,POINT (11.3611763 46.4992801),2.0,Node LTS is max intersecting LTS
262983167,46.4944816,11.3674013,,4,POINT (11.3674013 46.4944816),3.0,Node LTS is max intersecting LTS
262983192,46.4951491,11.3681224,,3,POINT (11.3681224 46.4951491),3.0,Node LTS is max intersecting LTS
262983207,46.4919875,11.3690562,,3,POINT (11.3690562 46.4919875),3.0,Node LTS is max intersecting LTS
262983214,46.4920519,11.3694427,,3,POINT (11.3694427 46.4920519),3.0,Node LTS is max intersecting LTS
262983219,46.4921631,11.3691794,,3,POINT (11.3691794 46.4921631),3.0,Node LTS is max intersecting LTS
262983221,46.4919007,11.3692994,,3,POINT (11.3692994 46.4919007),3.0,Node LTS is max intersecting LTS
262983233,46.4915554,11.3616458,,3,POINT (11.3616458 46.4915554),4.0,Node LTS is max intersecting LTS
262983234,46.4915577,11.3614739,,3,POINT (11.3614739 46.4915577),4.0,Node LTS is max intersecting LTS
262983236,46.4917218,11.3595288,,3,POINT (11.3595288 46.4917218),4.0,Node LTS is max intersecting LTS
262983238,46.4946757,11.353968,traffic_signals,3,POINT (11.353968 46.4946757),2.0,LTS 3-4 with traffic signals
262984539,46.5066121,11.3386096,traffic_signals,4,POINT (11.3386096 46.5066121),2.0,LTS 3-4 with traffic signals
262984541,46.5022493,11.336474,,3,POINT (11.336474 46.5022493),3.0,Node LTS is max intersecting LTS
262984542,46.5016146,11.3402052,traffic_signals,4,POINT (11.3402052 46.5016146),2.0,LTS 3-4 with traffic signals
262984543,46.5009239,11.3441593,,4,POINT (11.3441593 46.5009239),4.0,Node LTS is max intersecting LTS
262984618,46.5032071,11.3343004,,3,POINT (11.3343004 46.5032071),4.0,Node LTS is max intersecting LTS
262984622,46.5031061,11.3342054,,3,POINT (11.3342054 46.5031061),4.0,Node LTS is max intersecting LTS
262984734,46.5020389,11.3447542,,3,POINT (11.3447542 46.5020389),4.0,Node LTS is max intersecting LTS
262984754,46.5017179,11.3448116,,3,POINT (11.3448116 46.5017179),4.0,Node LTS is max intersecting LTS
262985078,46.5012226,11.3513132,,3,POINT (11.3513132 46.5012226),2.0,Node LTS is max intersecting LTS
262985528,46.5038713,11.356432,,3,POINT (11.356432 46.5038713),2.0,Node LTS is max intersecting LTS
262985529,46.5031704,11.3565836,,4,POINT (11.3565836 46.5031704),2.0,Node LTS is max intersecting LTS
262985530,46.5028326,11.3568593,,3,POINT (11.3568593 46.5028326),2.0,Node LTS is max intersecting LTS
262985531,46.5021425,11.3568992,,3,POINT (11.3568992 46.5021425),2.0,Node LTS is max intersecting LTS
262985774,46.4758361,11.3207267,,4,POINT (11.3207267 46.4758361),3.0,Node LTS is max intersecting LTS
264987374,46.517845,11.3568705,,3,POINT (11.3568705 46.517845),4.0,Node LTS is max intersecting LTS
264987434,46.5112097,11.3527575,,3,POINT (11.3527575 46.5112097),3.0,Node LTS is max intersecting LTS
266484972,46.4936771,11.3109415,,4,POINT (11.3109415 46.4936771),4.0,Node LTS is max intersecting LTS
266484980,46.4940105,11.3108706,,3,POINT (11.3108706 46.4940105),4.0,Node LTS is max intersecting LTS
266485032,46.4939756,11.3125086,,4,POINT (11.3125086 46.4939756),3.0,Node LTS is max intersecting LTS
266485149,46.4873571,11.3033964,,3,POINT (11.3033964 46.4873571),3.0,Node LTS is max intersecting LTS
266485164,46.4855031,11.3038257,,3,POINT (11.3038257 46.4855031),3.0,Node LTS is max intersecting LTS
266485165,46.485157,11.3038391,,3,POINT (11.3038391 46.485157),3.0,Node LTS is max intersecting LTS
266485178,46.4831019,11.3045967,,3,POINT (11.3045967 46.4831019),3.0,Node LTS is max intersecting LTS
266485208,46.4756349,11.3089908,,3,POINT (11.3089908 46.4756349),2.0,Node LTS is max intersecting LTS
266742170,46.4971236,11.3797962,,3,POINT (11.3797962 46.4971236),4.0,Node LTS is max intersecting LTS
266742179,46.5006752,11.3638956,traffic_signals,3,POINT (11.3638956 46.5006752),2.0,LTS 3-4 with traffic signals
266742350,46.4952084,11.350871,traffic_signals,6,POINT (11.350871 46.4952084),2.0,LTS 3-4 with traffic signals
266742351,46.4976057,11.3501338,,3,POINT (11.3501338 46.4976057),2.0,Node LTS is max intersecting LTS
266742352,46.4976156,11.3491124,,4,POINT (11.3491124 46.4976156),2.0,Node LTS is max intersecting LTS
266742356,46.500119,11.3479051,,3,POINT (11.3479051 46.500119),3.0,Node LTS is max intersecting LTS
266742357,46.5000458,11.3493129,traffic_signals,4,POINT (11.3493129 46.5000458),1.0,LTS 1-2 with traffic signals or stop
267005894,46.4849416,11.2996093,,4,POINT (11.2996093 46.4849416),4.0,Node LTS is max intersecting LTS
267005897,46.4853133,11.2998621,,3,POINT (11.2998621 46.4853133),4.0,Node LTS is max intersecting LTS
267005907,46.4867194,11.3007837,,3,POINT (11.3007837 46.4867194),4.0,Node LTS is max intersecting LTS
267005923,46.4868244,11.3019349,,3,POINT (11.3019349 46.4868244),3.0,Node LTS is max intersecting LTS
267005971,46.4816938,11.2982738,,3,POINT (11.2982738 46.4816938),4.0,Node LTS is max intersecting LTS
267133300,46.4735415,11.310492,,4,POINT (11.310492 46.4735415),1.0,Node LTS is max intersecting LTS
267341398,46.5010236,11.3063294,,3,POINT (11.3063294 46.5010236),3.0,Node LTS is max intersecting LTS
268624265,46.4953177,11.3361591,,3,POINT (11.3361591 46.4953177),3.0,Node LTS is max intersecting LTS
268624416,46.4946803,11.3455768,traffic_signals,4,POINT (11.3455768 46.4946803),2.0,LTS 3-4 with traffic signals
270530037,46.5057891,11.2908956,crossing,3,POINT (11.2908956 46.5057891),4.0,Node LTS is max intersecting LTS
270956753,46.5102932,11.3466362,,4,POINT (11.3466362 46.5102932),4.0,Node LTS is max intersecting LTS
270956764,46.5121611,11.3444259,crossing,4,POINT (11.3444259 46.5121611),4.0,Node LTS is max intersecting LTS
270957075,46.5187147,11.3367357,,3,POINT (11.3367357 46.5187147),4.0,Node LTS is max intersecting LTS
270957163,46.5206306,11.3405678,,3,POINT (11.3405678 46.5206306),4.0,Node LTS is max intersecting LTS
270958680,46.5122475,11.3348986,,4,POINT (11.3348986 46.5122475),4.0,Node LTS is max intersecting LTS
272279902,46.4941637,11.4039122,motorway_junction,3,POINT (11.4039122 46.4941637),0.0,Node LTS is max intersecting LTS
278629239,46.4914762,11.3694917,,4,POINT (11.3694917 46.4914762),3.0,Node LTS is max intersecting LTS
279306719,46.4758574,11.3129596,,3,POINT (11.3129596 46.4758574),2.0,Node LTS is max intersecting LTS
279306752,46.4817968,11.3220962,,3,POINT (11.3220962 46.4817968),1.0,Node LTS is max intersecting LTS
279306774,46.4899216,11.3424936,,3,POINT (11.3424936 46.4899216),1.0,Node LTS is max intersecting LTS
279306780,46.4932646,11.3476148,,3,POINT (11.3476148 46.4932646),1.0,Node LTS is max intersecting LTS
279306788,46.4920021,11.3446346,,3,POINT (11.3446346 46.4920021),1.0,Node LTS is max intersecting LTS
279306793,46.4938348,11.3475925,,4,POINT (11.3475925 46.4938348),1.0,Node LTS is max intersecting LTS
280032777,46.4885236,11.3016319,,3,POINT (11.3016319 46.4885236),4.0,Node LTS is max intersecting LTS
280032808,46.4810497,11.298879,,3,POINT (11.298879 46.4810497),,Node not found in edges
282515359,46.5125913,11.3293498,,3,POINT (11.3293498 46.5125913),4.0,Node LTS is max intersecting LTS
282515363,46.512238,11.330231,,3,POINT (11.330231 46.512238),4.0,Node LTS is max intersecting LTS
282573285,46.4950539,11.3498753,traffic_signals,5,POINT (11.3498753 46.4950539),2.0,LTS 3-4 with traffic signals
282573286,46.4968986,11.349288,,3,POINT (11.349288 46.4968986),2.0,Node LTS is max intersecting LTS
282573287,46.4969853,11.3503154,,4,POINT (11.3503154 46.4969853),2.0,Node LTS is max intersecting LTS
282573288,46.4957768,11.3506877,,4,POINT (11.3506877 46.4957768),2.0,Node LTS is max intersecting LTS
282573289,46.4956263,11.3496809,,4,POINT (11.3496809 46.4956263),2.0,Node LTS is max intersecting LTS
282591891,46.4977401,11.353587,crossing,3,POINT (11.353587 46.4977401),1.0,Node LTS is max intersecting LTS
282591894,46.4988933,11.3509988,,4,POINT (11.3509988 46.4988933),1.0,Node LTS is max intersecting LTS
282591895,46.4989186,11.3523653,,3,POINT (11.3523653 46.4989186),1.0,Node LTS is max intersecting LTS
282591896,46.4985751,11.3523879,,4,POINT (11.3523879 46.4985751),1.0,Node LTS is max intersecting LTS
282591899,46.4978084,11.3523519,,4,POINT (11.3523519 46.4978084),1.0,Node LTS is max intersecting LTS
282591901,46.4985798,11.3535745,,4,POINT (11.3535745 46.4985798),1.0,Node LTS is max intersecting LTS
282591918,46.4971152,11.3523006,,3,POINT (11.3523006 46.4971152),2.0,Node LTS is max intersecting LTS
282591919,46.4967442,11.3579786,,3,POINT (11.3579786 46.4967442),3.0,Node LTS is max intersecting LTS
282591929,46.4954342,11.3524922,traffic_signals,4,POINT (11.3524922 46.4954342),2.0,LTS 3-4 with traffic signals
282591931,46.4990379,11.3536121,,3,POINT (11.3536121 46.4990379),1.0,Node LTS is max intersecting LTS
282591932,46.4990265,11.3550548,,3,POINT (11.3550548 46.4990265),1.0,Node LTS is max intersecting LTS
282591934,46.4985797,11.3546028,,3,POINT (11.3546028 46.4985797),1.0,Node LTS is max intersecting LTS
282591935,46.4989645,11.354566,,3,POINT (11.354566 46.4989645),1.0,Node LTS is max intersecting LTS
282591937,46.499248,11.3524173,,3,POINT (11.3524173 46.499248),1.0,Node LTS is max intersecting LTS
282591939,46.4985055,11.3568766,mini_roundabout,4,POINT (11.3568766 46.4985055),2.0,Node LTS is max intersecting LTS
282591943,46.4972068,11.3577014,,3,POINT (11.3577014 46.4972068),2.0,Node LTS is max intersecting LTS
282591946,46.4972857,11.3562147,,3,POINT (11.3562147 46.4972857),2.0,Node LTS is max intersecting LTS
282591953,46.4981673,11.3535647,,3,POINT (11.3535647 46.4981673),1.0,Node LTS is max intersecting LTS
282591954,46.4992397,11.3551333,,3,POINT (11.3551333 46.4992397),1.0,Node LTS is max intersecting LTS
282591955,46.4996739,11.3568774,,4,POINT (11.3568774 46.4996739),1.0,Node LTS is max intersecting LTS
282591956,46.4996802,11.3564866,,3,POINT (11.3564866 46.4996802),1.0,Node LTS is max intersecting LTS
282591962,46.4996644,11.3553616,,3,POINT (11.3553616 46.4996644),1.0,Node LTS is max intersecting LTS
282591963,46.4993017,11.3552999,,3,POINT (11.3552999 46.4993017),1.0,Node LTS is max intersecting LTS
282591966,46.5001093,11.353033,,3,POINT (11.353033 46.5001093),1.0,Node LTS is max intersecting LTS
282591972,46.4995902,11.3525066,,4,POINT (11.3525066 46.4995902),1.0,Node LTS is max intersecting LTS
282591976,46.5001068,11.3567723,,3,POINT (11.3567723 46.5001068),1.0,Node LTS is max intersecting LTS
282591977,46.5001993,11.3533365,,3,POINT (11.3533365 46.5001993),1.0,Node LTS is max intersecting LTS
282591984,46.4977861,11.3511224,,3,POINT (11.3511224 46.4977861),1.0,Node LTS is max intersecting LTS
282688413,46.4979245,11.3482303,,3,POINT (11.3482303 46.4979245),2.0,Node LTS is max intersecting LTS
282688419,46.4991724,11.3463257,crossing,6,POINT (11.3463257 46.4991724),1.0,Node LTS is max intersecting LTS
282688421,46.5011305,11.3464837,,5,POINT (11.3464837 46.5011305),1.0,Node LTS is max intersecting LTS
282688423,46.502981,11.3471786,,5,POINT (11.3471786 46.502981),1.0,Node LTS is max intersecting LTS
282688424,46.5036508,11.3475456,,3,POINT (11.3475456 46.5036508),1.0,Node LTS is max intersecting LTS
282688431,46.5122192,11.3503644,,3,POINT (11.3503644 46.5122192),1.0,Node LTS is max intersecting LTS
282800477,46.4908501,11.3162333,,3,POINT (11.3162333 46.4908501),3.0,Node LTS is max intersecting LTS
282800478,46.4895232,11.3171035,traffic_signals,4,POINT (11.3171035 46.4895232),2.0,LTS 3-4 with traffic signals
282800486,46.4814297,11.3236594,,4,POINT (11.3236594 46.4814297),4.0,Node LTS is max intersecting LTS
287965010,46.4987424,11.3449814,,3,POINT (11.3449814 46.4987424),2.0,Node LTS is max intersecting LTS
287965011,46.4994878,11.3452909,,3,POINT (11.3452909 46.4994878),2.0,Node LTS is max intersecting LTS
287965016,46.4937876,11.3407237,,4,POINT (11.3407237 46.4937876),3.0,Node LTS is max intersecting LTS
287965018,46.4920764,11.3414418,traffic_signals,5,POINT (11.3414418 46.4920764),2.0,LTS 3-4 with traffic signals
288903334,46.4957533,11.3436385,,4,POINT (11.3436385 46.4957533),3.0,Node LTS is max intersecting LTS
288903347,46.4953378,11.3455416,,4,POINT (11.3455416 46.4953378),2.0,Node LTS is max intersecting LTS
288903356,46.4996947,11.3453452,,3,POINT (11.3453452 46.4996947),2.0,Node LTS is max intersecting LTS
292407528,46.4737428,11.3124354,,3,POINT (11.3124354 46.4737428),3.0,Node LTS is max intersecting LTS
292407557,46.4760113,11.3151555,,3,POINT (11.3151555 46.4760113),,Node not found in edges
292407561,46.4710371,11.3167114,,3,POINT (11.3167114 46.4710371),3.0,Node LTS is max intersecting LTS
292407566,46.4710963,11.3171333,,3,POINT (11.3171333 46.4710963),3.0,Node LTS is max intersecting LTS
292407568,46.4711577,11.3168581,,3,POINT (11.3168581 46.4711577),4.0,Node LTS is max intersecting LTS
292407570,46.4711697,11.3169562,,3,POINT (11.3169562 46.4711697),3.0,Node LTS is max intersecting LTS
292407571,46.4721085,11.3176706,,3,POINT (11.3176706 46.4721085),3.0,Node LTS is max intersecting LTS
292407578,46.4687767,11.3224883,,3,POINT (11.3224883 46.4687767),3.0,Node LTS is max intersecting LTS
292407579,46.4687015,11.3229027,,3,POINT (11.3229027 46.4687015),3.0,Node LTS is max intersecting LTS
292407589,46.4704065,11.3197297,,3,POINT (11.3197297 46.4704065),3.0,Node LTS is max intersecting LTS
292407607,46.4680978,11.3301175,,4,POINT (11.3301175 46.4680978),4.0,Node LTS is max intersecting LTS
292407618,46.4926817,11.3426466,,3,POINT (11.3426466 46.4926817),3.0,Node LTS is max intersecting LTS
292407642,46.4946601,11.3433495,traffic_signals,4,POINT (11.3433495 46.4946601),2.0,LTS 3-4 with traffic signals
292407682,46.4689443,11.3228203,,3,POINT (11.3228203 46.4689443),4.0,Node LTS is max intersecting LTS
292407683,46.4751114,11.3266069,traffic_signals,4,POINT (11.3266069 46.4751114),2.0,LTS 3-4 with traffic signals
292407686,46.4741702,11.3199561,,3,POINT (11.3199561 46.4741702),3.0,Node LTS is max intersecting LTS
292407687,46.4726851,11.3251065,,3,POINT (11.3251065 46.4726851),4.0,Node LTS is max intersecting LTS
292407688,46.473508,11.3190088,,3,POINT (11.3190088 46.473508),3.0,Node LTS is max intersecting LTS
292407689,46.4718569,11.3245872,,3,POINT (11.3245872 46.4718569),4.0,Node LTS is max intersecting LTS
292407693,46.4701524,11.326011,,3,POINT (11.326011 46.4701524),3.0,Node LTS is max intersecting LTS
292407696,46.4676278,11.3294125,,3,POINT (11.3294125 46.4676278),4.0,Node LTS is max intersecting LTS
292407697,46.4678986,11.3290459,,3,POINT (11.3290459 46.4678986),4.0,Node LTS is max intersecting LTS
292407702,46.4667392,11.3339162,traffic_signals,3,POINT (11.3339162 46.4667392),2.0,LTS 3-4 with traffic signals
292407706,46.4837109,11.3434758,,3,POINT (11.3434758 46.4837109),3.0,Node LTS is max intersecting LTS
292407710,46.4807022,11.3406561,,3,POINT (11.3406561 46.4807022),4.0,Node LTS is max intersecting LTS
292407713,46.479119,11.3397738,,4,POINT (11.3397738 46.479119),3.0,Node LTS is max intersecting LTS
292407723,46.471442,11.3372705,,3,POINT (11.3372705 46.471442),3.0,Node LTS is max intersecting LTS
292407725,46.4697241,11.3355669,,3,POINT (11.3355669 46.4697241),3.0,Node LTS is max intersecting LTS
292407726,46.4685808,11.3348781,,3,POINT (11.3348781 46.4685808),3.0,Node LTS is max intersecting LTS
292407728,46.4669815,11.3340975,,3,POINT (11.3340975 46.4669815),3.0,Node LTS is max intersecting LTS
292531104,46.4853188,11.3443631,,3,POINT (11.3443631 46.4853188),3.0,Node LTS is max intersecting LTS
292531126,46.485268,11.344533,,3,POINT (11.344533 46.485268),3.0,Node LTS is max intersecting LTS
292531129,46.4850824,11.3444075,,3,POINT (11.3444075 46.4850824),3.0,Node LTS is max intersecting LTS
292531148,46.4883215,11.3430299,,3,POINT (11.3430299 46.4883215),4.0,Node LTS is max intersecting LTS
292531159,46.4901871,11.3422256,,4,POINT (11.3422256 46.4901871),3.0,Node LTS is max intersecting LTS
292531163,46.4869115,11.3457306,traffic_signals,3,POINT (11.3457306 46.4869115),2.0,LTS 3-4 with traffic signals
292531172,46.4801241,11.3296678,,3,POINT (11.3296678 46.4801241),4.0,Node LTS is max intersecting LTS
292531191,46.4797651,11.3294431,,3,POINT (11.3294431 46.4797651),4.0,Node LTS is max intersecting LTS
292531215,46.48,11.329255,,3,POINT (11.329255 46.48),4.0,Node LTS is max intersecting LTS
292531244,46.4825884,11.3313102,,3,POINT (11.3313102 46.4825884),4.0,Node LTS is max intersecting LTS
292531286,46.4850625,11.3327896,crossing,4,POINT (11.3327896 46.4850625),3.0,Node LTS is max intersecting LTS
292531356,46.4831678,11.3354008,,3,POINT (11.3354008 46.4831678),4.0,Node LTS is max intersecting LTS
292531369,46.4831707,11.3359219,,3,POINT (11.3359219 46.4831707),4.0,Node LTS is max intersecting LTS
292531402,46.4861971,11.3371146,crossing,4,POINT (11.3371146 46.4861971),3.0,Node LTS is max intersecting LTS
292531410,46.4834345,11.3363712,,3,POINT (11.3363712 46.4834345),4.0,Node LTS is max intersecting LTS
292531421,46.4798989,11.3298058,,3,POINT (11.3298058 46.4798989),4.0,Node LTS is max intersecting LTS
292531443,46.4830092,11.3362286,,3,POINT (11.3362286 46.4830092),4.0,Node LTS is max intersecting LTS
292531472,46.478474,11.3387524,,3,POINT (11.3387524 46.478474),3.0,Node LTS is max intersecting LTS
292531482,46.4699706,11.3299779,,3,POINT (11.3299779 46.4699706),4.0,Node LTS is max intersecting LTS
292531510,46.4731634,11.3314429,,3,POINT (11.3314429 46.4731634),4.0,Node LTS is max intersecting LTS
292531536,46.480202,11.3260135,traffic_signals,4,POINT (11.3260135 46.480202),2.0,LTS 3-4 with traffic signals
292907562,46.5141767,11.3530185,,3,POINT (11.3530185 46.5141767),4.0,Node LTS is max intersecting LTS
292908570,46.5260074,11.3552002,,3,POINT (11.3552002 46.5260074),4.0,Node LTS is max intersecting LTS
292908571,46.5258243,11.3558736,,3,POINT (11.3558736 46.5258243),4.0,Node LTS is max intersecting LTS
292908588,46.5218858,11.3548833,,3,POINT (11.3548833 46.5218858),4.0,Node LTS is max intersecting LTS
292909132,46.5238052,11.3557044,,4,POINT (11.3557044 46.5238052),4.0,Node LTS is max intersecting LTS
292909145,46.523404,11.3499677,,3,POINT (11.3499677 46.523404),4.0,Node LTS is max intersecting LTS
292909288,46.5239369,11.3514019,,3,POINT (11.3514019 46.5239369),4.0,Node LTS is max intersecting LTS
292909297,46.5214698,11.3452029,,3,POINT (11.3452029 46.5214698),4.0,Node LTS is max intersecting LTS
292909622,46.5160045,11.352208,,1,POINT (11.352208 46.5160045),,Node not found in edges
292911527,46.5143002,11.3525062,,1,POINT (11.3525062 46.5143002),,Node not found in edges
293024026,46.5197814,11.3488715,,3,POINT (11.3488715 46.5197814),4.0,Node LTS is max intersecting LTS
293024317,46.5187744,11.3397581,,3,POINT (11.3397581 46.5187744),4.0,Node LTS is max intersecting LTS
293025215,46.5107059,11.3466128,,3,POINT (11.3466128 46.5107059),4.0,Node LTS is max intersecting LTS
293025771,46.5105891,11.3464549,,3,POINT (11.3464549 46.5105891),4.0,Node LTS is max intersecting LTS
293025824,46.5143541,11.3457749,,4,POINT (11.3457749 46.5143541),4.0,Node LTS is max intersecting LTS
293025825,46.5144228,11.3445306,,3,POINT (11.3445306 46.5144228),4.0,Node LTS is max intersecting LTS
293025832,46.5142225,11.3447935,,3,POINT (11.3447935 46.5142225),4.0,Node LTS is max intersecting LTS
293026275,46.5114714,11.3477648,,3,POINT (11.3477648 46.5114714),4.0,Node LTS is max intersecting LTS
295193606,46.501067,11.365026,,3,POINT (11.365026 46.501067),3.0,Node LTS is max intersecting LTS
295193619,46.5011766,11.3659799,,3,POINT (11.3659799 46.5011766),,Node not found in edges
