osmid,y,x,highway,street_count,geometry,lts,message
2514483902,46.4764652,11.3330172,,3,POINT (11.3330172 46.4764652),4.0,Node LTS is max intersecting LTS
2514508551,46.4993173,11.3125544,,3,POINT (11.3125544 46.4993173),1.0,Node LTS is max intersecting LTS
2514508562,46.4996015,11.3093671,,3,POINT (11.3093671 46.4996015),3.0,Node LTS is max intersecting LTS
2514508564,46.4994548,11.3094681,,3,POINT (11.3094681 46.4994548),,Node not found in edges
2514508568,46.4999014,11.312061,,5,POINT (11.312061 46.4999014),1.0,Node LTS is max intersecting LTS
2514508571,46.5001168,11.312482,,3,POINT (11.312482 46.5001168),,Node not found in edges
2514508575,46.4999301,11.3127399,,1,POINT (11.3127399 46.4999301),,Node not found in edges
2514509696,46.4899858,11.3421852,,2,POINT (11.3421852 46.4899858),,Node not found in edges
2514509700,46.4900774,11.3424007,crossing,4,POINT (11.3424007 46.4900774),1.0,Node LTS is max intersecting LTS
2514509706,46.4901226,11.3419034,,3,POINT (11.3419034 46.4901226),3.0,Node LTS is max intersecting LTS
2514509711,46.4901448,11.3420404,,3,POINT (11.3420404 46.4901448),3.0,Node LTS is max intersecting LTS
2514509714,46.4901599,11.342127,crossing,4,POINT (11.342127 46.4901599),3.0,Node LTS is max intersecting LTS
2514509717,46.490192,11.3424933,,3,POINT (11.3424933 46.490192),,Node not found in edges
2514509719,46.4902022,11.3425255,crossing,4,POINT (11.3425255 46.4902022),1.0,Node LTS is max intersecting LTS
2514509734,46.4904155,11.3419158,,3,POINT (11.3419158 46.4904155),,Node not found in edges
2514509735,46.4904328,11.3420055,,4,POINT (11.3420055 46.4904328),,Node not found in edges
2514509738,46.4904715,11.342124,,3,POINT (11.342124 46.4904715),3.0,Node LTS is max intersecting LTS
2514509762,46.4918777,11.344533,crossing,4,POINT (11.344533 46.4918777),1.0,Node LTS is max intersecting LTS
2514525206,46.4903164,11.3427732,,3,POINT (11.3427732 46.4903164),,Node not found in edges
2514525218,46.4917349,11.34492,,3,POINT (11.34492 46.4917349),,Node not found in edges
2514525221,46.4918966,11.3444801,,3,POINT (11.3444801 46.4918966),,Node not found in edges
2514525226,46.492307,11.3448328,,4,POINT (11.3448328 46.492307),,Node not found in edges
2514525231,46.492607,11.3450854,,4,POINT (11.3450854 46.492607),,Node not found in edges
2514527299,46.4914854,11.3401736,,3,POINT (11.3401736 46.4914854),3.0,Node LTS is max intersecting LTS
2514527304,46.491847,11.3396728,,3,POINT (11.3396728 46.491847),2.0,Node LTS is max intersecting LTS
2514527310,46.4920718,11.3388346,,1,POINT (11.3388346 46.4920718),2.0,Node LTS is max intersecting LTS
2514527312,46.4921865,11.339373,,3,POINT (11.339373 46.4921865),2.0,Node LTS is max intersecting LTS
2514527321,46.4919517,11.3402086,,3,POINT (11.3402086 46.4919517),2.0,Node LTS is max intersecting LTS
2514550161,46.4800615,11.3283551,,3,POINT (11.3283551 46.4800615),1.0,Node LTS is max intersecting LTS
2514550162,46.4802996,11.3268024,,3,POINT (11.3268024 46.4802996),1.0,Node LTS is max intersecting LTS
2514630588,46.4790548,11.3355689,,4,POINT (11.3355689 46.4790548),1.0,Node LTS is max intersecting LTS
2514630590,46.4795524,11.3319759,,3,POINT (11.3319759 46.4795524),4.0,Node LTS is max intersecting LTS
2514630591,46.4791304,11.3355993,,1,POINT (11.3355993 46.4791304),,Node not found in edges
2514630592,46.4837421,11.3282487,,1,POINT (11.3282487 46.4837421),,Node not found in edges
2514630595,46.4797133,11.3320456,,1,POINT (11.3320456 46.4797133),,Node not found in edges
2516107461,46.4928438,11.3511957,,1,POINT (11.3511957 46.4928438),2.0,Node LTS is max intersecting LTS
2516107493,46.4932046,11.3514994,,3,POINT (11.3514994 46.4932046),,Node not found in edges
2516107496,46.4932913,11.3513952,,3,POINT (11.3513952 46.4932913),,Node not found in edges
2516107497,46.493217,11.351774,,3,POINT (11.351774 46.493217),2.0,Node LTS is max intersecting LTS
2516107504,46.4933164,11.3512892,,3,POINT (11.3512892 46.4933164),1.0,Node LTS is max intersecting LTS
2516107506,46.4932791,11.3515757,,3,POINT (11.3515757 46.4932791),,Node not found in edges
2516107548,46.4935953,11.3530116,,3,POINT (11.3530116 46.4935953),,Node not found in edges
2516107553,46.4936178,11.3529948,,4,POINT (11.3529948 46.4936178),,Node not found in edges
2516142699,46.4884285,11.3431203,,3,POINT (11.3431203 46.4884285),,Node not found in edges
2516142702,46.4884561,11.3432542,,3,POINT (11.3432542 46.4884561),,Node not found in edges
2516142722,46.4908896,11.3484382,crossing,4,POINT (11.3484382 46.4908896),3.0,Node LTS is max intersecting LTS
2516142726,46.4909375,11.3483809,,3,POINT (11.3483809 46.4909375),1.0,Node LTS is max intersecting LTS
2516146599,46.4752857,11.3297672,,3,POINT (11.3297672 46.4752857),3.0,Node LTS is max intersecting LTS
2516146602,46.4755201,11.3294893,,1,POINT (11.3294893 46.4755201),,Node not found in edges
2517190155,46.4753195,11.32962,,3,POINT (11.32962 46.4753195),3.0,Node LTS is max intersecting LTS
2517190159,46.4754906,11.3296495,,4,POINT (11.3296495 46.4754906),,Node not found in edges
2517190162,46.4755721,11.3295672,,1,POINT (11.3295672 46.4755721),,Node not found in edges
2517198771,46.4753307,11.3267677,,3,POINT (11.3267677 46.4753307),4.0,Node LTS is max intersecting LTS
2517198774,46.4760479,11.3271844,,3,POINT (11.3271844 46.4760479),4.0,Node LTS is max intersecting LTS
2517198778,46.4768192,11.3276482,,3,POINT (11.3276482 46.4768192),4.0,Node LTS is max intersecting LTS
2517198780,46.477103,11.3278188,,3,POINT (11.3278188 46.477103),4.0,Node LTS is max intersecting LTS
2517267575,46.4823487,11.3284974,,3,POINT (11.3284974 46.4823487),,Node not found in edges
2517267590,46.4825614,11.3273955,,3,POINT (11.3273955 46.4825614),3.0,Node LTS is max intersecting LTS
2517972125,46.4780363,11.3049638,,3,POINT (11.3049638 46.4780363),4.0,Node LTS is max intersecting LTS
2517972128,46.4780876,11.304935,,3,POINT (11.304935 46.4780876),4.0,Node LTS is max intersecting LTS
2518533137,46.4743991,11.3647664,,1,POINT (11.3647664 46.4743991),3.0,Node LTS is max intersecting LTS
2518866848,46.486337,11.3801271,,3,POINT (11.3801271 46.486337),,Node not found in edges
2518935547,46.5116663,11.3231379,,3,POINT (11.3231379 46.5116663),4.0,Node LTS is max intersecting LTS
2518957270,46.5018374,11.3538444,,1,POINT (11.3538444 46.5018374),,Node not found in edges
2519245069,46.4895447,11.3421435,,3,POINT (11.3421435 46.4895447),,Node not found in edges
2519245078,46.4900312,11.3421807,,3,POINT (11.3421807 46.4900312),,Node not found in edges
2519413180,46.4855846,11.3523916,,1,POINT (11.3523916 46.4855846),,Node not found in edges
2519413183,46.4856318,11.3524453,,3,POINT (11.3524453 46.4856318),,Node not found in edges
2519416051,46.4859884,11.3524083,,1,POINT (11.3524083 46.4859884),,Node not found in edges
2519416058,46.4862119,11.3523465,,3,POINT (11.3523465 46.4862119),,Node not found in edges
2519416065,46.4863508,11.3521968,,1,POINT (11.3521968 46.4863508),,Node not found in edges
2519416070,46.4864026,11.3526766,,3,POINT (11.3526766 46.4864026),,Node not found in edges
2519426575,46.4905375,11.3549867,,1,POINT (11.3549867 46.4905375),,Node not found in edges
2519426578,46.4906078,11.3550344,,3,POINT (11.3550344 46.4906078),4.0,Node LTS is max intersecting LTS
2519454231,46.4861921,11.3507946,,3,POINT (11.3507946 46.4861921),4.0,Node LTS is max intersecting LTS
2519454239,46.4866249,11.3515363,,1,POINT (11.3515363 46.4866249),,Node not found in edges
2519454241,46.4866369,11.3514999,crossing,4,POINT (11.3514999 46.4866369),2.0,Node LTS is max intersecting LTS
2519467897,46.488974,11.3456166,crossing,4,POINT (11.3456166 46.488974),3.0,Node LTS is max intersecting LTS
2519479489,46.49669,11.3523357,,3,POINT (11.3523357 46.49669),3.0,Node LTS is max intersecting LTS
2519479490,46.4966919,11.3524772,,1,POINT (11.3524772 46.4966919),3.0,Node LTS is max intersecting LTS
2519592431,46.4762325,11.3696014,,1,POINT (11.3696014 46.4762325),,Node not found in edges
2520328144,46.4745144,11.3703973,,1,POINT (11.3703973 46.4745144),3.0,Node LTS is max intersecting LTS
2523657485,46.4974754,11.3481782,,3,POINT (11.3481782 46.4974754),1.0,Node LTS is max intersecting LTS
2523657489,46.4977942,11.3481724,,3,POINT (11.3481724 46.4977942),1.0,Node LTS is max intersecting LTS
2523660854,46.4977774,11.3479864,,1,POINT (11.3479864 46.4977774),,Node not found in edges
2527898676,46.4811118,11.3270591,,3,POINT (11.3270591 46.4811118),1.0,Node LTS is max intersecting LTS
2528915607,46.4971432,11.3492227,,3,POINT (11.3492227 46.4971432),2.0,Node LTS is max intersecting LTS
2529900524,46.4800626,11.3299104,,3,POINT (11.3299104 46.4800626),1.0,Node LTS is max intersecting LTS
2529900527,46.4800988,11.3300192,,1,POINT (11.3300192 46.4800988),,Node not found in edges
2529900616,46.5022787,11.3366558,,3,POINT (11.3366558 46.5022787),1.0,Node LTS is max intersecting LTS
2529900636,46.5025973,11.3377803,,2,POINT (11.3377803 46.5025973),1.0,Node LTS is max intersecting LTS
2529900663,46.503141,11.340853,,4,POINT (11.340853 46.503141),,Node not found in edges
2529924565,46.4846994,11.3491322,,4,POINT (11.3491322 46.4846994),3.0,Node LTS is max intersecting LTS
2529924575,46.4860993,11.3499166,crossing,4,POINT (11.3499166 46.4860993),2.0,Node LTS is max intersecting LTS
2529924576,46.4861472,11.3498844,,3,POINT (11.3498844 46.4861472),,Node not found in edges
2529940272,46.4850878,11.3441557,crossing,4,POINT (11.3441557 46.4850878),2.0,Node LTS is max intersecting LTS
2529940277,46.4853902,11.3443105,crossing,4,POINT (11.3443105 46.4853902),3.0,Node LTS is max intersecting LTS
2529963814,46.4930157,11.3129846,crossing,3,POINT (11.3129846 46.4930157),2.0,Node LTS is max intersecting LTS
2530011236,46.4654965,11.3332604,,4,POINT (11.3332604 46.4654965),1.0,Node LTS is max intersecting LTS
2563179749,46.5155786,11.3572789,,3,POINT (11.3572789 46.5155786),4.0,Node LTS is max intersecting LTS
2569407595,46.5267807,11.355013,,3,POINT (11.355013 46.5267807),3.0,Node LTS is max intersecting LTS
2574350435,46.4992619,11.3482333,,1,POINT (11.3482333 46.4992619),,Node not found in edges
2574400269,46.5056697,11.3432031,,1,POINT (11.3432031 46.5056697),,Node not found in edges
2574400273,46.505772,11.3435274,,3,POINT (11.3435274 46.505772),2.0,Node LTS is max intersecting LTS
2579746455,46.4971783,11.3718964,,1,POINT (11.3718964 46.4971783),,Node not found in edges
2579746456,46.4973168,11.3715617,,1,POINT (11.3715617 46.4973168),,Node not found in edges
2579746459,46.4972322,11.3714379,,3,POINT (11.3714379 46.4972322),3.0,Node LTS is max intersecting LTS
2582550573,46.4799507,11.3156685,crossing,3,POINT (11.3156685 46.4799507),2.0,Node LTS is max intersecting LTS
2582550578,46.4800058,11.3154849,,3,POINT (11.3154849 46.4800058),,Node not found in edges
2582550580,46.4800345,11.3155209,crossing,3,POINT (11.3155209 46.4800345),2.0,Node LTS is max intersecting LTS
2582550581,46.4800403,11.3152723,,1,POINT (11.3152723 46.4800403),,Node not found in edges
2582550583,46.4800901,11.3153294,,3,POINT (11.3153294 46.4800901),,Node not found in edges
2582550590,46.4802329,11.3151153,,3,POINT (11.3151153 46.4802329),,Node not found in edges
2582550596,46.4804416,11.3150059,,3,POINT (11.3150059 46.4804416),,Node not found in edges
2586982846,46.4987645,11.3413482,,3,POINT (11.3413482 46.4987645),,Node not found in edges
2586982849,46.4986068,11.3411495,,1,POINT (11.3411495 46.4986068),,Node not found in edges
2586982850,46.4985653,11.3417515,,3,POINT (11.3417515 46.4985653),2.0,Node LTS is max intersecting LTS
2586982855,46.4985944,11.341325,,3,POINT (11.341325 46.4985944),,Node not found in edges
2601504412,46.4974356,11.3533931,crossing,3,POINT (11.3533931 46.4974356),1.0,Node LTS is max intersecting LTS
2611097005,46.5017905,11.3568724,,3,POINT (11.3568724 46.5017905),2.0,Node LTS is max intersecting LTS
2611097012,46.5020596,11.3571411,,3,POINT (11.3571411 46.5020596),2.0,Node LTS is max intersecting LTS
2614699711,46.5021126,11.3558909,,1,POINT (11.3558909 46.5021126),,Node not found in edges
2614699712,46.5020922,11.3568954,,3,POINT (11.3568954 46.5020922),2.0,Node LTS is max intersecting LTS
2614718966,46.4968782,11.358135,,3,POINT (11.358135 46.4968782),3.0,Node LTS is max intersecting LTS
2614718968,46.4991382,11.3601904,,1,POINT (11.3601904 46.4991382),,Node not found in edges
2614718969,46.496995,11.3581333,,3,POINT (11.3581333 46.496995),,Node not found in edges
2614718972,46.4975703,11.3574792,,3,POINT (11.3574792 46.4975703),2.0,Node LTS is max intersecting LTS
2614727989,46.4983874,11.3583528,,3,POINT (11.3583528 46.4983874),2.0,Node LTS is max intersecting LTS
2614748365,46.4997666,11.3590866,,3,POINT (11.3590866 46.4997666),2.0,Node LTS is max intersecting LTS
2614748366,46.4991641,11.3588923,,1,POINT (11.3588923 46.4991641),,Node not found in edges
2616161113,46.4927292,11.3604558,,3,POINT (11.3604558 46.4927292),3.0,Node LTS is max intersecting LTS
2620215078,46.499345,11.330882,,1,POINT (11.330882 46.499345),,Node not found in edges
2621009463,46.5060173,11.3499365,,3,POINT (11.3499365 46.5060173),2.0,Node LTS is max intersecting LTS
2621056793,46.4857994,11.3003725,,1,POINT (11.3003725 46.4857994),,Node not found in edges
2621420041,46.4987136,11.358286,,1,POINT (11.358286 46.4987136),,Node not found in edges
2621420049,46.4987358,11.3582136,,1,POINT (11.3582136 46.4987358),,Node not found in edges
2621420053,46.4984588,11.3584897,crossing,3,POINT (11.3584897 46.4984588),2.0,Node LTS is max intersecting LTS
2621420060,46.4982218,11.3543567,,1,POINT (11.3543567 46.4982218),,Node not found in edges
2621420071,46.4982159,11.3542324,,3,POINT (11.3542324 46.4982159),,Node not found in edges
2621467635,46.5011855,11.362013,,1,POINT (11.362013 46.5011855),,Node not found in edges
2621504156,46.494814,11.3260044,,4,POINT (11.3260044 46.494814),,Node not found in edges
2621504162,46.4955278,11.3271656,,3,POINT (11.3271656 46.4955278),2.0,Node LTS is max intersecting LTS
2621504172,46.4948824,11.3272129,,3,POINT (11.3272129 46.4948824),,Node not found in edges
2621511623,46.4924992,11.32443,,3,POINT (11.32443 46.4924992),1.0,Node LTS is max intersecting LTS
2621511624,46.4926301,11.3243964,crossing,4,POINT (11.3243964 46.4926301),2.0,Node LTS is max intersecting LTS
2621511625,46.4925564,11.3244152,crossing,4,POINT (11.3244152 46.4925564),2.0,Node LTS is max intersecting LTS
2621524882,46.4906231,11.3205023,,3,POINT (11.3205023 46.4906231),1.0,Node LTS is max intersecting LTS
2621524884,46.4923432,11.3228557,,3,POINT (11.3228557 46.4923432),1.0,Node LTS is max intersecting LTS
2621524887,46.4877321,11.3240583,,3,POINT (11.3240583 46.4877321),2.0,Node LTS is max intersecting LTS
2621524890,46.4904176,11.3232322,,3,POINT (11.3232322 46.4904176),1.0,Node LTS is max intersecting LTS
2621700968,46.4908293,11.3361148,,3,POINT (11.3361148 46.4908293),,Node not found in edges
2621700970,46.4904923,11.3367024,,3,POINT (11.3367024 46.4904923),,Node not found in edges
2621700975,46.4905916,11.3370321,,3,POINT (11.3370321 46.4905916),,Node not found in edges
2621700979,46.4913418,11.3359406,,3,POINT (11.3359406 46.4913418),,Node not found in edges
2621700980,46.4917957,11.3393828,crossing,3,POINT (11.3393828 46.4917957),2.0,Node LTS is max intersecting LTS
2621700982,46.4916752,11.3363942,,3,POINT (11.3363942 46.4916752),2.0,Node LTS is max intersecting LTS
2621700983,46.4901857,11.3365746,,3,POINT (11.3365746 46.4901857),2.0,Node LTS is max intersecting LTS
2621700985,46.4909974,11.3363805,,1,POINT (11.3363805 46.4909974),,Node not found in edges
2621700987,46.4912918,11.3362882,,3,POINT (11.3362882 46.4912918),,Node not found in edges
2621700988,46.4903659,11.3371756,,3,POINT (11.3371756 46.4903659),2.0,Node LTS is max intersecting LTS
2621700992,46.4904128,11.3364385,,3,POINT (11.3364385 46.4904128),,Node not found in edges
2621700994,46.4912858,11.3396606,,3,POINT (11.3396606 46.4912858),2.0,Node LTS is max intersecting LTS
2621974639,46.4897999,11.3351417,,3,POINT (11.3351417 46.4897999),2.0,Node LTS is max intersecting LTS
2621974640,46.4913008,11.3374548,,1,POINT (11.3374548 46.4913008),,Node not found in edges
2621974642,46.4911112,11.3375421,,4,POINT (11.3375421 46.4911112),,Node not found in edges
2621974646,46.4896911,11.3345427,,3,POINT (11.3345427 46.4896911),2.0,Node LTS is max intersecting LTS
2621974651,46.4910019,11.3372139,,3,POINT (11.3372139 46.4910019),2.0,Node LTS is max intersecting LTS
2621974689,46.490405,11.3341587,,1,POINT (11.3341587 46.490405),,Node not found in edges
2621974690,46.4904913,11.3348576,,3,POINT (11.3348576 46.4904913),,Node not found in edges
2621990907,46.4883875,11.3314631,,1,POINT (11.3314631 46.4883875),,Node not found in edges
2621990915,46.48807,11.3312422,,3,POINT (11.3312422 46.48807),,Node not found in edges
2621990930,46.4883857,11.332595,,1,POINT (11.332595 46.4883857),,Node not found in edges
2621990940,46.4884993,11.3312846,,3,POINT (11.3312846 46.4884993),3.0,Node LTS is max intersecting LTS
2621999374,46.4867281,11.328864,crossing,3,POINT (11.328864 46.4867281),3.0,Node LTS is max intersecting LTS
2621999377,46.4868489,11.3292247,,4,POINT (11.3292247 46.4868489),3.0,Node LTS is max intersecting LTS
2622476038,46.4880085,11.3272117,,3,POINT (11.3272117 46.4880085),2.0,Node LTS is max intersecting LTS
2622476050,46.4906612,11.3280932,,3,POINT (11.3280932 46.4906612),2.0,Node LTS is max intersecting LTS
2622476054,46.4910498,11.3292036,,3,POINT (11.3292036 46.4910498),2.0,Node LTS is max intersecting LTS
2622476055,46.4928982,11.3282712,,3,POINT (11.3282712 46.4928982),3.0,Node LTS is max intersecting LTS
2622476059,46.4926225,11.3280346,,3,POINT (11.3280346 46.4926225),1.0,Node LTS is max intersecting LTS
2622476061,46.4906893,11.3285439,,3,POINT (11.3285439 46.4906893),2.0,Node LTS is max intersecting LTS
2622476065,46.492899,11.3283232,,3,POINT (11.3283232 46.492899),,Node not found in edges
2622476069,46.4912862,11.3283397,,1,POINT (11.3283397 46.4912862),,Node not found in edges
2622476085,46.4927524,11.3284204,,3,POINT (11.3284204 46.4927524),,Node not found in edges
2622476089,46.4924143,11.3283882,,3,POINT (11.3283882 46.4924143),,Node not found in edges
2622516423,46.489347,11.3263237,,1,POINT (11.3263237 46.489347),,Node not found in edges
2622516425,46.4901324,11.3302423,,3,POINT (11.3302423 46.4901324),,Node not found in edges
2622516433,46.4913539,11.3299437,,4,POINT (11.3299437 46.4913539),2.0,Node LTS is max intersecting LTS
2622516436,46.4907699,11.3306942,,1,POINT (11.3306942 46.4907699),,Node not found in edges
2622516437,46.4902442,11.3265271,,3,POINT (11.3265271 46.4902442),2.0,Node LTS is max intersecting LTS
2622516442,46.4908641,11.3301457,,1,POINT (11.3301457 46.4908641),,Node not found in edges
2622516443,46.4906595,11.3316998,,3,POINT (11.3316998 46.4906595),,Node not found in edges
2622516445,46.4913775,11.3297179,,3,POINT (11.3297179 46.4913775),1.0,Node LTS is max intersecting LTS
2622516448,46.4906085,11.3315988,,3,POINT (11.3315988 46.4906085),,Node not found in edges
2622538400,46.4893436,11.330078,,1,POINT (11.330078 46.4893436),,Node not found in edges
2622538406,46.4898202,11.3269815,,3,POINT (11.3269815 46.4898202),2.0,Node LTS is max intersecting LTS
2622538409,46.4884298,11.328433,,4,POINT (11.328433 46.4884298),2.0,Node LTS is max intersecting LTS
2622538419,46.4883768,11.3288873,,3,POINT (11.3288873 46.4883768),2.0,Node LTS is max intersecting LTS
2622538429,46.489095,11.3280107,,3,POINT (11.3280107 46.489095),,Node not found in edges
2622538442,46.4893684,11.3286558,,4,POINT (11.3286558 46.4893684),,Node not found in edges
2622538444,46.4893232,11.3290936,,4,POINT (11.3290936 46.4893232),,Node not found in edges
2622544681,46.4898799,11.3278296,,1,POINT (11.3278296 46.4898799),,Node not found in edges
2622544686,46.4900954,11.3278749,,3,POINT (11.3278749 46.4900954),2.0,Node LTS is max intersecting LTS
2623985116,46.5130297,11.3526006,,3,POINT (11.3526006 46.5130297),,Node not found in edges
2623985118,46.511796,11.3520206,,3,POINT (11.3520206 46.511796),3.0,Node LTS is max intersecting LTS
2623985122,46.5122091,11.3515704,,3,POINT (11.3515704 46.5122091),,Node not found in edges
2623985157,46.5127729,11.3541765,,1,POINT (11.3541765 46.5127729),,Node not found in edges
2625309172,46.4940953,11.3608978,,1,POINT (11.3608978 46.4940953),,Node not found in edges
2625309184,46.4952192,11.3581832,,1,POINT (11.3581832 46.4952192),,Node not found in edges
2625309191,46.4948621,11.3581482,,3,POINT (11.3581482 46.4948621),2.0,Node LTS is max intersecting LTS
2626502980,46.4936636,11.3349927,,1,POINT (11.3349927 46.4936636),,Node not found in edges
2626524881,46.4864321,11.3269112,,4,POINT (11.3269112 46.4864321),,Node not found in edges
2626524882,46.4874589,11.3262183,crossing,4,POINT (11.3262183 46.4874589),2.0,Node LTS is max intersecting LTS
2626524892,46.487434,11.3273806,,1,POINT (11.3273806 46.487434),,Node not found in edges
2626524895,46.486445,11.3261602,,3,POINT (11.3261602 46.486445),,Node not found in edges
2626524912,46.4866279,11.3259054,,3,POINT (11.3259054 46.4866279),,Node not found in edges
2626524913,46.4859834,11.3264364,,3,POINT (11.3264364 46.4859834),,Node not found in edges
2626524933,46.4868218,11.3260958,,3,POINT (11.3260958 46.4868218),,Node not found in edges
2626524947,46.4871927,11.3257158,,3,POINT (11.3257158 46.4871927),2.0,Node LTS is max intersecting LTS
2626524949,46.4861947,11.3276633,,3,POINT (11.3276633 46.4861947),3.0,Node LTS is max intersecting LTS
2626524956,46.4865511,11.327256,,3,POINT (11.327256 46.4865511),,Node not found in edges
2631672549,46.4972996,11.3465284,,3,POINT (11.3465284 46.4972996),,Node not found in edges
2631672555,46.4974481,11.346478,,3,POINT (11.346478 46.4974481),,Node not found in edges
2631691936,46.4990349,11.3446986,,1,POINT (11.3446986 46.4990349),,Node not found in edges
2631691944,46.4991254,11.345141,,3,POINT (11.345141 46.4991254),2.0,Node LTS is max intersecting LTS
2631777739,46.5035323,11.3569531,,1,POINT (11.3569531 46.5035323),,Node not found in edges
2631777740,46.503339,11.3584646,,3,POINT (11.3584646 46.503339),,Node not found in edges
2631777750,46.5038434,11.3584646,,1,POINT (11.3584646 46.5038434),,Node not found in edges
2631777795,46.5006811,11.3630237,,3,POINT (11.3630237 46.5006811),2.0,Node LTS is max intersecting LTS
2631777799,46.5003439,11.3632508,,1,POINT (11.3632508 46.5003439),,Node not found in edges
2631777803,46.5055047,11.3543802,,3,POINT (11.3543802 46.5055047),2.0,Node LTS is max intersecting LTS
2631821069,46.5034615,11.3549067,,1,POINT (11.3549067 46.5034615),,Node not found in edges
2631821072,46.5037128,11.3556993,,3,POINT (11.3556993 46.5037128),,Node not found in edges
2631821073,46.5036413,11.3554872,,1,POINT (11.3554872 46.5036413),,Node not found in edges
2631821074,46.503716,11.3548784,,1,POINT (11.3548784 46.503716),,Node not found in edges
2631821079,46.5037357,11.3552541,,3,POINT (11.3552541 46.5037357),,Node not found in edges
2631821081,46.5032694,11.3553371,,1,POINT (11.3553371 46.5032694),,Node not found in edges
2631821082,46.5036794,11.35562,,3,POINT (11.35562 46.5036794),,Node not found in edges
2631821083,46.5036712,11.3552967,,3,POINT (11.3552967 46.5036712),,Node not found in edges
2631821085,46.5039794,11.3553144,,1,POINT (11.3553144 46.5039794),,Node not found in edges
2631821087,46.5032954,11.3556832,,1,POINT (11.3556832 46.5032954),,Node not found in edges
2642121954,46.492705,11.3443686,,3,POINT (11.3443686 46.492705),2.0,Node LTS is max intersecting LTS
2642121955,46.4930011,11.3446108,,1,POINT (11.3446108 46.4930011),,Node not found in edges
2642131087,46.495448,11.3243292,,3,POINT (11.3243292 46.495448),2.0,Node LTS is max intersecting LTS
2642131091,46.4950232,11.3233865,,3,POINT (11.3233865 46.4950232),3.0,Node LTS is max intersecting LTS
2642131097,46.4953779,11.3245101,,1,POINT (11.3245101 46.4953779),,Node not found in edges
2642298172,46.5072746,11.35439,,3,POINT (11.35439 46.5072746),3.0,Node LTS is max intersecting LTS
2642298175,46.5126135,11.3525281,,3,POINT (11.3525281 46.5126135),,Node not found in edges
2642298178,46.504495,11.3547139,,1,POINT (11.3547139 46.504495),,Node not found in edges
2642298188,46.5072654,11.3548627,,3,POINT (11.3548627 46.5072654),,Node not found in edges
2642298190,46.5045143,11.3551405,,3,POINT (11.3551405 46.5045143),2.0,Node LTS is max intersecting LTS
2642298192,46.5068444,11.3562182,,1,POINT (11.3562182 46.5068444),,Node not found in edges
2642298194,46.5075845,11.3546931,,1,POINT (11.3546931 46.5075845),,Node not found in edges
2642298201,46.5076416,11.35545,,1,POINT (11.35545 46.5076416),,Node not found in edges
2642298205,46.5037842,11.3558136,,1,POINT (11.3558136 46.5037842),,Node not found in edges
2642298207,46.5112095,11.3500457,,3,POINT (11.3500457 46.5112095),,Node not found in edges
2642298209,46.5068877,11.3557729,,3,POINT (11.3557729 46.5068877),,Node not found in edges
2642298212,46.5074259,11.3548621,,3,POINT (11.3548621 46.5074259),,Node not found in edges
2642298220,46.507696,11.3547901,,1,POINT (11.3547901 46.507696),,Node not found in edges
2642298224,46.507149,11.3551915,,3,POINT (11.3551915 46.507149),,Node not found in edges
2642298226,46.5079481,11.3551873,,1,POINT (11.3551873 46.5079481),,Node not found in edges
2642298232,46.5078125,11.3550446,,3,POINT (11.3550446 46.5078125),,Node not found in edges
2642298238,46.5072837,11.3554208,,1,POINT (11.3554208 46.5072837),,Node not found in edges
2642298243,46.5037153,11.3560067,,3,POINT (11.3560067 46.5037153),,Node not found in edges
2642298245,46.5074275,11.3548033,,1,POINT (11.3548033 46.5074275),,Node not found in edges
2642298246,46.5125398,11.35263,,1,POINT (11.35263 46.5125398),,Node not found in edges
2644085808,46.4897277,11.3699479,,3,POINT (11.3699479 46.4897277),4.0,Node LTS is max intersecting LTS
2644085825,46.4858984,11.3897448,,3,POINT (11.3897448 46.4858984),3.0,Node LTS is max intersecting LTS
2644085845,46.4863177,11.3925202,,1,POINT (11.3925202 46.4863177),3.0,Node LTS is max intersecting LTS
2644085846,46.4906399,11.3715212,,1,POINT (11.3715212 46.4906399),,Node not found in edges
2647309138,46.489069,11.3155067,crossing,4,POINT (11.3155067 46.489069),2.0,Node LTS is max intersecting LTS
2647309173,46.4890105,11.3153134,,3,POINT (11.3153134 46.4890105),2.0,Node LTS is max intersecting LTS
2647309174,46.4889234,11.3155987,,3,POINT (11.3155987 46.4889234),1.0,Node LTS is max intersecting LTS
2647361967,46.4789569,11.3036593,,1,POINT (11.3036593 46.4789569),,Node not found in edges
2656691405,46.4893981,11.3166615,,3,POINT (11.3166615 46.4893981),2.0,Node LTS is max intersecting LTS
2685417681,46.4974254,11.4016359,,1,POINT (11.4016359 46.4974254),,Node not found in edges
2685417710,46.4977226,11.4013516,,3,POINT (11.4013516 46.4977226),3.0,Node LTS is max intersecting LTS
2692588116,46.4985301,11.3388229,,3,POINT (11.3388229 46.4985301),,Node not found in edges
2692588117,46.4984041,11.33889,,3,POINT (11.33889 46.4984041),,Node not found in edges
2727455987,46.4947134,11.3474561,,5,POINT (11.3474561 46.4947134),3.0,Node LTS is max intersecting LTS
2727459048,46.4918843,11.3449438,,3,POINT (11.3449438 46.4918843),1.0,Node LTS is max intersecting LTS
2736062817,46.4918276,11.3446687,,4,POINT (11.3446687 46.4918276),1.0,Node LTS is max intersecting LTS
