node,coordinates,degree_centrality,closeness_centrality,betweenness_centrality
9160222533,"(666447.3773542269, 5103255.020564709)",4,7.77755085762401e-05,0.000217909729109314
7661283832,"(666445.6968006882, 5103319.985910669)",6,7.826322288420719e-05,0.0011842293534156851
275607085,"(666439.3615750708, 5103203.7134180805)",6,7.8385595878046e-05,0.0027462797741235694
9160222556,"(666471.364721504, 5103250.399455875)",4,7.749050141767205e-05,0.00016861177654359642
277748266,"(665884.3002296214, 5101931.417751646)",6,7.528286466686656e-05,0.00034631369858281096
6525484101,"(665901.5482215856, 5101934.584546228)",4,7.520412853106899e-05,0.0002661858333154793
277748265,"(665856.0142728086, 5101932.7900792)",4,7.497551417414963e-05,4.9343267348846286e-05
1309584386,"(665901.2523402058, 5101930.340388638)",4,7.546483888048711e-05,0.00034468463212933406
6525484105,"(665925.8002267653, 5101958.787591668)",4,7.506783095082962e-05,0.0002513724307107058
278760554,"(662657.6246377496, 5107373.509418021)",6,7.279996653393881e-05,0.0008713987480866739
10604268100,"(662652.5231503457, 5107371.050598541)",2,7.274226538565184e-05,0.0
282231087,"(662677.1426772242, 5107368.389223181)",6,7.299881818405357e-05,0.0010129417389283387
1859169748,"(662595.1816709, 5107472.099753117)",4,7.181227781863437e-05,0.0007814557007936649
303381891,"(663365.7012296299, 5102496.107051538)",6,9.490773810195143e-05,0.000595057871872052
1334910403,"(663394.6280967835, 5102495.807840676)",6,9.523787191249511e-05,0.0002443531708040695
3918106126,"(663443.2753893442, 5101580.180077382)",4,8.540178145507975e-05,0.0005117693004814931
1438257475,"(663372.640313289, 5102825.061339395)",8,9.9477970849433e-05,0.0013418341691373192
2472521801,"(663396.0626899173, 5102563.912563361)",4,9.5986852036509e-05,0.00021612432665404305
1334910411,"(663393.5592769242, 5102446.280506134)",4,9.460370082123557e-05,0.0002082282256938663
445777807,"(663607.2613400258, 5101372.543520788)",4,8.416622303931687e-05,0.0004962489872599119
5170946008,"(663373.187144977, 5102881.123555594)",4,9.952885615040903e-05,4.806765620377326e-05
1438257474,"(663400.7428352861, 5102827.764540945)",8,9.979773850544298e-05,0.0016659912045093501
2411035060,"(663256.425784283, 5102810.602110037)",6,9.881223474335086e-05,0.012101147435562107
303382393,"(664414.0182222577, 5097388.629123756)",6,5.7014463967834875e-05,0.0009950356023750312
2327940589,"(664398.7691880516, 5097622.196975572)",6,5.777726729797082e-05,0.002413139082996273
7004533724,"(664460.313209559, 5097274.900631975)",6,5.619415866001812e-05,0.0005423227930060221
6205139454,"(664411.0691355688, 5097310.710847506)",4,5.722012726140598e-05,0.0006584260645992323
11277653382,"(664512.3126389745, 5097567.133843836)",2,5.697020252799244e-05,0.0
303382389,"(664409.5119709356, 5097140.82537161)",6,5.532842843082079e-05,0.0004437993915275929
8632183935,"(664410.4883450568, 5096906.4433044875)",6,5.39671794239026e-05,0.00034521254935278344
303382390,"(664408.749505572, 5097290.213430473)",2,5.445992554089601e-05,0.0
4906502498,"(664348.4122701696, 5096230.849992058)",6,5.04042511625321e-05,0.00024662570717797405
8632183924,"(664368.3579969143, 5096243.311738782)",4,5.046999720990051e-05,0.0
2077504181,"(664447.0708319105, 5097278.761107909)",2,5.611049436699022e-05,0.0
312296990,"(664648.8837840339, 5096269.543368513)",8,5.218270789104362e-05,0.0003648746337523283
6234205276,"(664646.7080071783, 5096297.62581102)",2,5.2035148452729614e-05,0.0
5969135588,"(664491.449591801, 5095940.484948038)",6,5.028523797299433e-05,0.0006407555649181939
6254265581,"(664644.6340427633, 5096266.1944233915)",6,5.2206105905025656e-05,0.002720631606872723
6185394896,"(664691.9276248728, 5096322.304590959)",6,5.190478008936604e-05,0.0002862852053722162
312297194,"(664487.0802896058, 5095943.34808732)",6,5.030897658144002e-05,0.0020068195485944316
312297181,"(664557.3309499562, 5095846.136136539)",6,4.962533160166429e-05,0.0005915708993102981
2327940766,"(664590.501309164, 5097730.160286258)",2,5.730875798746442e-05,0.0
312467519,"(664972.169755206, 5099841.206461645)",8,7.616398037914987e-05,0.0003789471396529475
2263494495,"(664974.1460709441, 5099837.390187297)",4,7.612316366665022e-05,5.936689737691572e-05
2263494537,"(664956.7566484755, 5099884.366768672)",6,7.656002010654743e-05,0.003642404533624421
11274612323,"(664959.1407283696, 5099835.264828597)",4,7.600460197529254e-05,0.0001973186916556307
11272596484,"(664975.8089481344, 5099843.249691163)",2,7.611753655373707e-05,3.926299384186598e-05
2263494498,"(664977.7671123911, 5099838.665758082)",4,7.609020073602326e-05,2.038032371213483e-05
1933451798,"(664962.1991767257, 5099891.650620344)",6,7.661242778876767e-05,0.004509165313657872
301752221,"(664967.1673304621, 5099868.946410645)",3,7.643755610117638e-05,0.0034449634920543427
320640839,"(664691.0990537909, 5100781.407269567)",6,8.203868713706024e-05,0.006238071563063116
9099155003,"(664685.6981966146, 5100775.481186917)",6,8.194837425489569e-05,0.002817494221549485
8592399858,"(664744.5909383593, 5100822.920626095)",6,8.287075291282281e-05,0.006368188431338877
6314804962,"(664628.5251083414, 5100789.651164348)",6,8.135036371339156e-05,0.0033401775875475264
9099155006,"(664687.2071896326, 5100763.3579745125)",4,8.179023931625053e-05,0.0
6299626231,"(664628.5171212238, 5100783.580280931)",8,8.131923581015021e-05,0.002739593577872929
321472176,"(662992.7399069038, 5108617.961359786)",8,6.896153634238906e-05,0.0010071482439053339
6252281259,"(663010.8858817832, 5108578.461088895)",8,6.9275831063033e-05,6.937240149173366e-05
3886477810,"(662860.8105424525, 5108822.876110258)",6,6.780390077902314e-05,0.000980666284644919
321472177,"(662987.7405360625, 5108614.904511798)",6,6.900804843858957e-05,0.0043764269851781145
321472174,"(663024.345929295, 5108635.95613002)",2,6.86260478625366e-05,0.0
1874793047,"(663038.3408189628, 5108520.095388565)",8,6.974691392244016e-05,0.00014801167613328738
265753116,"(663006.502564722, 5108578.122363706)",6,6.93118079206611e-05,0.0045431695269176516
6252281258,"(663121.4260598338, 5108564.863290468)",2,6.825679561299479e-05,0.0
1874793451,"(662855.4339637609, 5108820.343043907)",8,6.784827257045228e-05,0.0032313496043856298
3886477797,"(662845.659880517, 5108883.614585269)",8,6.778266425449498e-05,0.002059751746767071
340558210,"(664448.7820409362, 5102903.845026449)",8,0.00010453043091884567,0.014712563617877181
3109094223,"(664454.3683998156, 5102893.2094484875)",6,0.00010442608795338548,0.012147760487227448
1640507770,"(664410.922759895, 5102948.80794423)",4,0.00010475548617362832,0.0016439047792124197
265659040,"(664439.0101211746, 5102895.8787131915)",7,0.00010461603954197217,0.024983891047745576
430536794,"(664454.3752866116, 5102908.297395213)",4,0.00010445360788176928,0.014597774474994704
1311008989,"(664503.4852011194, 5102827.311506408)",4,0.00010370092310126382,7.65797177483541e-05
3109094222,"(664445.845692781, 5102886.866460984)",8,0.00010452418050762108,0.03598995463700194
469753852,"(664394.5844686279, 5102969.618691322)",4,0.00010486951294664671,0.0016545175014211623
340558213,"(664358.6375317556, 5103018.935845559)",6,0.00010515248084985689,0.0012740228619243694
1664543778,"(664361.5564557569, 5103014.266251339)",4,0.00010513302576745158,0.0012196269962566726
977894454,"(664349.4819689344, 5103029.6206792155)",4,0.00010518266403347894,0.000698760753062092
430536798,"(664365.2287777442, 5103023.4036829015)",2,0.00010498414320498704,0.0005367400117245657
6328547739,"(664364.3885389117, 5103009.950128814)",6,0.00010512419100735989,0.0028680587223036498
11149694291,"(664296.5680306391, 5103099.8656701995)",4,0.00010561418482306313,0.0006919703328102557
359922236,"(664968.4156887459, 5099949.243995097)",9,7.688952460807847e-05,0.015150243247943243
2263494583,"(664973.5394017196, 5099950.793313733)",4,7.68424239741924e-05,0.0073199733389567164
2263494582,"(664963.7574678722, 5099947.951757798)",4,7.684383668087314e-05,0.0004100194864443001
11275409261,"(664973.2546453458, 5099931.361738421)",4,7.676019104698722e-05,0.007045544746590126
359922241,"(664956.4057080005, 5099924.639532048)",6,7.667569519643686e-05,0.000751475440275714
1504576591,"(664946.4740169519, 5100022.204771014)",4,7.729312061288483e-05,0.01506869929570314
445068977,"(664980.2617903872, 5099932.272179083)",4,7.66997412639404e-05,0.007287913129893158
437224583,"(664931.702837921, 5099927.513474514)",3,7.643249213986276e-05,0.004414815403705597
3123693726,"(664297.8207976634, 5101897.528082253)",4,9.320731687460504e-05,0.0020693380891379488
428314043,"(664291.2845576782, 5101901.389565962)",8,9.32778580432852e-05,0.002713668990444997
1755263968,"(664279.5988921756, 5101905.302597645)",4,9.320331980641308e-05,0.0021081071518437118
3123693709,"(664284.7347924104, 5101892.709102335)",4,9.315780222420422e-05,0.004209124805866937
251369546,"(664298.052875442, 5101912.321796629)",5,9.327625741749607e-05,0.0010719279921269733
3123693933,"(664264.4475202567, 5101898.3938507745)",4,9.319800705190062e-05,0.0021181330476109377
430156843,"(664893.5448282736, 5100974.495387453)",6,8.517116587696895e-05,0.00991099560312472
1457061635,"(664898.8379264037, 5100971.134862839)",6,8.512868772974592e-05,0.007015276737199308
1457061639,"(664888.6644825261, 5100977.47782635)",4,8.510506493139145e-05,0.00035247650908831475
258007489,"(664866.0170523183, 5100952.043665091)",3,8.483886516216907e-05,0.01269628007682632
1457061631,"(664901.2867337825, 5100969.610522619)",4,8.508853746946617e-05,0.00026630591749077036
258913727,"(664908.6703473488, 5101010.468584241)",4,8.535423210909407e-05,0.016131274316592347
6232956180,"(664838.4969656996, 5100959.656613606)",4,8.450495594460378e-05,0.00032700053801335715
1588994223,"(663492.2685213905, 5105580.089433603)",4,9.495599193766417e-05,0.0011872155976238668
673002810,"(663484.1783835092, 5105573.014176911)",3,9.50374914815862e-05,0.006691722388442889
1889770252,"(663475.095154445, 5105587.860304685)",4,9.462488438850605e-05,0.0011400497056043546
430531955,"(664864.8776381867, 5102501.318258532)",6,9.898350040329521e-05,0.010361433610380668
6426152599,"(664869.063484078, 5102505.722165676)",6,9.888606874712906e-05,0.005274130964871001
6426152600,"(664861.6845606691, 5102497.419051834)",4,9.8915884786959e-05,0.00024537048768530893
6426152598,"(664872.3781864755, 5102497.283100977)",4,9.885637094187303e-05,0.015173593955689464
6426152601,"(664872.4249459939, 5102509.403518996)",2,9.879224660971006e-05,0.0
433172122,"(664866.2580701343, 5102516.821081888)",3,9.894854044510043e-05,0.0071658419013618975
432480371,"(663890.3448306953, 5102764.927450045)",6,0.00010138349578724816,0.0005637997344698716
2360741921,"(663884.9906875369, 5102772.400930915)",6,0.00010145785989637474,0.007377455141355478
2360741917,"(663905.9027127218, 5102755.346477649)",4,0.00010126440799758546,0.0004951183834208506
432480372,"(663881.2230667535, 5102753.732815104)",3,0.00010117157568595688,0.00688243645045751
3098734936,"(663880.6195261526, 5102773.77435524)",4,0.00010140260354327784,0.0001877346150239097
2360741913,"(663912.9825487644, 5102731.330315265)",4,0.00010115932484695736,0.0004823464117960253
433919193,"(664427.4600183759, 5105146.563699642)",6,9.520371613758241e-05,0.0004127497021278046
2241609367,"(664734.0998788772, 5104840.229741965)",8,9.81867745651696e-05,0.011472543029739874
11202636257,"(664418.5424820017, 5105160.02319118)",6,9.49715121045774e-05,0.0007595097513244332
256418246,"(664469.448151279, 5105096.05253045)",6,9.437210218601167e-05,0.00249732488709278
10879370166,"(664739.6430503879, 5104838.966217836)",6,9.809315421218009e-05,0.005062834928359321
264465346,"(664732.9539148635, 5104822.353789727)",4,9.792177640841167e-05,3.0086750258303325e-05
1307181611,"(664594.2282653985, 5104681.958343055)",6,0.00010075464643139273,0.011458332313750713
10076349708,"(664295.0571253737, 5105752.740302099)",8,9.166758377765736e-05,0.001170886415523438
11132265630,"(664405.2429147789, 5105149.860969514)",5,9.517388685981607e-05,0.01508249084994836
2263494565,"(664982.5842791328, 5099919.581534882)",4,7.661008192027961e-05,0.0072577584074601615
11275409321,"(664982.9322235504, 5099917.2893367)",4,7.659399341648548e-05,0.00722761954520126
5503404259,"(663536.0098554286, 5101297.424420615)",4,8.427829563055568e-05,0.0005036307654315778
1609033757,"(663532.4429326982, 5101294.427757698)",6,8.430562469482614e-05,0.007395381669561193
