u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,oneway,rule,lts,group,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
1821139694,1821139695,0,1.7101e+08,,,residential,,"LINESTRING (781035.7461394075 5116566.761902171, 781046.5116559577 5116562.85791241)",11.418,0,m9,2,1,1.5083532901291066,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1821139694,912298612,0,7.75121e+07,,['Via Quattro Novembre'],residential,,"LINESTRING (781035.7461394075 5116566.761902171, 781040.3452055752 5116567.217756485, 781050.0755930742 5116575.591033554, 781058.9206137928 5116580.995622486)",27.753,0,m9,2,1,1.4953375649181628,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1821139694,912312119,0,7.75121e+07,,['Via Quattro Novembre'],residential,,"LINESTRING (781035.7461394075 5116566.761902171, 781031.2932890493 5116566.323890259, 781018.2220160561 5116567.182937144, 781005.808413584 5116568.550907679, 780993.4592076736 5116574.2527655875)",43.526,0,m9,2,1,1.7471345101121798,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1821139695,1821139694,0,1.7101e+08,,,residential,,"LINESTRING (781046.5116559577 5116562.85791241, 781035.7461394075 5116566.761902171)",11.418,0,m9,2,1,1.5083532901291066,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
1865801228,912295039,0,7.75121e+07,2,,primary,,"LINESTRING (782739.3207755701 5117522.20890502, 782737.439829397 5117519.0380475875, 782736.8071076821 5117515.64645485, 782736.8741576064 5117513.52300373, 782738.4448130582 5117508.6632425655, 782741.7812375325 5117504.775675565, 782743.2589053733 5117503.7750338875, 782745.9755437431 5117502.586632197)",24.214,1,m12,4,1,2.1462837647656365,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1865801228,912299920,0,7.75123e+07,2,,tertiary,,"LINESTRING (782739.3207755701 5117522.20890502, 782722.1165217642 5117534.519331861, 782695.1797459798 5117545.289575704, 782671.5973380951 5117551.61647111, 782622.2662479057 5117562.255579976, 782540.7672022533 5117578.659429394)",207.539,0,m10,3,1,0.7596817206764814,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1865801254,318694369,0,7.75121e+07,2,,primary,,"LINESTRING (782761.029403894 5117508.369555854, 782762.6469981663 5117512.719577272, 782762.6863680095 5117517.063557192, 782761.1464911723 5117521.423715605, 782757.65204585 5117525.381915299, 782755.6133490778 5117526.635002781, 782755.29680585 5117526.787399)",21.612,1,m12,4,1,2.262444910210947,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1865801254,912296263,0,"[ 77512192, 77512138, 77512302 ]",2,,primary,,"LINESTRING (782761.029403894 5117508.369555854, 782769.584852223 5117504.233006532, 782796.2055748156 5117476.514030453, 782829.8290000621 5117428.687983385, 782880.290952245 5117340.299871762, 782937.8995619157 5117240.45143148, 782956.2743828164 5117206.172959527, 782967.4883643629 5117182.686445326)",387.973,0,m12,4,1,0.9824570547592963,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1875944412,3741329904,0,1.77136e+08,,,track,,"LINESTRING (782774.1469877292 5111973.196366989, 782782.42389836 5111997.7822333155)",25.925,0,m15,2,1,1.170685101395742,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944412,2142863137,0,2.04277e+08,,,track,,"LINESTRING (782774.1469877292 5111973.196366989, 782791.990426034 5111966.481116737, 783086.8451575967 5111951.094311616, 783107.6868394762 5111949.572927483, 783118.043411748 5111943.993984927)",345.818,0,m15,2,1,0.16884877929471692,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944412,4703782776,0,3.70433e+08,,,track,,"LINESTRING (782774.1469877292 5111973.196366989, 782772.7103870895 5111963.867005387, 782766.8946528165 5111941.331810381, 782735.794676895 5111827.627648026, 782700.8926334151 5111711.35491816, 782679.9742758684 5111637.176916633, 782667.9839426345 5111609.280591637, 782661.52772415 5111595.756552401, 782651.9729297685 5111566.7700137785)",424.691,0,m15,2,1,1.6142770530298778,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944415,3741329904,0,1.77136e+08,,,track,,"LINESTRING (782795.3875147682 5112036.289572687, 782782.42389836 5111997.7822333155)",40.605,0,m15,2,1,1.9576105298234108,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944415,3741330033,0,1.77136e+08,,,track,,"LINESTRING (782795.3875147682 5112036.289572687, 782758.7287236183 5112056.199584224, 782713.3816389677 5112073.905880526, 782680.8026379265 5112093.525523486, 782649.0831125034 5112114.498672254, 782621.3101858539 5112125.622357644)",195.857,0,m15,2,1,0.7718334067900825,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944415,1875944482,0,1.77136e+08,,,track,,"LINESTRING (782795.3875147682 5112036.289572687, 782895.9327867448 5112270.710879202, 782910.935115216 5112305.616218184, 782921.7362937194 5112382.925243139, 782926.1064949644 5112479.276944374, 782924.2668115557 5112530.76319102, 782920.8942743165 5112557.5511215525, 782919.481210384 5112611.372844345, 782922.6735461226 5112693.11860179, 782919.1854261141 5112838.45238953, 782912.2290581384 5113082.159188818, 782903.515302116 5113208.313710469)",1196.935,0,m15,2,1,1.624024234865288,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944420,2857840576,0,1.84162e+08,,,track,,"LINESTRING (781219.9067387593 5112042.125317781, 781208.8368034277 5112068.560788218, 781192.0375594848 5112102.571630479, 781166.085043564 5112149.422945354, 781140.991367825 5112191.058741712, 781120.6128446746 5112246.415386235, 781113.2131536524 5112306.007253314, 781111.9364560833 5112347.398257043, 781112.2038782097 5112349.336579344)",330.988,0,m15,2,1,2.135086471531327,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944420,3506971386,0,1.94607e+08,,,track,,"LINESTRING (781219.9067387593 5112042.125317781, 781232.7812225673 5111999.128170788, 781233.5079546527 5111960.962886909, 781242.637913109 5111925.1533059655, 781245.058814117 5111908.998398608)",136.306,0,m15,2,1,1.387238901374846,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944435,1875944438,0,1.77136e+08,,,unclassified,,"LINESTRING (782319.5980351598 5112337.122011636, 782288.3480287779 5112369.9979030825)",45.286,0,m10,3,1,0.48591713394382263,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944435,2853275099,0,7.75123e+07,2,['Via San Martino'],primary,,"LINESTRING (782319.5980351598 5112337.122011636, 782320.7265599829 5112357.871205301, 782320.878803473 5112361.463213474)",24.369,0,m12,4,1,2.065390929247539,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1875944435,3741330034,0,7.75123e+07,2,['Via San Martino'],primary,,"LINESTRING (782319.5980351598 5112337.122011636, 782315.3493614147 5112259.125296293, 782303.2666518989 5112204.115248053, 782279.7219853133 5112112.739130203)",228.707,0,m12,4,1,1.4686682195163696,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
1875944435,3741330039,0,1.77136e+08,,,track,,"LINESTRING (782319.5980351598 5112337.122011636, 782338.7435934925 5112318.396719283, 782429.8160728007 5112250.909893071, 782436.0798159293 5112246.733628148)",147.355,0,m15,2,1,1.1753798823852089,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944438,1875944435,0,1.77136e+08,,,unclassified,,"LINESTRING (782288.3480287779 5112369.9979030825, 782319.5980351598 5112337.122011636)",45.286,0,m10,3,1,0.48591713394382263,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944438,3506974045,0,1.77136e+08,,,unclassified,,"LINESTRING (782288.3480287779 5112369.9979030825, 782205.5289907678 5112443.488563123, 782098.3649391463 5112531.637049451, 781965.8181987887 5112644.595080382, 781925.4009198642 5112678.699000298, 781887.9508074683 5112694.580344532, 781847.2825459535 5112711.07114247, 781815.3170548286 5112723.374929359, 781786.6475557913 5112745.0153654, 781772.8204085719 5112757.2617569035)",648.353,0,m10,3,1,0.8256466035871012,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944438,2853275099,0,2.81368e+08,,,unclassified,,"LINESTRING (782288.3480287779 5112369.9979030825, 782297.9414907431 5112363.970659281, 782304.83855914 5112360.836567634, 782309.2524701916 5112360.505228774, 782313.3868905507 5112360.86244783, 782320.878803473 5112361.463213474)",34.895,0,m10,3,1,1.3624768086894345,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944459,3506974045,0,1.77136e+08,,,unclassified,,"LINESTRING (781764.4583339083 5112764.6600239705, 781772.8204085719 5112757.2617569035)",11.144,0,m10,3,1,0.07885598771042723,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944459,1875944468,0,1.77136e+08,,,unclassified,,"LINESTRING (781764.4583339083 5112764.6600239705, 781715.8033949792 5112815.977724853, 781701.3130791298 5112831.711975741, 781682.0087374906 5112845.878080278, 781560.4497094098 5112929.79996879, 781523.4064912167 5112946.659467551, 781511.0341270496 5112954.898285005)",318.655,0,m10,3,1,0.4760433503198724,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944468,4758331357,0,1.77136e+08,,,unclassified,,"LINESTRING (781511.0341270496 5112954.898285005, 781482.5905365194 5112969.469459095, 781443.9909346187 5112991.234628789, 781393.356346274 5113032.465875778, 781346.8591118061 5113069.26685821)",200.423,0,m10,3,1,0.7180686457445495,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944468,1875944459,0,1.77136e+08,,,unclassified,,"LINESTRING (781511.0341270496 5112954.898285005, 781523.4064912167 5112946.659467551, 781560.4497094098 5112929.79996879, 781682.0087374906 5112845.878080278, 781701.3130791298 5112831.711975741, 781715.8033949792 5112815.977724853, 781764.4583339083 5112764.6600239705)",318.655,0,m10,3,1,0.47604335031987244,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944468,4230598295,0,1.84162e+08,,,track,,"LINESTRING (781511.0341270496 5112954.898285005, 781524.1833274051 5112982.37778849, 781536.403593449 5113018.454253632, 781547.0013509908 5113046.351147674, 781552.6671582062 5113080.479117121, 781569.5528816187 5113134.3383970745, 781572.6547227786 5113151.78215079, 781580.2174651648 5113166.168562466, 781585.2996486959 5113182.1334102135, 781593.0588895306 5113213.997257209, 781598.1257549832 5113266.390095958, 781598.1554537727 5113302.0073951725, 781608.8885777496 5113321.538331615, 781621.2445707442 5113341.9788085725, 781639.6227764789 5113375.944639944, 781641.4532137648 5113412.301522757)",482.112,0,m15,2,1,1.728612831048585,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944482,2142859863,0,7.75123e+07,,['Via Montereale'],unclassified,,"LINESTRING (782903.515302116 5113208.313710469, 782921.6608468634 5113192.628182591)",23.94,0,m10,3,1,1.067571701520624,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944482,5774515722,0,7.75123e+07,,['Via Montereale'],unclassified,,"LINESTRING (782903.515302116 5113208.313710469, 782897.2168611751 5113213.757088963, 782848.0538756093 5113270.387156772, 782794.8290635948 5113344.265588168, 782733.2781714243 5113424.607799191, 782701.1934716138 5113461.194950173, 782665.5222725715 5113485.559237081)",366.914,0,m10,3,1,0.6429748668824986,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944482,1875944415,0,1.77136e+08,,,track,,"LINESTRING (782903.515302116 5113208.313710469, 782912.2290581384 5113082.159188818, 782919.1854261141 5112838.45238953, 782922.6735461226 5112693.11860179, 782919.481210384 5112611.372844345, 782920.8942743165 5112557.5511215525, 782924.2668115557 5112530.76319102, 782926.1064949644 5112479.276944374, 782921.7362937194 5112382.925243139, 782910.935115216 5112305.616218184, 782895.9327867448 5112270.710879202, 782795.3875147682 5112036.289572687)",1196.935,0,m15,2,1,1.624024234865288,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944496,2142857636,0,7.75123e+07,,['Via Maniago'],tertiary,,"LINESTRING (784435.0947073414 5113459.461423512, 784431.7178449917 5113432.761583289)",26.904,0,m10,3,1,1.4423684346517676,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944496,2142857630,0,7.75123e+07,,['Via Maniago'],tertiary,,"LINESTRING (784435.0947073414 5113459.461423512, 784440.6971298399 5113503.789259704, 784447.4706540687 5113557.757726628, 784456.3500158888 5113625.251390037, 784466.6149928245 5113703.431123786, 784476.6750703501 5113782.681399589, 784485.5713940391 5113854.128530476, 784495.932987313 5113936.209780571, 784498.2981751462 5113954.323074523)",498.723,0,m10,3,1,1.4823189107233279,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944496,4922167481,0,1.77136e+08,,,track,,"LINESTRING (784435.0947073414 5113459.461423512, 784424.4671479383 5113461.217689184, 784396.7181880672 5113459.162854183, 784331.7242175388 5113440.751683213, 783492.5809113834 5113216.858670748)",971.429,0,m15,2,1,0.4298745878458956,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944506,3481946810,0,2.04276e+08,,,track,,"LINESTRING (783345.4683312969 5113558.459014204, 782913.095393052 5113445.3348759785)",445.452,0,m15,2,1,0.5243568744290367,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944506,4922167487,0,2.04276e+08,,,track,,"LINESTRING (783345.4683312969 5113558.459014204, 783399.0989463369 5113571.613906939)",55.037,0,m15,2,1,0.9984765753431909,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944506,1875944520,0,1.77136e+08,,,track,,"LINESTRING (783345.4683312969 5113558.459014204, 783365.1454516219 5113651.755855238, 783376.5771783427 5113710.1683730725, 783438.2636670512 5113950.735706627, 783452.66261401 5114009.909138126, 783592.2337304442 5114529.373588035, 783622.4694013322 5114644.091968898, 783619.2493979472 5114667.346312842, 783641.1233495809 5114744.235106594)",1223.461,0,m15,2,1,1.5224817464398654,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944507,4758331352,0,1.77136e+08,,,unclassified,,"LINESTRING (781039.3543565124 5113457.576595794, 781051.091564693 5113450.321002618, 781103.4705165463 5113414.322105166, 781119.6987201235 5113400.982073736, 781135.3657491764 5113375.391899924, 781150.2652753545 5113350.501382539, 781165.0063005523 5113320.794002024, 781176.6281945491 5113294.272559475, 781188.9440115913 5113260.891369149, 781205.9337603962 5113232.1332719335, 781220.3260198557 5113214.267063476, 781240.8535614621 5113194.143739709)",339.727,0,m10,3,1,1.2725166855701553,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944507,1769453990,0,1.77136e+08,,,unclassified,,"LINESTRING (781039.3543565124 5113457.576595794, 781023.4051080759 5113468.046048587, 780967.2758721176 5113496.692744284, 780941.7449971989 5113506.2447706675, 780933.2681522247 5113508.417197641, 780925.2012204803 5113510.430275541, 780897.6515903397 5113517.574280058)",154.447,0,m10,3,1,2.517602626474684,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1875944507,4352637393,0,1.84162e+08,,,track,,"LINESTRING (781039.3543565124 5113457.576595794, 781049.6738185057 5113469.772852502, 781058.1092294941 5113485.06694905, 781074.572131186 5113507.319861183)",61.036,0,m15,2,1,0.6490156763661531,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944507,3506974251,0,1.94607e+08,,,track,,"LINESTRING (781039.3543565124 5113457.576595794, 781024.4050106149 5113439.122824182, 781009.8159465198 5113417.534859003, 780995.7776676351 5113388.9915485615, 780970.743304403 5113335.629348232, 780959.925501608 5113299.818849614, 780940.5072036488 5113265.150897633, 780925.436054474 5113236.827713628, 780917.5313585319 5113199.614338112, 780914.3002891545 5113145.725709532, 780899.0293091668 5113113.808546686, 780886.8686949937 5113094.959658513)",399.284,0,m15,2,1,1.293715453144921,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944520,1875944506,0,1.77136e+08,,,track,,"LINESTRING (783641.1233495809 5114744.235106594, 783619.2493979472 5114667.346312842, 783622.4694013322 5114644.091968898, 783592.2337304442 5114529.373588035, 783452.66261401 5114009.909138126, 783438.2636670512 5113950.735706627, 783376.5771783427 5113710.1683730725, 783365.1454516219 5113651.755855238, 783345.4683312969 5113558.459014204)",1223.461,0,m15,2,1,1.5224817464398652,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944520,4922167523,0,1.84312e+08,,,track,,"LINESTRING (783641.1233495809 5114744.235106594, 783575.4034246702 5114809.75734684, 783511.9332758156 5114875.540075132, 783479.1941892961 5114914.5867492445, 783467.7567000847 5114927.897259839)",252.316,0,m15,2,1,0.8602930851415256,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1875944520,1947733632,0,1.84312e+08,,,track,,"LINESTRING (783641.1233495809 5114744.235106594, 783669.7431032802 5114713.950157983, 783715.9426757327 5114662.277853763, 783751.3010318591 5114634.1086996775, 783833.0488251025 5114559.242631525, 783950.8770594825 5114471.963763005, 784016.470009379 5114418.708548507, 784069.602033353 5114378.938787934)",563.436,0,m15,2,1,1.0746107949743215,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110733,1879110737,0,1.77476e+08,,,track,,"LINESTRING (785436.6559298798 5109155.108678679, 785445.7476950919 5109169.559983048, 785447.4066703958 5109180.548372125)",28.161,0,m15,2,1,0.8791738853391943,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110733,540415177,0,1.77476e+08,,,track,,"LINESTRING (785436.6559298798 5109155.108678679, 785393.2350121222 5109132.036748561, 785354.3243682588 5109105.277795246, 785326.9317709331 5109075.936623865, 785311.2291071623 5109051.825951546, 785285.4231473391 5109035.028719498, 785269.2933520386 5109035.793834306)",211.735,0,m15,2,1,1.2270506589874508,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110733,3812605343,0,3.77857e+08,,,track,,"LINESTRING (785436.6559298798 5109155.108678679, 785451.01122097 5109099.315406119, 785465.6249382934 5109043.801375883, 785478.7353282841 5108966.116560306)",193.736,0,m15,2,1,1.7150236440916167,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110737,1879110733,0,1.77476e+08,,,track,,"LINESTRING (785447.4066703958 5109180.548372125, 785445.7476950919 5109169.559983048, 785436.6559298798 5109155.108678679)",28.161,0,m15,2,1,0.8791738853391943,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110801,1879110804,0,1.77476e+08,,,track,,"LINESTRING (785135.8266546866 5110096.071886182, 786668.8132291986 5110283.521307098)",1539.094,0,m15,2,1,0.09662113574518387,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110801,3812605495,0,7.75122e+07,,['Via San Foca'],unclassified,,"LINESTRING (785135.8266546866 5110096.071886182, 785106.7029800199 5110248.434834535, 785092.9926514442 5110317.9643669855, 785087.6105019257 5110346.117163999)",254.579,0,m10,3,1,1.8822086726021692,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1879110801,3812605411,0,7.75122e+07,,['Via San Foca'],unclassified,,"LINESTRING (785135.8266546866 5110096.071886182, 785161.7364581141 5109960.550160046, 785183.3118604806 5109847.640656804, 785188.3378216015 5109744.083401914, 785188.6187137426 5109721.683813368)",378.909,0,m10,3,1,1.3769897650466167,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
1879110801,3812605487,0,1.77476e+08,,,track,,"LINESTRING (785135.8266546866 5110096.071886182, 785121.9741410301 5110095.072380626, 785090.4976062765 5110090.537967554, 785042.6226063811 5110081.267679904, 785023.4080470367 5110077.614572272, 784977.8527172508 5110064.767147334, 784955.8781838592 5110060.986172866, 784950.1944401535 5110064.095999158, 784948.4826911357 5110074.437912428, 784946.7217768042 5110099.195965277, 784944.8929092834 5110118.740192703, 784941.1845338295 5110132.374166467, 784934.6839225253 5110139.732652827, 784927.7927249887 5110142.485848438, 784921.022164616 5110142.472304507, 784912.1730895349 5110140.836981133, 784872.9454190296 5110131.045113573, 784858.7409889342 5110130.45295743)",345.914,0,m15,2,1,0.8972199645121883,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110804,1879110805,0,1.77476e+08,,,track,,"LINESTRING (786668.8132291986 5110283.521307098, 786669.9609432798 5110283.663963659)",1.153,0,m15,2,1,1.452924230223704,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110804,1879110801,0,1.77476e+08,,,track,,"LINESTRING (786668.8132291986 5110283.521307098, 785135.8266546866 5110096.071886182)",1539.094,0,m15,2,1,0.09662113574518387,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110805,1879110804,0,1.77476e+08,,,track,,"LINESTRING (786669.9609432798 5110283.663963659, 786668.8132291986 5110283.521307098)",1.153,0,m15,2,1,1.452924230223704,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110809,1879110821,0,9.03005e+08,,,track,,"LINESTRING (786943.1026825588 5110329.179111008, 786950.8592913322 5110333.293837546, 787005.1504162926 5110356.897286069, 787023.378604844 5110367.703368745, 787026.0322771263 5110380.70975399, 787023.6107927759 5110398.700864281)",120.324,0,m15,2,1,0.8315117202940021,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110821,1812875735,0,1.7014e+08,,,track,,"LINESTRING (787023.6107927759 5110398.700864281, 787116.1515322524 5110353.346343684, 787204.1659573189 5110305.576788198)",202.66,0,m15,2,1,1.249706211651965,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110821,1812875797,0,"[ 903005248, 170140015 ]",,,track,,"LINESTRING (787023.6107927759 5110398.700864281, 786982.6768695869 5110415.53758569, 786961.9273112784 5110426.191951773)",67.397,0,m15,2,1,2.564107706507127,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110821,1879110809,0,9.03005e+08,,,track,,"LINESTRING (787023.6107927759 5110398.700864281, 787026.0322771263 5110380.70975399, 787023.378604844 5110367.703368745, 787005.1504162926 5110356.897286069, 786950.8592913322 5110333.293837546, 786943.1026825588 5110329.179111008)",120.324,0,m15,2,1,0.8315117202940021,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
1879110821,3812605510,0,9.03005e+08,,,track,,"LINESTRING (787023.6107927759 5110398.700864281, 787020.1295413272 5110417.154611262, 787016.343450221 5110442.129919212, 787015.4152731956 5110452.20757259, 787014.9963199485 5110457.855326306, 787016.1537885019 5110459.445960599, 787019.039594707 5110460.193244511, 787024.3836751156 5110461.055446361, 787046.5465928563 5110464.084570396, 787066.2366785101 5110467.309920354, 787081.7438975007 5110468.034963423)",127.784,0,m15,2,1,1.2983478561162463,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
